# Written by the BoltzWann module of the Wannier90 code.
# [K coefficient in SI units, i.e. in W/m/K]
# [the K coefficient is defined in the documentation, and is an ingredient of
#  the thermal conductivity. See the docs for further information.]
# Mu(eV) Temp(K) Kappa_xx Kappa_xy Kappa_yy Kappa_xz Kappa_yz Kappa_zz
   5.640000000       500.0000000       17.06397045     -0.7700457610E-02   16.99887517     -0.8308135190E-02 -0.4281474478E-02   17.04897126    
   5.640000000       700.0000000       21.43057386     -0.7266787122E-02   21.35830573     -0.6996114296E-02 -0.5232414620E-02   21.43492648    
   5.650000000       300.0000000       12.32089891     -0.6540951186E-02   12.25128237     -0.5731644425E-02 -0.2514074302E-02   12.28876261    
   5.650000000       500.0000000       17.47093001     -0.7836952184E-02   17.40408507     -0.8358450548E-02 -0.4370211528E-02   17.45700893    
   5.650000000       700.0000000       21.94458248     -0.7176723725E-02   21.87233852     -0.7114914111E-02 -0.5386459510E-02   21.95172621    
   5.660000000       300.0000000       12.56841061     -0.6679592637E-02   12.48316242     -0.5460747626E-02 -0.2325609301E-02   12.52496883    
   5.660000000       500.0000000       17.87345542     -0.7869484919E-02   17.79974931     -0.8285658281E-02 -0.4377355903E-02   17.85663826    
   5.660000000       700.0000000       22.48541703     -0.7046227080E-02   22.41004807     -0.7134593556E-02 -0.5487623236E-02   22.49299855    
   5.670000000       300.0000000       12.77827504     -0.6650221198E-02   12.67423045     -0.5128116485E-02 -0.2108235952E-02   12.72062344    
   5.670000000       500.0000000       18.27206118     -0.7795835901E-02   18.18723925     -0.8086943595E-02 -0.4314442297E-02   18.24907851    
   5.670000000       700.0000000       23.05307479     -0.6877633335E-02   22.97163928     -0.7048461476E-02 -0.5537875479E-02   23.05889926    
   5.680000000       300.0000000       12.95508323     -0.6522421646E-02   12.83342238     -0.4782948911E-02 -0.1928955239E-02   12.88421603    
   5.680000000       500.0000000       18.66791097     -0.7624336080E-02   18.56900869     -0.7764807492E-02 -0.4198711447E-02   18.63655750    
   5.680000000       700.0000000       23.64718769     -0.6677115268E-02   23.55714746     -0.6854480661E-02 -0.5542155398E-02   23.64937054    
   5.690000000       300.0000000       13.10681460     -0.6371535100E-02   12.97166802     -0.4463211979E-02 -0.1807708112E-02   13.02641997    
   5.690000000       500.0000000       19.06263035     -0.7371176869E-02   18.94815070     -0.7325550061E-02 -0.4049845574E-02   19.02190459    
   5.690000000       700.0000000       24.26697122     -0.6454432696E-02   24.16633825     -0.6555270654E-02 -0.5507702059E-02   24.26404958    
   5.700000000       300.0000000       13.24011657     -0.6250526982E-02   13.09693169     -0.4178233911E-02 -0.1721477541E-02   13.15505917    
   5.700000000       500.0000000       19.45802146     -0.7056957627E-02   19.32787667     -0.6777761509E-02 -0.3887162973E-02   19.40806066    
   5.700000000       700.0000000       24.91115935     -0.6222346203E-02   24.79858411     -0.6157951013E-02 -0.5443254214E-02   24.90215596    
   5.710000000       300.0000000       13.35747282     -0.6171998095E-02   13.21165481     -0.3919540942E-02 -0.1652781754E-02   13.27257444    
   5.710000000       500.0000000       19.85576768     -0.6703782920E-02   19.71105120     -0.6131415278E-02 -0.3727516844E-02   19.79763525    
   5.710000000       700.0000000       25.57793538     -0.5995789636E-02   25.45273574     -0.5673866229E-02 -0.5358241021E-02   25.56237471    
   5.720000000       300.0000000       13.45815605     -0.6100593009E-02   13.31416795     -0.3668311360E-02 -0.1628317911E-02   13.37744934    
   5.720000000       500.0000000       20.25719286     -0.6333766125E-02   20.09986399     -0.5397847082E-02 -0.3583685375E-02   20.19259176    
   5.720000000       700.0000000       26.26486974     -0.5790896449E-02   26.12700715     -0.5118218036E-02 -0.5262070634E-02   26.24275280    
   5.730000000       300.0000000       13.54238363     -0.5968254407E-02   13.40335445     -0.3390704151E-02 -0.1700323098E-02   13.46874311    
   5.730000000       500.0000000       20.66308265     -0.5968965285E-02   20.49563769     -0.4590521571E-02 -0.3463140370E-02   20.59406228    
   5.730000000       700.0000000       26.96887581     -0.5623953064E-02   26.81889031     -0.4509607172E-02 -0.5163594402E-02   26.94062409    
   5.740000000       300.0000000       13.61489418     -0.5720893750E-02   13.48266848     -0.3048595151E-02 -0.1895822467E-02   13.54993604    
   5.740000000       500.0000000       21.07353452     -0.5631945505E-02   20.89871637     -0.3726181660E-02 -0.3367575502E-02   21.00224033    
   5.740000000       700.0000000       27.68619371     -0.5510326944E-02   27.52511102     -0.3869464399E-02 -0.5070784704E-02   27.65257385    
   5.750000000       300.0000000       13.68362046     -0.5366126329E-02   13.55905101     -0.2627040276E-02 -0.2179894524E-02   13.62781896    
   5.750000000       500.0000000       21.48781545     -0.5345774193E-02   21.30838760     -0.2825829722E-02 -0.3293871036E-02   21.41630743    
   5.750000000       700.0000000       28.41240977     -0.5463404502E-02   28.24163350     -0.3221338730E-02 -0.4990617991E-02   28.37445002    
   5.760000000       300.0000000       13.75476206     -0.4977252097E-02   13.63802487     -0.2142557637E-02 -0.2448569852E-02   13.70771489    
   5.760000000       500.0000000       21.90425734     -0.5132594599E-02   21.72284713     -0.1915070633E-02 -0.3236776817E-02   21.83440264    
   5.760000000       700.0000000       29.14251633     -0.5493581075E-02   28.96371631     -0.2590014612E-02 -0.4929108921E-02   29.10142362    
   5.770000000       300.0000000       13.82994748     -0.4650672860E-02   13.72078919     -0.1617513755E-02 -0.2568084710E-02   13.79074853    
   5.770000000       500.0000000       22.32026218     -0.5010850301E-02   22.13926459     -0.1023614700E-02 -0.3192571185E-02   22.25369108    
   5.770000000       700.0000000       29.87101313     -0.5607365437E-02   29.68601802     -0.2000449692E-02 -0.4891410109E-02   29.82809660    
   5.780000000       300.0000000       13.90697854     -0.4448511447E-02   13.80492888     -0.1054112648E-02 -0.2470984142E-02   13.87468704    
   5.780000000       500.0000000       22.73248065     -0.4992178866E-02   22.55400726     -0.1839814648E-03 -0.3161966138E-02   22.67058550    
   5.780000000       700.0000000       30.59204584     -0.5806679503E-02   30.40274552     -0.1476557285E-02 -0.4881889923E-02   30.54865004    
   5.790000000       300.0000000       13.98069240     -0.4360478111E-02   13.88525133     -0.4462580849E-03 -0.2240123882E-02   13.95472444    
   5.790000000       500.0000000       23.13716777     -0.5079317064E-02   22.96302498      0.5705417346E-03 -0.3150459182E-02   23.08112270    
   5.790000000       700.0000000       31.29957274     -0.6088435238E-02   31.10783345     -0.1039897353E-02 -0.4904134425E-02   31.25702151    
   5.800000000       300.0000000       14.04381993     -0.4315036746E-02   13.95456695      0.1840435528E-03 -0.2067631144E-02   14.02397289    
   5.800000000       500.0000000       23.53063758     -0.5265822109E-02   23.36232062      0.1208777262E-02 -0.3165574318E-02   23.48142125    
   5.800000000       700.0000000       31.98754590     -0.6444450048E-02   31.79513958     -0.7083800250E-03 -0.4960878796E-02   31.94709647    
   5.810000000       300.0000000       14.09185436     -0.4239989343E-02   14.00847021      0.7721497995E-03 -0.2098857306E-02   14.07800279    
   5.810000000       500.0000000       23.90967621     -0.5537378375E-02   23.74836969      0.1705429697E-02 -0.3212342164E-02   23.86808836    
   5.810000000       700.0000000       32.65009179     -0.6861726132E-02   32.45863976     -0.4951180916E-03 -0.5053932171E-02   32.61289810    
   5.820000000       300.0000000       14.13009955     -0.4120872816E-02   14.05235352      0.1225853794E-02 -0.2324673496E-02   14.12199990    
   5.820000000       500.0000000       24.27176998     -0.5873662116E-02   24.11835056      0.2045346331E-02 -0.3289559756E-02   24.23843979    
   5.820000000       700.0000000       33.28167791     -0.7323082515E-02   33.09260865     -0.4075776665E-03 -0.5184187549E-02   33.24876197    
   5.830000000       300.0000000       14.17335243     -0.4003532766E-02   14.10106860      0.1449644866E-02 -0.2627815361E-02   14.17078130    
   5.830000000       500.0000000       24.61508620     -0.6249740312E-02   24.47012734      0.2227071590E-02 -0.3388915696E-02   24.59047496    
   5.830000000       700.0000000       33.87725665     -0.7808102070E-02   33.69177691     -0.4471564108E-03 -0.5351787603E-02   33.84948691    
   5.840000000       300.0000000       14.23506244     -0.3947650436E-02   14.16802246      0.1398992157E-02 -0.2898506738E-02   14.23795708    
   5.840000000       500.0000000       24.93827822     -0.6636733092E-02   24.80206015      0.2263887896E-02 -0.3497402851E-02   24.92267929    
   5.840000000       700.0000000       34.43238288     -0.8294341432E-02   34.25146145     -0.6092580472E-03 -0.5556453249E-02   34.41045905    
   5.850000000       300.0000000       14.31726891     -0.3980799867E-02   14.25506431      0.1175991450E-02 -0.3083627224E-02   14.32554785    
   5.850000000       500.0000000       25.24028211     -0.7002368584E-02   25.11281115      0.2180777369E-02 -0.3601899685E-02   25.23382118    
   5.850000000       700.0000000       34.94330603     -0.8758740997E-02   34.76766906     -0.8838364810E-03 -0.5797900300E-02   34.92774990    
   5.860000000       300.0000000       14.41277859     -0.4081291688E-02   14.35473194      0.1059204287E-02 -0.3151753279E-02   14.42610675    
   5.860000000       500.0000000       25.52025224     -0.7312453305E-02   25.40129263      0.2007302447E-02 -0.3694269138E-02   25.52289002    
   5.860000000       700.0000000       35.40703889     -0.9179154574E-02   35.23717562     -0.1256278692E-02 -0.6076203665E-02   35.39819103    
   5.870000000       300.0000000       14.51507409     -0.4180546685E-02   14.46034262      0.1339590238E-02 -0.3055594279E-02   14.53301285    
   5.870000000       500.0000000       25.77766423     -0.7533931421E-02   25.66678205      0.1768880701E-02 -0.3775582052E-02   25.78920195    
   5.870000000       700.0000000       35.82140438     -0.9535889505E-02   35.65758170     -0.1708423600E-02 -0.6391944680E-02   35.81942653    
   5.880000000       300.0000000       14.62284795     -0.4179901834E-02   14.57066194      0.2053488277E-02 -0.2751840685E-02   14.64523338    
   5.880000000       500.0000000       26.01249314     -0.7639343045E-02   25.90910747      0.1480709729E-02 -0.3858408990E-02   26.03257923    
   5.880000000       700.0000000       36.18505967     -0.9813115925E-02   36.02734366     -0.2219511838E-02 -0.6746007380E-02   36.18994288    
   5.890000000       300.0000000       14.73669060     -0.3993947401E-02   14.68654545      0.2902886615E-02 -0.2257440035E-02   14.76366953    
   5.890000000       500.0000000       26.22533315     -0.7611590528E-02   26.12876705      0.1147837144E-02 -0.3966272793E-02   26.25346919    
   5.890000000       700.0000000       36.49749608     -0.9999984450E-02   36.34577875     -0.2766939256E-02 -0.7138970351E-02   36.50907453    
   5.900000000       300.0000000       14.85766574     -0.3603603355E-02   14.80935677      0.3492624188E-02 -0.1678195981E-02   14.88932316    
   5.900000000       500.0000000       26.41736229     -0.7447465218E-02   26.32688632      0.7714175494E-03 -0.4129657933E-02   26.45290862    
   5.900000000       700.0000000       36.75901466     -0.1009130211E-01   36.61304387     -0.3326815632E-02 -0.7570155312E-02   36.77698507    
   5.910000000       300.0000000       14.99189573     -0.3066308596E-02   14.94544344      0.3645753833E-02 -0.1178745617E-02   15.02805086    
   5.910000000       500.0000000       26.59013132     -0.7158653426E-02   26.50499566      0.3573720421E-03 -0.4378794537E-02   26.63231581    
   5.910000000       700.0000000       36.97068014     -0.1008766418E-01   36.83009111     -0.3874450401E-02 -0.8036514121E-02   36.99462657    
   5.920000000       300.0000000       15.15140480     -0.2470026151E-02   15.10694249      0.3478762289E-02 -0.9246210003E-03   15.19184813    
   5.920000000       500.0000000       26.74524545     -0.6769807852E-02   26.66470084     -0.7756919228E-04 -0.4734640865E-02   26.79318035    
   5.920000000       700.0000000       37.13425930     -0.9995018500E-02   36.99860638     -0.4384941715E-02 -0.8531627299E-02   37.16368288    
   5.930000000       300.0000000       15.34363738     -0.1888945008E-02   15.30127893      0.3214652187E-02 -0.1038026824E-02   15.38827802    
   5.930000000       500.0000000       26.88408658     -0.6314250856E-02   26.80739807     -0.5053140726E-03 -0.5200539772E-02   26.93679856    
   5.930000000       700.0000000       37.25215111     -0.9823729268E-02   37.12093881     -0.4834009554E-02 -0.9045115538E-02   37.28650367    
   5.940000000       300.0000000       15.55949732     -0.1386619451E-02   15.51923096      0.2977288622E-02 -0.1566782107E-02   15.60793212    
   5.940000000       500.0000000       27.00773246     -0.5828492819E-02   26.93419126     -0.8907617754E-03 -0.5757411195E-02   27.06421053    
   5.940000000       700.0000000       37.32731510     -0.9587285444E-02   37.20002770     -0.5199108423E-02 -0.9562708702E-02   37.36603526    
   5.950000000       300.0000000       15.77670467     -0.1030192827E-02   15.73837919      0.2769473827E-02 -0.2441839707E-02   15.82766901    
   5.950000000       500.0000000       27.11711282     -0.5346898902E-02   27.04605106     -0.1198435393E-02 -0.6364801109E-02   27.17637566    
   5.950000000       700.0000000       37.36320128     -0.9300844467E-02   37.23933038     -0.5460729997E-02 -0.1006707657E-01   37.40575076    
   5.960000000       300.0000000       15.97942195     -0.8598810696E-03   15.94278958      0.2592858910E-02 -0.3439951353E-02   16.03102651    
   5.960000000       500.0000000       27.21325542     -0.4897679228E-02   27.14406628     -0.1398964533E-02 -0.6968566099E-02   27.27443184    
   5.960000000       700.0000000       37.36368210     -0.8979806069E-02   37.24275133     -0.5603711055E-02 -0.1053933319E-01   37.40957947    
   5.970000000       300.0000000       16.17453673     -0.8380016496E-03   16.13924312      0.2517852925E-02 -0.4226450350E-02   16.22535584    
   5.970000000       500.0000000       27.29738077     -0.4500949320E-02   27.22954361     -0.1474145231E-02 -0.7513612475E-02   27.35978654    
   5.970000000       700.0000000       37.33298531     -0.8638578264E-02   37.21457159     -0.5618326402E-02 -0.1096093898E-01   37.38183449    
   5.980000000       300.0000000       16.38530328     -0.8573264946E-03   16.35085722      0.2617234259E-02 -0.4517781590E-02   16.43529023    
   5.980000000       500.0000000       27.37072626     -0.4168813633E-02   27.30383315     -0.1419944626E-02 -0.7957679080E-02   27.43391568    
   5.980000000       700.0000000       37.27562804     -0.8289643324E-02   37.15937840     -0.5500974381E-02 -0.1131560591E-01   37.32713876    
   5.990000000       300.0000000       16.62646871     -0.8337918965E-03   16.59239554      0.2864098213E-02 -0.4267393228E-02   16.67673927    
   5.990000000       500.0000000       27.43424189     -0.3906478960E-02   27.36801921     -0.1246829187E-02 -0.8281002368E-02   27.49801975    
   5.990000000       700.0000000       37.19635313     -0.7942975406E-02   37.08199637     -0.5254339728E-02 -0.1159080968E-01   37.25035188    
   6.000000000       300.0000000       16.88621850     -0.8039350414E-03   16.85242699      0.3127022317E-02 -0.3708500584E-02   16.93793210    
   6.000000000       500.0000000       27.48846368     -0.3713016887E-02   27.42278112     -0.9770566927E-03 -0.8487986151E-02   27.55285941    
   6.000000000       700.0000000       37.10006870     -0.7605817781E-02   36.98742127     -0.4887021441E-02 -0.1177863462E-01   37.15649938    
   6.010000000       300.0000000       17.13388295     -0.9094586599E-03   17.10087974      0.3266342483E-02 -0.3204255661E-02   17.18737052    
   6.010000000       500.0000000       27.53376471     -0.3581162210E-02   27.46862637     -0.6395264783E-03 -0.8600512290E-02   27.59898429    
   6.010000000       700.0000000       36.99178769     -0.7282798297E-02   36.88075374     -0.4412714189E-02 -0.1187588070E-01   37.05070265    
   6.020000000       300.0000000       17.34481976     -0.1249799717E-02   17.31339614      0.3217219446E-02 -0.3033761241E-02   17.39971180    
   6.020000000       500.0000000       27.57088659     -0.3497067297E-02   27.50640512     -0.2638425735E-03 -0.8646428086E-02   27.63725949    
   6.020000000       700.0000000       36.87655968     -0.6976336836E-02   36.76712558     -0.3849103910E-02 -0.1188356954E-01   36.93810269    
   6.030000000       300.0000000       17.51698336     -0.1741068169E-02   17.48757451      0.2981326015E-02 -0.3269197005E-02   17.57296193    
   6.030000000       500.0000000       27.60142571     -0.3441852519E-02   27.53778696      0.1244429111E-03 -0.8648731531E-02   27.66935560    
   6.030000000       700.0000000       36.75938393     -0.6687266099E-02   36.65160830     -0.3216662611E-02 -0.1180612047E-01   36.82376716    
   6.040000000       300.0000000       17.66493000     -0.2144689207E-02   17.63732364      0.2586216069E-02 -0.3780963575E-02   17.72220365    
   6.040000000       500.0000000       27.62797799     -0.3395953030E-02   27.56540593      0.5060553261E-03 -0.8619962218E-02   27.69789658    
   6.040000000       700.0000000       36.64509452     -0.6415546486E-02   36.53909499     -0.2537500703E-02 -0.1165048584E-01   36.71257191    
   6.050000000       300.0000000       17.80184721     -0.2257118028E-02   17.77558188      0.2098732410E-02 -0.4328893573E-02   17.86094674    
   6.050000000       500.0000000       27.65388053     -0.3345064859E-02   27.59260765      0.8674193538E-03 -0.8563094192E-02   27.72620119    
   6.050000000       700.0000000       36.53821491     -0.6160924024E-02   36.43415304     -0.1834371591E-02 -0.1142544893E-01   36.60905445    
   6.060000000       300.0000000       17.93015185     -0.2071259143E-02   17.90514675      0.1642535659E-02 -0.4703782944E-02   17.99142729    
   6.060000000       500.0000000       27.68271089     -0.3284769371E-02   27.62295308      0.1198078206E-02 -0.8476798147E-02   27.75778350    
   6.060000000       700.0000000       36.44278816     -0.5923382326E-02   36.34085411     -0.1129849735E-02 -0.1114115173E-01   36.51724515    
   6.070000000       300.0000000       18.04662183     -0.1755764673E-02   18.02332060      0.1324475977E-02 -0.4858097904E-02   18.11001247    
   6.070000000       500.0000000       27.71776028     -0.3221252371E-02   27.65969253      0.1487725411E-02 -0.8361186991E-02   27.79583318    
   6.070000000       700.0000000       36.36219697     -0.5703290467E-02   36.26259515     -0.4456485436E-03 -0.1080880100E-01   36.44049032    
   6.080000000       300.0000000       18.15035991     -0.1503324635E-02   18.12923809      0.1126978954E-02 -0.4920854028E-02   18.21554317    
   6.080000000       500.0000000       27.76160731     -0.3167736069E-02   27.70534047      0.1724656005E-02 -0.8220873241E-02   27.84280322    
   6.080000000       700.0000000       36.29899196     -0.5501238560E-02   36.20192898      0.1979736009E-03 -0.1044044240E-01   36.38128501    
   6.090000000       300.0000000       18.24289766     -0.1411066363E-02   18.22388363      0.9099373788E-03 -0.5063135404E-02   18.30946964    
   6.090000000       500.0000000       27.81580981     -0.3138560862E-02   27.76137429      0.1896613584E-02 -0.8064618375E-02   27.90011908    
   6.090000000       700.0000000       36.25474778     -0.5317649307E-02   36.16042348      0.7827527549E-03 -0.1004870029E-01   36.34113458    
   6.100000000       300.0000000       18.32383859     -0.1474460962E-02   18.30625730      0.5423453753E-03 -0.5333947417E-02   18.39127660    
   6.100000000       500.0000000       27.88068191     -0.3143676007E-02   27.82802480      0.1993408085E-02 -0.7903202802E-02   27.96797229    
   6.100000000       700.0000000       36.22996437     -0.5152319124E-02   36.13856654      0.1292901437E-02 -0.9646427279E-02   36.32046163    
   6.110000000       300.0000000       18.39163952     -0.1647514444E-02   18.37468108      0.2790151923E-04 -0.5627357494E-02   18.45923368    
   6.110000000       500.0000000       27.95512446     -0.3185452346E-02   27.90412208      0.2009434088E-02 -0.7747724552E-02   28.04516296    
   6.110000000       700.0000000       36.22402726     -0.5004053612E-02   36.13573006      0.1715501241E-02 -0.9246258749E-02   36.31857192    
   6.120000000       300.0000000       18.44923163     -0.1887293946E-02   18.43239828     -0.5081173731E-03 -0.5806210633E-02   18.51629068    
   6.120000000       500.0000000       28.03650145     -0.3258247348E-02   27.98698260      0.1944398254E-02 -0.7609194026E-02   28.12898139    
   6.120000000       700.0000000       36.23523670     -0.4870520889E-02   36.15020236      0.2040769786E-02 -0.8860101515E-02   36.33368805    
   6.130000000       300.0000000       18.50427452     -0.2156895403E-02   18.48737286     -0.9482945361E-03 -0.5850074639E-02   18.57050839    
   6.130000000       500.0000000       28.12060082     -0.3350090716E-02   28.07237365      0.1802011826E-02 -0.7498514309E-02   28.21516659    
   6.130000000       700.0000000       36.26090954     -0.4748373676E-02   36.17929266      0.2262186978E-02 -0.8498602923E-02   36.36305530    
   6.140000000       300.0000000       18.55980231     -0.2417053631E-02   18.54262020     -0.1281070547E-02 -0.5879734603E-02   18.62542890    
   6.140000000       500.0000000       28.20177212     -0.3445528981E-02   28.15464975      0.1587806187E-02 -0.7425448285E-02   28.29803677    
   6.140000000       700.0000000       36.29755181     -0.4633614586E-02   36.21950507      0.2376497323E-02 -0.8170655338E-02   36.40311687    
   6.150000000       300.0000000       18.60471277     -0.2631181267E-02   18.58685262     -0.1568500137E-02 -0.6039170072E-02   18.67005944    
   6.150000000       500.0000000       28.27333658     -0.3528781041E-02   28.22716006      0.1307443220E-02 -0.7396332018E-02   28.37089294    
   6.150000000       700.0000000       36.34109158     -0.4522120807E-02   36.26677187      0.2383628206E-02 -0.7882996872E-02   36.44974862    
   6.160000000       300.0000000       18.61723591     -0.2775018155E-02   18.59829334     -0.1844279283E-02 -0.6358037240E-02   18.68218565    
   6.160000000       500.0000000       28.32826311     -0.3586566956E-02   28.28292148      0.9660529374E-03 -0.7411835809E-02   28.42669395    
   6.160000000       700.0000000       36.38715430     -0.4410215353E-02   36.31672815      0.2286567519E-02 -0.7639966479E-02   36.49853544    
   6.170000000       300.0000000       18.58174136     -0.2838102846E-02   18.56153025     -0.2076058572E-02 -0.6730764353E-02   18.64562272    
   6.170000000       500.0000000       28.35993988     -0.3610152455E-02   28.31538679      0.5683184023E-03 -0.7466438421E-02   28.45883215    
   6.170000000       700.0000000       36.43135723     -0.4295173254E-02   36.36500452      0.2091228129E-02 -0.7443452111E-02   36.54506609    
   6.180000000       300.0000000       18.50227837     -0.2822099683E-02   18.48077511     -0.2226010405E-02 -0.7019301421E-02   18.56437679    
   6.180000000       500.0000000       28.36278501     -0.3596319575E-02   28.31905077      0.1189816657E-03 -0.7550126978E-02   28.46174743    
   6.180000000       700.0000000       36.46959805     -0.4175576494E-02   36.40751330      0.1806299205E-02 -0.7293034756E-02   36.58522160    
   6.190000000       300.0000000       18.39703759     -0.2742861587E-02   18.37414715     -0.2316698997E-02 -0.7164906543E-02   18.45723839    
   6.190000000       500.0000000       28.33253305     -0.3547161701E-02   28.28973154     -0.3761418364E-03 -0.7651271979E-02   28.43120954    
   6.190000000       700.0000000       36.49831607     -0.4051471546E-02   36.44070665      0.1443054487E-02 -0.7186291001E-02   36.61543585    
   6.200000000       300.0000000       18.27909658     -0.2633421194E-02   18.25461383     -0.2421757447E-02 -0.7209052037E-02   18.33799885    
   6.200000000       500.0000000       28.26624659     -0.3468829970E-02   28.22457701     -0.9084573979E-03 -0.7759030742E-02   28.36431805    
   6.200000000       700.0000000       36.51471032     -0.3924326771E-02   36.46179127      0.1015063347E-02 -0.7119189291E-02   36.63291289    
   6.210000000       300.0000000       18.14503682     -0.2540074362E-02   18.11890204     -0.2608171347E-02 -0.7227781923E-02   18.20342659    
   6.210000000       500.0000000       28.16225221     -0.3369633019E-02   28.12199479     -0.1464505114E-02 -0.7864359410E-02   28.25942530    
   6.210000000       700.0000000       36.51690555     -0.3796822805E-02   36.46889095      0.5377404440E-03 -0.7086509826E-02   36.63579218    
   6.220000000       300.0000000       17.98283155     -0.2500368959E-02   17.95532675     -0.2902828893E-02 -0.7255243566E-02   18.04107089    
   6.220000000       500.0000000       28.02016228     -0.3258147091E-02   27.98166670     -0.2024446673E-02 -0.7959932215E-02   28.11615209    
   6.220000000       700.0000000       36.50406192     -0.3672528704E-02   36.46115303      0.2768269065E-04 -0.7082232045E-02   36.62325797    
   6.230000000       300.0000000       17.78692872     -0.2511464480E-02   17.75849973     -0.3293612417E-02 -0.7260985052E-02   17.84484693    
   6.230000000       500.0000000       27.84098053     -0.3142058596E-02   27.80464693     -0.2562298327E-02 -0.8039885303E-02   27.93549723    
   6.230000000       700.0000000       36.47642672     -0.3555516456E-02   36.43879737     -0.4982165283E-03 -0.7099855588E-02   36.59559106    
   6.240000000       300.0000000       17.56288685     -0.2526407103E-02   17.53380187     -0.3722397970E-02 -0.7187931463E-02   17.62016181    
   6.240000000       500.0000000       27.62716758     -0.3028169562E-02   27.59342157     -0.3048692581E-02 -0.8099950682E-02   27.71991353    
   6.240000000       700.0000000       36.43532834     -0.3449950094E-02   36.40310846     -0.1023820347E-02 -0.7132640580E-02   36.55416333    
   6.250000000       300.0000000       17.32004982     -0.2488176258E-02   17.29037948     -0.4069898645E-02 -0.7011378545E-02   17.37656136    
   6.250000000       500.0000000       27.38255878     -0.2923385129E-02   27.35182226     -0.3456076343E-02 -0.8137749655E-02   27.47323734    
   6.250000000       700.0000000       36.38311477     -0.3359663691E-02   36.35637322     -0.1534839649E-02 -0.7173768195E-02   36.50137671    
   6.260000000       300.0000000       17.06383479     -0.2361992128E-02   17.03383526     -0.4183498417E-02 -0.6767579900E-02   17.11958489    
   6.260000000       500.0000000       27.11212909     -0.2835874433E-02   27.08478688     -0.3765134329E-02 -0.8152588427E-02   27.20046305    
   6.260000000       700.0000000       36.32304184     -0.3287729140E-02   36.30176988     -0.2019778400E-02 -0.7216435575E-02   36.44055170    
   6.270000000       300.0000000       16.79569114     -0.2147324777E-02   16.76611470     -0.3964680886E-02 -0.6527812800E-02   16.85043189    
   6.270000000       500.0000000       26.82167501     -0.2775324054E-02   26.79803642     -0.3970272488E-02 -0.8144408430E-02   26.90743332    
   6.270000000       700.0000000       36.25911979     -0.3236020979E-02   36.24321689     -0.2470538729E-02 -0.7253912230E-02   36.37577332    
   6.280000000       300.0000000       16.51786658     -0.1891905859E-02   16.48976890     -0.3454982351E-02 -0.6342986249E-02   16.57092850    
   6.280000000       500.0000000       26.51748746     -0.2751478215E-02   26.49774472     -0.4081827436E-02 -0.8112259928E-02   26.60051882    
   6.280000000       700.0000000       36.19592923     -0.3204813277E-02   36.18519289     -0.2882540732E-02 -0.7279595295E-02   36.31170529    
   6.290000000       300.0000000       16.23531726     -0.1697937547E-02   16.20951632     -0.2832411578E-02 -0.6207327774E-02   16.28589852    
   6.290000000       500.0000000       26.20605931     -0.2770930165E-02   26.19024998     -0.4123714323E-02 -0.8053126084E-02   26.28632855    
   6.290000000       700.0000000       36.13841850     -0.3192481738E-02   36.13253976     -0.3254314311E-02 -0.7287102389E-02   36.25338426    
   6.300000000       300.0000000       15.95202082     -0.1678994924E-02   15.92874175     -0.2299469828E-02 -0.6073316625E-02   15.99967437    
   6.300000000       500.0000000       25.89385377     -0.2833133829E-02   25.88183759     -0.4127139456E-02 -0.7961739867E-02   25.97147271    
   6.300000000       700.0000000       36.09169403     -0.3195412161E-02   36.09025993     -0.3586646902E-02 -0.7270429194E-02   36.20600549    
   6.310000000       300.0000000       15.66653735     -0.1884455984E-02   15.64553217     -0.1960413223E-02 -0.5903152298E-02   15.71138985    
   6.310000000       500.0000000       25.58715007     -0.2927381254E-02   25.57860846     -0.4122659041E-02 -0.7831415530E-02   25.66239347    
   6.310000000       700.0000000       36.06081329     -0.3208212235E-02   36.06331708     -0.3881481545E-02 -0.7224176371E-02   36.17471029    
   6.320000000       300.0000000       15.37370368     -0.2262245227E-02   15.35461661     -0.1805920011E-02 -0.5697012922E-02   15.41625109    
   6.320000000       500.0000000       25.29195205     -0.3032523728E-02   25.28641227     -0.4133216571E-02 -0.7655415156E-02   25.36525295    
   6.320000000       700.0000000       36.05058828     -0.3224275820E-02   36.05644704     -0.4140819065E-02 -0.7143824568E-02   36.16438303    
   6.330000000       300.0000000       15.07285061     -0.2684774359E-02   15.05541654     -0.1797374941E-02 -0.5467498300E-02   15.11360182    
   6.330000000       500.0000000       25.01390219     -0.3120309868E-02   25.01078203     -0.4169824259E-02 -0.7428333509E-02   25.08582717    
   6.330000000       700.0000000       36.06540529     -0.3236663301E-02   36.07398414     -0.4365870301E-02 -0.7026015870E-02   36.17946495    
   6.340000000       300.0000000       14.77321016     -0.3000750362E-02   14.75716827     -0.1932983819E-02 -0.5204564291E-02   14.81253129    
   6.340000000       500.0000000       24.75814100     -0.3161747633E-02   24.75680749     -0.4230260361E-02 -0.7147248356E-02   24.82935112    
   6.340000000       700.0000000       36.10906619     -0.3239163473E-02   36.11970701     -0.4556635497E-02 -0.6868790977E-02   36.22379001    
   6.350000000       300.0000000       14.48758661     -0.3085948636E-02   14.47254098     -0.2219626350E-02 -0.4881268455E-02   14.52581604    
   6.350000000       500.0000000       24.52912088     -0.3134591239E-02   24.52895651     -0.4300487432E-02 -0.6812551121E-02   24.60032492    
