# Written by the BoltzWann module of the Wannier90 code.
# [Electrical conductivity in SI units, i.e. in 1/Ohm/m]
# Mu(eV) Temp(K) ElCond_xx ElCond_xy ElCond_yy ElCond_xz ElCond_yz ElCond_zz
   5.830000000       500.0000000       1874534.025      -599.7189545       1865697.518      -95.79801417      -398.3414989       1875223.745    
   5.830000000       700.0000000       1913362.759      -574.0271038       1903696.974      -18.92558020      -365.2246026       1913301.458    
   5.840000000       300.0000000       1814133.825      -513.3181465       1806201.810      -173.7126216      -416.0719950       1816085.828    
   5.840000000       500.0000000       1874863.015      -526.1356586       1866262.309      -22.75016907      -396.9127660       1876044.682    
   5.840000000       700.0000000       1921098.910      -530.4601865       1911801.629       34.08920919      -366.7595793       1921595.706    
   5.850000000       300.0000000       1810448.995      -384.2194262       1802383.607      -27.15742353      -397.7923542       1812649.392    
   5.850000000       500.0000000       1878200.264      -453.4827817       1869799.889       57.04150807      -394.0799089       1879835.603    
   5.850000000       700.0000000       1930496.946      -487.0642238       1921542.385       89.19813473      -367.1419418       1931527.139    
   5.860000000       300.0000000       1811646.211      -257.7295157       1803466.233       120.8798762      -386.7164261       1814070.354    
   5.860000000       500.0000000       1884872.778      -384.3027316       1876652.195       141.4262240      -390.2529716       1886932.879    
   5.860000000       700.0000000       1941771.925      -444.8535833       1933139.549       145.5551824      -366.4667357       1943313.863    
   5.870000000       300.0000000       1818533.108      -142.9601511       1810292.560       248.8548373      -386.1769034       1821179.596    
   5.870000000       500.0000000       1895124.826      -320.9843188       1887077.031       228.2131420      -385.5474222       1897590.332    
   5.870000000       700.0000000       1955087.104      -404.7591450       1946761.643       202.1816430      -364.8414787       1957122.420    
   5.880000000       300.0000000       1831465.315      -50.13809001       1823234.397       351.4651110      -397.9324760       1834334.403    
   5.880000000       500.0000000       1909108.522      -265.5493669       1901238.001       315.4195226      -379.7124279       1911969.467    
   5.880000000       700.0000000       1970551.313      -367.5812051       1962522.475       258.0023980      -362.3905851       1973064.927    
   5.890000000       300.0000000       1850484.800       12.61709318       1842332.948       444.0947672      -418.9620843       1853575.663    
   5.890000000       500.0000000       1926878.074      -219.4422524       1919198.451       401.3136527      -372.1685764       1930133.438    
   5.890000000       700.0000000       1988217.611      -333.9516696       1980479.569       311.8798646      -359.2687504       1991197.509    
   5.900000000       300.0000000       1875390.283       42.82474608       1867378.824       548.3202564      -440.1904368       1878720.774    
   5.900000000       500.0000000       1948390.928      -183.3790881       1940922.606       484.2513386      -362.1721943       1952047.900    
   5.900000000       700.0000000       2008083.254      -304.3096397       2000633.941       362.6450355      -355.6815099       2011520.050    
   5.910000000       300.0000000       1905523.085       44.37054808       1897705.654       672.6068155      -448.9586527       1909139.995    
   5.910000000       500.0000000       1973516.367      -157.3026835       1966284.370       562.4319643      -349.0912895       1977589.221    
   5.910000000       700.0000000       2030090.891      -278.8931192       2022931.180       409.1277745      -351.9083293       2033977.185    
   5.920000000       300.0000000       1939794.933       24.68574559       1932221.502       807.0314269      -433.4336819       1943759.514    
   5.920000000       500.0000000       2002049.047      -140.4580916       1995081.134       633.7421716      -332.7350426       2006557.506    
   5.920000000       700.0000000       2054130.825      -257.7474643       2047263.627       450.1897441      -348.3215003       2058460.391    
   5.930000000       300.0000000       1977339.364      -8.310621595       1970062.045       933.8681509      -386.3401911       1981716.887    
   5.930000000       500.0000000       2033722.359      -131.5678992       2027047.330       695.7859412      -313.6433082       2038689.319    
   5.930000000       700.0000000       2080044.132      -240.7488120       2073473.465       484.7625130      -345.3936031       2084810.976    
   5.940000000       300.0000000       2018195.634      -46.81896625       2011272.884       1040.133221      -307.6228451       2023074.688    
   5.940000000       500.0000000       2068216.326      -129.0627260       2061862.385       746.0851583      -293.2323695       2073664.867    
   5.940000000       700.0000000       2107626.444      -227.6386659       2101356.512       511.8909556      -343.6878499       2112823.784    
   5.950000000       300.0000000       2063075.747      -83.14262238       2056570.856       1120.018001      -206.9578460       2068590.454    
   5.950000000       500.0000000       2105158.648      -131.3152207       2099151.727       782.3628923      -273.7171105       2111108.396    
   5.950000000       700.0000000       2136632.265      -218.0645588       2130666.570       530.7791640      -343.8291539       2142251.507    
   5.960000000       300.0000000       2112200.296      -111.9360095       2106176.012       1169.061990      -104.8660886       2118505.485    
   5.960000000       500.0000000       2144123.582      -136.8309465       2138485.567       802.8218784      -257.7888272       2150586.747    
   5.960000000       700.0000000       2166779.737      -211.6214920       2161120.271       540.8339066      -346.4584833       2172809.537    
   5.970000000       300.0000000       2164367.565      -133.2057502       2158882.759       1180.750629      -28.33923614       2171566.110    
   5.970000000       500.0000000       2184636.238      -144.3654157       2179383.176       806.3651488      -248.1131058       2191614.012    
   5.970000000       700.0000000       2197755.825      -207.8895703       2192402.366       541.6998896      -352.1776052       2204181.318    
   5.980000000       300.0000000       2217371.592      -151.6027959       2212478.283       1150.520344      0.5598842127       2225455.453    
   5.980000000       500.0000000       2226185.940      -152.9648357       2221326.379       792.7282340      -246.7957518       2233666.059    
   5.980000000       700.0000000       2229221.845      -206.4645585       2224171.392       533.2818381      -361.4941621       2236024.112    
   5.990000000       300.0000000       2269501.407      -170.8380799       2265231.808       1081.548264      -23.24763856       2278362.926    
   5.990000000       500.0000000       2268243.882      -161.9605381       2263777.614       762.4977900      -255.0010663       2276199.904    
   5.990000000       700.0000000       2260819.243      -206.9795225       2256065.629       515.7503797      -374.7770567       2267975.081    
   6.000000000       300.0000000       2320621.238      -188.0839690       2316964.940       984.7321211      -85.20934515       2330121.247    
   6.000000000       500.0000000       2310275.210      -170.9604465       2306192.688       717.0055348      -272.8591549       2318667.463    
   6.000000000       700.0000000       2292175.564      -209.1169335       2287709.250       489.5313351      -392.2291947       2299657.558    
   6.010000000       300.0000000       2371715.340      -195.1515102       2368608.415       872.6051923      -160.7779897       2381740.213    
   6.010000000       500.0000000       2351739.179      -179.8570114       2348021.791       658.1214433      -299.6765302       2360516.872    
   6.010000000       700.0000000       2322910.591      -212.6115348       2318718.660       455.2805987      -413.8797631       2330687.496    
   6.020000000       300.0000000       2423397.540      -187.2305533       2420744.178       753.7817820      -229.5283579       2433859.205    
   6.020000000       500.0000000       2392080.664      -188.8233048       2388701.824       588.0069468      -334.3297305       2401184.542    
   6.020000000       700.0000000       2352642.786      -217.2450752       2348709.121       413.8486932      -439.5932067       2360680.160    
   6.030000000       300.0000000       2474892.299      -170.8829939       2472605.904       632.6095604      -283.9797967       2485690.969    
   6.030000000       500.0000000       2430723.751      -198.2417105       2427650.531       508.8999311      -375.6519494       2440088.904    
   6.030000000       700.0000000       2380996.175      -222.8349421       2377301.804       366.2398311      -469.0887190       2389257.218    
   6.040000000       300.0000000       2524355.575      -161.8187827       2522379.448       511.0377653      -330.0707316       2535357.136    
   6.040000000       500.0000000       2467077.137      -208.5386942       2464272.065       422.9824383      -422.6544409       2476635.882    
   6.040000000       700.0000000       2407607.814      -229.2197478       2404131.371       313.5698296      -501.9634031       2416054.331    
   6.050000000       300.0000000       2569951.008      -173.1714436       2568238.857       388.0663686      -381.3968348       2581003.533    
   6.050000000       500.0000000       2500553.427      -219.9705895       2497976.243       332.3442220      -474.5317123       2510238.263    
   6.050000000       700.0000000       2432135.765      -236.2456620       2428854.044       257.0258242      -537.7140476       2440729.186    
   6.060000000       300.0000000       2610486.118      -205.5124382       2608968.897       259.3802556      -449.9011697       2621454.508    
   6.060000000       500.0000000       2530596.922      -232.4600547       2528206.228       239.0169910      -530.5161247       2540343.404    
   6.060000000       700.0000000       2454267.336      -243.7571753       2451155.879       197.8290366      -575.7554842       2462969.721    
   6.070000000       300.0000000       2645218.569      -247.8059165       2643799.275       122.0337055      -537.4538784       2656003.836    
   6.070000000       500.0000000       2556712.276      -245.5700575       2554467.159       145.0255318      -589.7094460       2566461.534    
   6.070000000       700.0000000       2473727.131      -251.5947164       2470760.810       137.2005476      -615.4362273       2482502.098    
   6.080000000       300.0000000       2673460.370      -286.5818674       2672045.602      -19.35016783      -634.7830936       2683995.856    
   6.080000000       500.0000000       2578489.022      -258.6284053       2576350.567       52.39562554      -650.9986377       2588189.644    
   6.080000000       700.0000000       2490284.354      -259.5993842       2487437.921       76.32952384      -656.0534956       2499097.877    
   6.090000000       300.0000000       2694587.265      -313.7613396       2693123.351      -153.0014925      -729.5301764       2704830.318    
   6.090000000       500.0000000       2595620.444      -270.9375297       2593552.923      -36.91318818      -713.0841693       2605229.554    
   6.090000000       700.0000000       2503758.810      -267.6227467       2501007.368       16.34366070      -696.8696353       2512579.852    
   6.100000000       300.0000000       2708286.299      -327.9109421       2706764.051      -268.0333936      -816.1685897       2718219.448    
   6.100000000       500.0000000       2607917.080      -281.9744352       2605888.575      -121.1289667      -774.5716422       2617400.619    
   6.100000000       700.0000000       2514025.098      -275.5380883       2511344.484      -41.71766575      -737.1309522       2522826.059    
   6.110000000       300.0000000       2714523.909      -331.2012291       2712951.263      -362.0665881      -898.2030966       2724155.848    
   6.110000000       500.0000000       2615315.338      -291.5115638       2613297.729      -198.7809696      -834.0561571       2624647.695    
   6.110000000       700.0000000       2521014.598      -283.2491888       2518381.677      -96.92646847      -776.0887989       2529771.588    
   6.120000000       300.0000000       2713256.409      -326.7330065       2711630.634      -440.6427468      -981.0740645       2722607.013    
   6.120000000       500.0000000       2617881.073      -299.6385506       2615849.549      -268.7492102      -890.1694225       2627044.309    
   6.120000000       700.0000000       2524715.021      -290.6936709       2522107.886      -148.4843445      -813.0219468       2533407.955    
   6.130000000       300.0000000       2704442.506      -317.9651149       2702747.822      -509.6671753      -1063.546131       2713518.708    
   6.130000000       500.0000000       2615806.698      -306.7027185       2613739.048      -330.2405477      -941.6151647       2624789.655    
   6.130000000       700.0000000       2525167.428      -297.8396786       2522565.524      -195.7352424      -847.2588409       2533779.978    
   6.140000000       300.0000000       2688570.799      -308.7797291       2686794.451      -569.4721280      -1136.364620       2697359.527    
   6.140000000       500.0000000       2609398.999      -313.2008670       2607274.873      -382.7281075      -987.2338625       2618196.468    
   6.140000000       700.0000000       2522460.838      -304.6765004       2519845.049      -238.1730289      -878.1981167       2530980.260    
   6.150000000       300.0000000       2667142.831      -302.8638832       2665283.094      -616.3555813      -1189.364448       2675633.480    
   6.150000000       500.0000000       2599055.127      -319.6541286       2596855.357      -425.8993835      -1026.101472       2607667.103    
   6.150000000       700.0000000       2516724.787      -311.2012008       2514077.491      -275.4446691      -905.3256636       2525141.656    
   6.160000000       300.0000000       2642368.358      -302.8785608       2640423.499      -648.2787731      -1219.764710       2650583.587    
   6.160000000       500.0000000       2585227.900      -326.4919658       2582933.933      -459.6327175      -1057.618471       2593658.774    
   6.160000000       700.0000000       2508120.373      -317.4040786       2505425.515      -307.3499742      -928.2266552       2516428.243    
   6.170000000       300.0000000       2616091.685      -310.1416731       2614046.445      -667.0830980      -1233.546477       2624091.483    
   6.170000000       500.0000000       2568387.001      -333.9651363       2565980.489      -483.9956198      -1081.534845       2576644.562    
   6.170000000       700.0000000       2496830.518      -323.2557887       2494073.705      -333.8385633      -946.5915051       2505025.539    
   6.180000000       300.0000000       2588938.862      -324.5993446       2586766.891      -675.1646392      -1239.354005       2596788.074    
   6.180000000       500.0000000       2548985.394      -342.1006244       2546448.006      -499.2552594      -1097.894506       2557079.701    
   6.180000000       700.0000000       2483050.184      -328.6983731       2480218.835      -355.0041080      -960.2156320       2491130.685    
   6.190000000       300.0000000       2560602.502      -344.7321608       2558279.140      -671.7924086      -1241.606521       2568331.164    
   6.190000000       500.0000000       2527437.169      -350.7035229       2524750.651      -505.9026116      -1106.933830       2535379.548    
   6.190000000       700.0000000       2466977.243      -333.6414719       2464060.804      -371.0752973      -968.9939226       2474943.312    
   6.200000000       300.0000000       2530945.118      -367.5573160       2528449.753      -653.7100595      -1238.881904       2538540.738    
   6.200000000       500.0000000       2504105.998      -359.4014208       2501252.505      -504.6933917      -1108.989373       2511908.431    
   6.200000000       700.0000000       2448804.529      -337.9638995       2445794.751      -382.4024769      -972.9114989       2456657.594    
   6.210000000       300.0000000       2500664.890      -389.1547553       2497967.615      -618.6234426      -1227.574758       2508103.356    
   6.210000000       500.0000000       2479298.354      -367.7163495       2476261.070      -496.6927188      -1104.447357       2486973.300    
   6.210000000       700.0000000       2428713.434      -341.5198474       2425604.726      -389.4387882      -972.0325837       2436455.851    
   6.220000000       300.0000000       2470849.197      -406.2330622       2467901.693      -567.4290449      -1206.427235       2478131.602    
   6.220000000       500.0000000       2453256.578      -375.1403828       2450020.644      -483.2905456      -1093.728392       2460817.007    
   6.220000000       700.0000000       2406869.277      -344.1484262       2403659.105      -392.7150461      -966.4889866       2414503.924    
   6.230000000       300.0000000       2442090.871      -418.0905589       2438838.933      -504.3479086      -1177.968298       2449251.280    
   6.230000000       500.0000000       2426151.908      -381.1891970       2422705.650      -466.1495090      -1077.280086       2433611.213    
   6.230000000       700.0000000       2383418.551      -345.6851696       2380107.879      -392.8086610      -956.4692368       2390948.431    
   6.240000000       300.0000000       2414189.215      -426.8091669       2410594.628      -437.0772422      -1146.291119       2421272.938    
   6.240000000       500.0000000       2398081.404      -385.4183417       2394417.764      -447.0623283      -1055.560180       2405452.971    
   6.240000000       700.0000000       2358488.105      -345.9744278       2355081.838      -390.3084994      -942.2089149       2365915.946    
   6.250000000       300.0000000       2386558.471      -435.1578078       2382602.794      -376.8978131      -1113.518098       2393600.390    
   6.250000000       500.0000000       2369072.143      -387.4078515       2365190.218      -427.7276466      -1029.017324       2376368.545    
   6.250000000       700.0000000       2332186.191      -344.8820205       2328693.588      -385.7792906      -923.9823395       2339514.062    
   6.260000000       300.0000000       2358698.685      -444.4701776       2354364.606      -336.0638332      -1078.093455       2365725.278    
   6.260000000       500.0000000       2339092.729      -386.7417697       2334999.353      -409.4921109      -998.0896844       2346324.613    
   6.260000000       700.0000000       2304605.238      -342.3077903       2301040.254      -379.7303949      -902.0954212       2311834.182    
   6.270000000       300.0000000       2330251.646      -453.7191745       2325509.106      -321.9238570      -1036.380457       2337299.027    
   6.270000000       500.0000000       2308069.550      -383.0176746       2303780.884      -393.1376744      -963.2314073       2315244.302    
   6.270000000       700.0000000       2275826.075      -338.1975524       2272207.580      -372.5938540      -876.8791663       2282955.797    
   6.280000000       300.0000000       2300781.667      -458.8182957       2295603.076      -331.6560135      -986.0647328       2307901.593    
   6.280000000       500.0000000       2275904.898      -375.9110380       2271447.897      -378.7959965      -924.9538915       2283025.201    
   6.280000000       700.0000000       2245923.268      -332.5533336       2242275.101      -364.7153177      -848.6830662       2252951.904    
   6.290000000       300.0000000       2269707.462      -452.7770066       2264102.438      -352.8248590      -928.4067215       2276946.723    
   6.290000000       500.0000000       2242494.925      -365.2923468       2237908.371      -366.0333928      -883.8541782       2249557.375    
   6.290000000       700.0000000       2214971.171      -325.4400086       2211321.980      -356.3588675      -817.8675886       2221895.175    
   6.300000000       300.0000000       2236539.540      -428.8088370       2230577.415      -370.6465873      -867.3923330       2243908.593    
   6.300000000       500.0000000       2207745.979      -351.3609400       2203080.711      -354.0828248      -840.6089269       2214740.112    
   6.300000000       700.0000000       2183050.302      -316.9859325       2179433.152      -347.7236403      -784.7952648       2189864.492    
   6.310000000       300.0000000       2201145.080      -385.1418255       2194947.396      -376.0200986      -806.6721209       2208603.812    
   6.310000000       500.0000000       2171588.338      -334.7345512       2166906.388      -342.1415670      -795.9329803       2178496.396    
   6.310000000       700.0000000       2150253.686      -307.3754269       2146705.416      -338.9674340      -749.8204067       2156951.469    
   6.320000000       300.0000000       2163653.631      -327.3111267       2157369.246      -367.2777622      -747.7539038       2171124.067    
   6.320000000       500.0000000       2133987.432      -316.4346683       2129360.012      -329.6390127      -750.5186174       2140785.067    
   6.320000000       700.0000000       2116692.860      -296.8322458       2113253.193      -330.2310118      -713.2780966       2123266.639    
   6.330000000       300.0000000       2124001.118      -266.3393714       2117788.091      -345.8948225      -691.2346416       2131391.580    
   6.330000000       500.0000000       2094954.046      -297.7408132       2090458.560      -316.4097764      -704.9739604       2101611.941    
   6.330000000       700.0000000       2082503.251      -285.5952600       2079213.716      -321.6569890      -675.4735691       2088945.017    
   6.340000000       300.0000000       2081655.249      -214.8932765       2075677.502      -312.8181950      -638.6330682       2088874.872    
   6.340000000       500.0000000       2054555.059      -279.9385329       2050271.461      -302.7513976      -659.7712865       2061041.232    
   6.340000000       700.0000000       2047848.726      -273.8899451       2044751.435      -313.3988560      -636.6733088       2054150.796    
   6.350000000       300.0000000       2036015.672      -183.2628604       2030442.303      -269.8387457      -591.9885735       2042974.170    
   6.350000000       500.0000000       2012924.116      -264.0315698       2008930.911      -289.3724880      -615.2104933       2019206.621    
   6.350000000       700.0000000       2012925.093      -261.9010296       2010061.467      -305.6183335      -597.0990699       2019080.948    
   6.360000000       300.0000000       1987166.113      -175.8815980       1982160.612      -223.3411214      -551.8520353       1993771.386    
   6.360000000       500.0000000       1970268.952      -250.5074415       1966639.197      -277.2443885      -571.4041747       1976318.708    
   6.360000000       700.0000000       1977962.422      -249.7521281       1975371.942      -298.4722043      -556.9256331       1983967.586    
   6.370000000       300.0000000       1936082.622      -189.9639876       1931784.117      -184.4126663      -516.3635358       1942249.703    
   6.370000000       500.0000000       1926872.101      -239.2304114       1923669.737      -267.3781118      -528.2918979       1932665.598    
   6.370000000       700.0000000       1943226.088      -237.4970487       1940945.179      -292.0923591      -516.2825235       1949078.988    
   6.380000000       300.0000000       1883960.581      -217.1255807       1880468.749      -163.6634228      -482.4713937       1889629.696    
   6.380000000       500.0000000       1883085.194      -229.4940212       1880362.086      -260.5705844      -485.6850799       1888606.852    
   6.380000000       700.0000000       1909016.534      -225.1249713       1907077.657      -286.5644954      -475.2592628       1914719.275    
   6.390000000       300.0000000       1831390.702      -246.2356399       1828760.207      -165.6875510      -447.5627840       1836539.354    
   6.390000000       500.0000000       1839321.058      -220.2139609       1837115.081      -257.1863410      -443.3322500       1844565.030    
   6.390000000       700.0000000       1875667.808      -212.5785511       1874098.820      -281.9113188      -433.9131644       1881226.811    
   6.400000000       300.0000000       1778310.350      -266.2167249       1776550.080      -188.0946866      -409.8287095       1782949.317    
   6.400000000       500.0000000       1796048.334      -210.1997886       1794382.762      -257.0397590      -400.9855039       1801019.671    
   6.400000000       700.0000000       1843544.928      -199.7811457       1842368.759      -278.0850768      -392.2783671       1848971.390    
   6.410000000       300.0000000       1724732.078      -269.4770368       1723803.857      -224.3061216      -368.2141808       1728890.391    
   6.410000000       500.0000000       1753789.802      -198.4244828       1752674.118      -259.4129938      -358.4478565       1758505.031    
   6.410000000       700.0000000       1813040.128      -186.6675727       1812274.766      -274.9720084      -350.3748401       1818350.261    
   6.420000000       300.0000000       1671372.011      -254.9056347       1671192.219      -266.1773559      -323.3046727       1675084.237    
   6.420000000       500.0000000       1713121.681      -184.2202052       1712553.787      -263.2030271      -315.5879464       1717608.960    
   6.420000000       700.0000000       1784567.956      -173.2124874       1784226.713      -272.4083535      -308.2164528       1789782.995    
   6.430000000       300.0000000       1619482.187      -227.2706425       1619933.299      -304.9390656      -278.0193859       1622786.860    
   6.430000000       500.0000000       1674670.570      -167.3641480       1674640.182      -267.1584691      -272.3216242       1678969.595    
   6.430000000       700.0000000       1758559.193      -159.4514915       1758651.183      -270.2046754      -265.8177415       1763705.141    
   6.440000000       300.0000000       1570137.271      -192.7413256       1571088.897      -332.0140501      -235.8913099       1573084.536    
   6.440000000       500.0000000       1639107.195      -148.0649775       1639600.040      -270.1500879      -228.5765409       1643268.924    
   6.440000000       700.0000000       1735453.510      -145.4919445       1735984.238      -268.1731606      -223.1994945       1740560.625    
   6.450000000       300.0000000       1523840.824      -154.3805794       1525172.349      -340.7050640      -197.5066904       1526500.387    
   6.450000000       500.0000000       1607137.943      -126.8936053       1608140.198      -271.4136217      -184.2676038       1611224.086    
   6.450000000       700.0000000       1715690.867      -131.5124702       1716662.816      -266.1518032      -180.3935029       1720792.866    
   6.460000000       300.0000000       1480953.321      -111.4236932       1482572.303      -328.0715555      -158.9262559       1483416.703    
   6.460000000       500.0000000       1579493.765      -104.7028784       1580996.096      -270.7049521      -139.3063351       1583575.840    
   6.460000000       700.0000000       1699701.704      -117.7518370       1701114.791      -264.0202015      -137.4467348       1704834.697    
   6.470000000       300.0000000       1442508.918      -62.58037286       1444365.774      -296.8110513      -114.6514077       1444889.324    
   6.470000000       500.0000000       1556912.953      -82.55262136       1558913.504      -268.3192675      -93.64324282       1561070.669    
   6.470000000       700.0000000       1687896.130      -104.4890456       1689747.930      -261.7039347      -94.42489263       1693097.280    
   6.480000000       300.0000000       1410516.637      -10.19340639       1412617.736      -256.7520326      -62.53358970       1412954.085    
   6.480000000       500.0000000       1540113.904      -61.62483394       1542619.653      -264.9544891      -47.31481126       1544432.571    
   6.480000000       700.0000000       1680652.499      -92.01719828       1682938.148      -259.1675997      -51.41506121       1685958.452    
   6.490000000       300.0000000       1387365.279       38.49355908       1389782.623      -223.1229236      -5.645977207       1390038.037    
   6.490000000       500.0000000       1529758.149      -43.10611181       1532784.208      -261.4468639     -0.4591047644       1534324.824    
   6.490000000       700.0000000       1678305.925      -80.61423169       1681017.680      -256.3997360      -8.527158290       1683751.065    
   6.500000000       300.0000000       1374853.084       74.50095045       1377725.094      -209.7831033       50.32729160       1377986.215    
   6.500000000       500.0000000       1526410.041      -28.03689663       1529976.724      -258.4604873       46.71468556       1531308.231    
   6.500000000       700.0000000       1681137.474      -70.51392806       1684263.934      -253.3950666       34.10582784       1686752.089    
   6.510000000       300.0000000       1373672.189       92.30789734       1377189.847      -221.3308296       101.2699231       1377530.232    
   6.510000000       500.0000000       1530502.555      -17.16022650       1534630.395      -256.2444807       93.98279105       1535805.587    
   6.510000000       700.0000000       1689364.752      -61.88065064       1692889.830      -250.1399702       76.32848213       1695173.264    
   6.520000000       300.0000000       1383666.811       92.22951056       1388042.302      -250.4301704       147.0991601       1388522.392    
   6.520000000       500.0000000       1542316.181      -10.81795759       1547019.452      -254.5545358       141.1486412       1548079.802    
   6.520000000       700.0000000       1703134.570      -54.79076783       1707036.339      -246.6056559       117.9640241       1709153.975    
   6.530000000       300.0000000       1404463.979       78.37842309       1409885.149      -282.3076385       191.4792091       1410543.350    
   6.530000000       500.0000000       1561972.058      -8.927509947       1567251.780      -252.7682243       188.0373678       1568227.354    
   6.530000000       700.0000000       1722518.121      -49.22268164       1726767.698      -242.7506009       158.8155590       1728756.818    
   6.540000000       300.0000000       1435847.181       55.70033823       1442429.245      -302.7116512       239.5011946       1443263.946    
   6.540000000       500.0000000       1589435.894      -11.03905307       1595273.481      -250.1385413       234.4418182       1596183.984    
   6.540000000       700.0000000       1747508.874      -45.05594377       1752069.515      -238.5305315       198.6677892       1753966.046    
   6.550000000       300.0000000       1477619.142       28.88522465       1485369.845      -304.0191381       294.6406452       1486317.830    
   6.550000000       500.0000000       1624528.428      -16.44391641       1630881.119      -246.0737061       280.0521567       1631738.424    
   6.550000000       700.0000000       1778023.122      -42.07852820       1782849.689      -233.9117862       237.2898856       1784688.766    
   6.560000000       300.0000000       1529233.322       1.955851311       1538044.125      -286.8266613       356.3170258       1538971.003    
   6.560000000       500.0000000       1666940.334      -24.29289066       1673739.222      -240.3307273       324.4159512       1674551.533    
   6.560000000       700.0000000       1813902.907      -40.00035394       1818941.834      -228.8831855       274.4402382       1820758.559    
   6.570000000       300.0000000       1589646.121      -22.97833656       1599310.803      -257.8823333       419.4355699       1600032.598    
   6.570000000       500.0000000       1716251.286      -33.68743748       1723402.231      -233.0588624       366.9630892       1724179.640    
   6.570000000       700.0000000       1854920.937      -38.47087189       1860110.752      -223.4626791       309.8732792       1861941.028    
   6.580000000       300.0000000       1657536.811      -46.69300845       1667786.537      -226.5160880       476.6697768       1668126.769    
   6.580000000       500.0000000       1771952.534      -43.72240155       1779339.713      -224.6962215       407.0963243       1780100.324    
   6.580000000       700.0000000       1900786.981      -37.09892701       1906059.383      -217.6974588       343.3476978       1907940.672    
   6.590000000       300.0000000       1731654.515      -71.76130236       1742193.050      -201.1596373       522.1008011       1742053.611    
   6.590000000       500.0000000       1833470.334      -53.48107403       1840961.778      -215.7765436       444.3116119       1841737.137    
   6.590000000       700.0000000       1951155.264      -35.47390598       1956436.687      -211.6588870       374.6345868       1958408.545    
   6.600000000       300.0000000       1811025.025      -99.91139591       1821552.693      -186.9782423       553.7612573       1820963.279    
   6.600000000       500.0000000       1900186.013      -62.00568089       1907640.307      -206.7265197       478.2923889       1908478.780    
   6.600000000       700.0000000       2005632.406      -33.18796669       2010845.967      -205.4354663       403.5238478       2012950.228    
   6.610000000       300.0000000       1895004.930      -130.2163324       1905231.038      -184.9609385       574.2751805       1904354.526    
   6.610000000       500.0000000       1971448.899      -68.27875542       1978722.263      -197.7267971       508.9293024       1979689.396    
   6.610000000       700.0000000       2063785.607      -29.85952733       2068853.273      -199.1275456       429.8277530       2071133.803    
   6.620000000       300.0000000       1983268.195      -159.2813963       1992920.704      -191.9331217       590.0876390       1992017.732    
   6.620000000       500.0000000       2046580.942      -71.24699792       2053534.026      -188.6817915       536.2486176       2054709.676    
   6.620000000       700.0000000       2125150.904      -25.15795511       2129995.736      -192.8464312       453.3817564       2132497.740    
   6.630000000       300.0000000       2075665.749      -182.2385322       2084506.960      -201.1067807       609.3176649       2083879.610    
   6.630000000       500.0000000       2124875.578      -69.90197008       2131379.461      -179.3061909       560.2754151       2132852.263    
   6.630000000       700.0000000       2189241.516      -18.82857551       2193789.813      -186.7185065       474.0439331       2196558.770    
   6.640000000       300.0000000       2171849.956      -193.4771035       2179696.242      -203.7237671       638.0082805       2179632.104    
   6.640000000       500.0000000       2205596.772      -63.41051307       2211537.763      -169.2989163       580.8941618       2213398.117    
   6.640000000       700.0000000       2255556.320      -10.71599893       2259739.555      -180.8926095       491.6951342       2262819.879    
   6.650000000       300.0000000       2270788.107      -187.7046685       2277520.448      -192.4189712       675.8505530       2278252.428    
   6.650000000       500.0000000       2287985.364      -51.27010557       2293268.338      -158.5468887       597.7818337       2295601.288    
   6.650000000       700.0000000       2323588.526     -0.7827447703       2327344.949      -175.5470806       506.2416067       2330778.541    
   6.660000000       300.0000000       2370576.606      -161.4452329       2376132.152      -165.0513944       714.4564901       2377820.566    
   6.660000000       500.0000000       2371277.290      -33.45391592       2375827.513      -147.2909230       610.4657292       2378706.703    
   6.660000000       700.0000000       2392834.435       10.88035078       2396110.283      -170.8921684       517.6204210       2399935.142    
   6.670000000       300.0000000       2468889.337      -113.8153744       2473242.239      -125.6860372       740.6067114       2475974.162    
   6.670000000       500.0000000       2454732.291      -10.50756816       2458495.827      -136.2007936       618.5024942       2461979.361    
   6.670000000       700.0000000       2462802.038       24.05513090       2465552.328      -167.1640880       525.8061027       2469801.343    
   6.680000000       300.0000000       2563859.485      -46.80041311       2567009.860      -81.32589023       742.9230372       2570803.804    
   6.680000000       500.0000000       2537665.114       16.43579500       2540608.046      -126.3400793       621.7096475       2544736.595    
   6.680000000       700.0000000       2533019.044       38.41046037       2535207.940      -164.6087907       530.8153086       2539907.982    
   6.690000000       300.0000000       2654760.216       33.80091032       2656738.384      -37.85460429       717.8815152       2661548.423    
   6.690000000       500.0000000       2619468.331       45.74396084       2621575.038      -119.0344054       620.3402877       2626372.112    
   6.690000000       700.0000000       2603039.923       53.52982888       2604640.727      -163.4559370       532.7061007       2609812.073    
   6.700000000       300.0000000       2742026.680       117.9720670       2742900.420      0.4802718101       672.3131619       2748627.617    
   6.700000000       500.0000000       2699619.381       75.48008277       2700890.055      -115.6708482       615.1013361       2706364.024    
   6.700000000       700.0000000       2672451.659       68.94968616       2673446.475      -163.8860896       531.5697931       2679102.557    
   6.710000000       300.0000000       2826640.119       193.6091781       2826509.312       27.90733693       621.5512929       2833031.712    
   6.710000000       500.0000000       2777672.931       103.6791322       2778120.574      -117.4532168       606.9764202       2784267.677    
