# Written by the BoltzWann module of the Wannier90 code.
# [Electrical conductivity in SI units, i.e. in 1/Ohm/m]
# Mu(eV) Temp(K) ElCond_xx ElCond_xy ElCond_yy ElCond_xz ElCond_yz ElCond_zz
   5.080000000       700.0000000       2575.779996     -0.5501852270       2572.153939      -3.156961723     -0.7499178465       2568.018752    
   5.090000000       300.0000000       2.081923223     -0.2139247640E-03   2.089045204     -0.1998091115E-02 -0.2694368512E-03   2.075349940    
   5.090000000       500.0000000       308.2791303     -0.4646369349E-01   308.5044280     -0.3840107149     -0.8118029691E-01   307.4572049    
   5.090000000       700.0000000       3038.422175     -0.6491922696       3034.137644      -3.724245044     -0.8848153342       3029.266725    
   5.100000000       300.0000000       3.065175296     -0.3149581634E-03   3.075660776     -0.2941759254E-02 -0.3966879783E-03   3.055497596    
   5.100000000       500.0000000       388.7493768     -0.5859538372E-01   389.0332474     -0.4842774643     -0.1023826307       387.7129548    
   5.100000000       700.0000000       3583.780821     -0.7659741363       3578.717280      -4.393051515      -1.043910291       3572.981815    
   5.110000000       300.0000000       4.512789407     -0.4637077881E-03   4.528226785     -0.4331104813E-02 -0.5840377354E-03   4.498541181    
   5.110000000       500.0000000       490.2042437     -0.7389263094E-01   490.5618223     -0.6107079201     -0.1291209645       488.8974200    
   5.110000000       700.0000000       4226.497232     -0.9037057414       4220.511714      -5.181388568      -1.231516393       4213.761150    
   5.120000000       300.0000000       6.644060173     -0.6827087749E-03   6.666787865     -0.6376609996E-02 -0.8598694443E-03   6.623082966    
   5.120000000       500.0000000       618.1038766     -0.9318023440E-01   618.5541542     -0.7701196218     -0.1628398582       616.4562174    
   5.120000000       700.0000000       4983.747143      -1.066122832       4976.669947      -6.110394719      -1.452705809       4968.728637    
   5.130000000       300.0000000       9.781831795     -0.1005138603E-02   9.815292271     -0.9388158714E-02 -0.1265970953E-02   9.750947913    
   5.130000000       500.0000000       779.3220086     -0.1174971920       779.8887819     -0.9711008843     -0.2053602782       777.2448003    
   5.130000000       700.0000000       5875.657449      -1.257618659       5867.286954      -7.204859501      -1.713438445       5857.950416    
   5.140000000       300.0000000       14.40137938     -0.1479842508E-02   14.45064019     -0.1382197540E-01 -0.1863864786E-02   14.35591071    
   5.140000000       500.0000000       982.5077396     -0.1481519116       983.2207763      -1.224467385     -0.2589773602       979.8892845    
   5.140000000       700.0000000       6925.783001      -1.483356397       6915.879416      -8.493820182      -2.020711590       6904.910204    
   5.150000000       300.0000000       21.20234851     -0.2178731354E-02   21.27486889     -0.2034972383E-01 -0.2744127187E-02   21.13540832    
   5.150000000       500.0000000       1238.537453     -0.1867914089       1239.433908      -1.543834507     -0.3265833763       1235.237176    
   5.150000000       700.0000000       8161.648863      -1.749399559       8149.926677      -10.01124280      -2.382732507       8137.049900    
   5.160000000       300.0000000       31.21461078     -0.3207671341E-02   31.32136931     -0.2996022199E-01 -0.4040106870E-02   31.11606156    
   5.160000000       500.0000000       1561.077888     -0.2354878923       1562.204006      -1.946333615     -0.4118222955       1556.918971    
   5.160000000       700.0000000       9615.362535      -2.062862802       9601.481355      -11.79679414      -2.809116599       9586.379928    
   5.170000000       300.0000000       45.95398320     -0.4722512199E-02   46.11113581     -0.4410915537E-01 -0.5948119495E-02   45.80890335    
   5.170000000       500.0000000       1967.285438     -0.2968468750       1968.698573      -2.453506628     -0.5192838748       1962.045628    
   5.170000000       700.0000000       11324.29903      -2.432085732       11307.85246      -13.89670953      -3.311113643       11290.16220    
   5.180000000       300.0000000       67.65120964     -0.6952675342E-02   67.88252577     -0.6493941100E-01 -0.8757172418E-02   67.43763835    
   5.180000000       500.0000000       2478.671063     -0.3741418100       2480.442017      -3.092420318     -0.6547471139       2472.071246    
   5.180000000       700.0000000       13331.85914      -2.866832364       13312.36122      -16.36475817      -3.901864273       13291.66604    
   5.190000000       300.0000000       99.58847613     -0.1023586068E-01   99.92891510     -0.9560528414E-01 -0.1289271236E-01   99.27409832    
   5.190000000       500.0000000       3122.164432     -0.4714811886       3124.380095      -3.897049705     -0.8254851786       3113.854470    
   5.190000000       700.0000000       15688.29727      -3.378518976       15665.16594      -19.26330278      -4.596688239       15640.99340    
   5.200000000       300.0000000       146.5935358     -0.1506909744E-01   147.0944895     -0.1407493954     -0.1898100129E-01   146.1308123    
   5.200000000       500.0000000       3931.414404     -0.5940150449       3934.180582      -4.909988172      -1.040646599       3920.955669    
   5.200000000       700.0000000       18451.60989      -3.980472961       18424.14676      -22.66444329      -5.413404836       18395.96450    
   5.210000000       300.0000000       215.7643440     -0.2218380112E-01   216.5013068     -0.2072039659     -0.2794382655E-01   215.0833656    
   5.210000000       500.0000000       4948.364657     -0.7481887733       4951.808893      -6.184549900      -1.311730676       4935.208615    
   5.210000000       700.0000000       21688.46801      -4.688225098       21655.83353      -26.65122381      -6.372684096       21623.04727    
   5.220000000       300.0000000       317.5297558     -0.3265604733E-01   318.6135112     -0.3050213815     -0.4113779791E-01   316.5277734    
   5.220000000       500.0000000       6225.141434     -0.9420529464       6229.415407      -7.787336399      -1.653178541       6208.603583    
   5.220000000       700.0000000       25475.16738      -5.519837231       25436.35051      -31.31886774      -7.498424606       25398.30433    
   5.230000000       300.0000000       467.1978697     -0.4806840986E-01   468.7907340     -0.4489873347     -0.6055914533E-01   465.7239909    
   5.230000000       500.0000000       7826.282464      -1.185638171       7831.563278      -9.801340824      -2.083105036       7805.510912    
   5.230000000       700.0000000       29898.55790      -6.496266781       29852.33888      -36.77598705      -8.818149882       29808.31915    
   5.240000000       300.0000000       687.2070240     -0.7074706608E-01   689.5462743     -0.6608396383     -0.8914469119E-01   685.0399191    
   5.240000000       500.0000000       9831.318434      -1.491403583       9837.807667      -12.32965774      -2.624200148       9805.256483    
   5.240000000       700.0000000       35056.89926      -7.641768740       35001.80404      -43.14568710      -10.36340967       34951.04833    
   5.250000000       300.0000000       1010.378629     -0.1041082101       1013.809960     -0.9725155718     -0.1312140056       1007.194219    
   5.250000000       500.0000000       12337.68622      -1.874765867       12345.60495      -15.49984578      -3.304831376       12305.02849    
   5.250000000       700.0000000       41060.57289      -8.984334895       40994.81760      -50.56645773      -12.17016503       40936.53036    
   5.260000000       300.0000000       1484.575766     -0.1531618368       1489.600349      -1.430891048     -0.1931189950       1479.900736    
   5.260000000       500.0000000       15463.90068      -2.354712196       15473.47788      -19.46894798      -4.160378753       15423.04268    
   5.260000000       700.0000000       48032.56360      -10.55616903       47953.98698      -59.19270505      -14.27912613       47887.36429    
   5.270000000       300.0000000       2179.286328     -0.2252386356       2186.625510      -2.104667778     -0.2841993306       2172.431992    
   5.270000000       500.0000000       19352.83379      -2.954494756       19364.28422      -24.42909694      -5.234829762       19301.81541    
   5.270000000       700.0000000       56108.60787      -12.39419597       56014.58966      -69.19473711      -16.73599910       55938.85523    
   5.280000000       300.0000000       3194.740135     -0.3310243314       3205.421235      -3.094318965     -0.4181929588       3184.709880    
   5.280000000       500.0000000       24174.84257      -3.702396876       24188.32913      -30.61350546      -6.582647792       24111.28697    
   5.280000000       700.0000000       65436.89368      -14.54060157       65324.25667      -80.75797368      -19.59158318       65238.71193    
   5.290000000       300.0000000       4674.153055     -0.4859947811       4689.616710      -4.546315551     -0.6153370951       4659.515995    
   5.290000000       500.0000000       30130.35445      -4.632552885       30145.92825      -38.30245022      -8.270898163       30051.40479    
   5.290000000       700.0000000       76177.19261      -17.04339993       76042.08616      -94.08111009      -22.90164185       75946.17689    
   5.300000000       300.0000000       6819.399908     -0.7123142512       6841.621397      -6.673180255     -0.9055534024       6798.124812    
   5.300000000       500.0000000       37451.37393      -5.785800358       37468.88443      -47.82858542      -10.38155982       37353.63212    
   5.300000000       700.0000000       88499.31254      -19.95702372       88337.07548      -109.3729353      -26.72645393       88230.47732    
   5.310000000       300.0000000       9909.565707      -1.041116411       9941.166261      -9.781115494      -1.333416702       9878.815222    
   5.310000000       500.0000000       46401.25138      -7.210553553       46420.21802      -59.58057304      -13.01385563       46280.72396    
   5.310000000       700.0000000       102580.7825      -23.34293112       102385.7837      -126.8474951      -31.12993420       102268.5083    
   5.320000000       300.0000000       14320.03891      -1.514693977       14364.33594      -14.30666499      -1.966175308       14275.93806    
   5.320000000       500.0000000       57272.00553      -8.963724701       57291.44352      -74.00361679      -16.28628778       57124.06313    
   5.320000000       700.0000000       118603.7236      -27.27021877       118369.1789      -146.7173139      -36.17820258       118241.7013    
   5.330000000       300.0000000       20536.87363      -2.187305509       20597.78591      -20.86229737      -2.906954631       20474.29156    
   5.330000000       500.0000000       70378.58439      -11.11180177       70396.77959      -91.59511232      -20.33786693       70197.94063    
   5.330000000       700.0000000       136750.9193      -31.81621967       136468.6842      -169.1844581      -41.93748195       136332.0912    
   5.340000000       300.0000000       29157.63554      -3.122107506       29239.34206      -30.28644379      -4.315858483       29070.05288    
   5.340000000       500.0000000       86049.74444      -13.73232596       86063.97696      -112.8934112      -25.32780157       85830.45803    
   5.340000000       700.0000000       157201.1722      -37.06704542       156861.5102      -194.4293449      -48.47122207       156717.6667    
   5.350000000       300.0000000       40868.12575      -4.380968760       40974.41645      -43.68449180      -6.439761639       40747.68654    
   5.350000000       500.0000000       104615.7403      -16.91618121       104621.9618      -138.4578187      -31.43274008       104351.2398    
   5.350000000       700.0000000       180124.1125      -43.11799974       179715.4398      -222.5973872      -55.83638749       179567.1706    
   5.360000000       300.0000000       56388.19224      -6.005496620       56521.57382      -62.43400918      -9.643365047       56226.02790    
   5.360000000       500.0000000       126393.6766      -20.77124294       126386.1511      -168.8385560      -38.84064330       126076.8002    
   5.360000000       700.0000000       205674.6932      -50.07374147       205183.3006      -253.7838026      -64.07891380       205034.5807    
   5.370000000       300.0000000       76391.88112      -7.992785903       76552.66578      -88.11977195      -14.42014951       76178.72000    
   5.370000000       500.0000000       151672.0066      -25.42789888       151642.9255      -204.5365350      -47.74061035       151295.0409    
   5.370000000       700.0000000       233987.6546      -58.04801374       233397.4084      -288.0171981      -73.22842804       233253.5566    
   5.380000000       300.0000000       101423.1424      -10.27726644       101608.8125      -122.3843179      -21.35835761       101150.1058    
   5.380000000       500.0000000       180696.0399      -31.04657011       180635.1186      -245.9541957      -58.30848917       180250.7333    
   5.380000000       700.0000000       265172.2551      -67.16268988       264464.2785      -325.2428415      -83.29244109       264332.1459    
   5.390000000       300.0000000       131836.1798      -12.74225525       132041.2073      -166.7392382      -31.06685902       131495.5970    
   5.390000000       500.0000000       213656.2493      -37.82647909       213550.3031      -293.3399761      -70.68873078       213133.7686    
   5.390000000       700.0000000       299307.5400      -77.54583498       298459.8762      -365.3068174      -94.25034241       298348.0236    
   5.400000000       300.0000000       167780.2426      -15.30176168       167996.3621      -222.4339392      -44.10891189       167366.3439    
   5.400000000       500.0000000       250680.6089      -46.01357503       250513.0910      -346.7299784      -84.97347720       250071.4042    
   5.400000000       700.0000000       336438.3583      -89.32847147       335425.6195      -407.9424974      -106.0476481       335344.4756    
   5.410000000       300.0000000       209227.8682      -18.07766101       209444.6913      -290.4265805      -60.97711195       208737.2580    
   5.410000000       500.0000000       291831.2920      -55.90411803       291581.7634      -405.8912857      -101.1802014       291124.8340    
   5.410000000       700.0000000       376572.2556      -102.6397968       375365.2608      -452.7608921      -118.5910581       375327.2558    
   5.420000000       300.0000000       256028.8070      -21.60299015       256234.5416      -371.3324625      -82.06911992       255460.5680    
   5.420000000       500.0000000       337105.1116      -67.83965297       336748.6005      -470.2727674      -119.2294627       336289.4695    
   5.420000000       700.0000000       419677.2790      -117.6007515       418242.6901      -499.2464513      -131.7449506       418262.3585    
   5.430000000       300.0000000       307968.4986      -26.90493163       308150.3613      -465.1180209      -107.6178228       307323.7774    
   5.430000000       500.0000000       386436.3710      -82.18969497       385942.5731      -538.9712655      -138.9247279       385497.6005    
   5.430000000       700.0000000       465680.6608      -134.3160797       463980.6282      -546.7596933      -145.3299708       464074.6757    
   5.440000000       300.0000000       364816.7284      -35.42323202       364960.7135      -570.5032623      -137.6171822       364097.9655    
   5.440000000       500.0000000       439700.5043      -99.32068617       439032.7804      -610.7226698      -159.9368650       438621.8229    
   5.440000000       700.0000000       514468.2986      -152.8653279       512460.1386      -594.5476504      -159.1243276       512647.4661    
   5.450000000       300.0000000       426358.0076      -48.86421815       426448.0465      -684.4679456      -171.7672487       425568.3133    
   5.450000000       500.0000000       496717.0551      -119.5533327       495831.1906      -683.9263468      -181.7967248       495477.7815    
   5.450000000       700.0000000       565884.9467      -173.2935427       563520.8791      -641.7625259      -172.8682930       563822.5575    
   5.460000000       300.0000000       492396.1605      -68.98587960       492412.7744      -802.4223676      -209.3212742       491538.9626    
   5.460000000       500.0000000       557251.0722      -143.1144917       556093.7856      -756.7061835      -203.8997889       555825.3153    
   5.460000000       700.0000000       619735.0562      -195.6026605       616962.0471      -687.4882198      -186.2721850       617401.2341    
   5.470000000       300.0000000       562733.4626      -97.12865651       562651.6304      -919.1007898      -248.8040290       561811.6626    
   5.470000000       500.0000000       621012.7537      -170.0931395       619519.9673      -827.0034371      -225.5263755       619367.8490    
   5.470000000       700.0000000       675784.2547      -219.7446781       672544.0196      -730.7736074      -199.0278143       673145.8061    
   5.480000000       300.0000000       637136.5837      -133.5313311       636922.5219      -1029.529740      -287.9213997       636150.2066    
   5.480000000       500.0000000       687655.9515      -200.4108766       685750.8855      -892.6895902      -245.8785319       685750.6794    
   5.480000000       700.0000000       733761.5011      -245.6175909       729990.7425      -770.6707611      -210.8230212       730781.9178    
   5.490000000       300.0000000       715292.2792      -176.9980485       714899.0846      -1129.444355      -324.0230505       714234.2215    
   5.490000000       500.0000000       756776.8153      -233.8142295       754368.0286      -951.6852650      -264.1306955       754559.4876    
   5.490000000       700.0000000       793361.9957      -273.0648114       788992.9596      -806.2758059      -221.3585684       790001.6804    
   5.500000000       300.0000000       796742.6100      -225.4764512       796104.2243      -1215.187036      -354.9045492       795592.6250    
   5.500000000       500.0000000       827914.2229      -269.8889332       824893.8199      -1002.074375      -279.4874901       825320.8116    
   5.500000000       700.0000000       854250.9259      -301.8783961       849212.3750      -836.7698313      -230.3663483       850467.7246    
   5.510000000       300.0000000       880818.2502      -277.1629159       879840.4407      -1283.482680      -379.1812383       879535.1368    
   5.510000000       500.0000000       900553.5689      -308.0887788       896795.9240      -1042.207983      -291.2412839       897506.1602    
   5.510000000       700.0000000       916068.1016      -331.8060199       910286.8025      -861.4572435      -237.6276563       911818.2278    
   5.520000000       300.0000000       966633.0021      -331.0192909       965180.4760      -1331.356329      -395.8093619       965144.3526    
   5.520000000       500.0000000       974134.8660      -347.7683192       969496.3757      -1070.795814      -298.8248543       970540.8575    
   5.520000000       700.0000000       978433.4654      -362.5613252       971836.2779      -879.7990884      -242.9901891       973672.8975    
   5.530000000       300.0000000       1053176.643      -386.4222604       1051056.567      -1356.292298      -403.4218108       1051365.152    
   5.530000000       500.0000000       1048065.102      -388.2120174       1042385.654      -1086.983106      -301.8578057       1043817.712    
   5.530000000       700.0000000       1040953.381      -393.8370687       1033470.005      -891.4391693      -246.3824459       1035639.788    
   5.540000000       300.0000000       1139437.266      -442.7931407       1136380.205      -1356.657360      -400.5522169       1137123.439    
   5.540000000       500.0000000       1121733.820      -428.6601685       1114840.803      -1090.407348      -300.1858346       1116714.602    
   5.540000000       700.0000000       1103227.505      -425.3203450       1094793.889      -896.2211992      -247.8243036       1097322.722    
   5.550000000       300.0000000       1224445.257      -499.3919921       1220085.856      -1332.332725      -386.6634076       1221368.950    
   5.550000000       500.0000000       1194530.335      -468.3395773       1186246.064      -1081.226631      -293.9096856       1188614.442    
   5.550000000       700.0000000       1164855.988      -456.7089801       1155418.318      -894.1957811      -247.4327086       1158328.982    
   5.560000000       300.0000000       1307253.993      -554.5950403       1301117.173      -1285.236243      -362.7299568       1303060.841    
   5.560000000       500.0000000       1265860.990      -506.5104684       1256014.210      -1060.111989      -283.3996337       1258925.801    
   5.560000000       700.0000000       1225446.680      -487.7278926       1214965.773      -885.6166751      -245.4216389       1218276.891    
   5.570000000       300.0000000       1386969.669      -605.0695067       1378473.287      -1219.118741      -330.6281572       1381211.719    
   5.570000000       500.0000000       1335165.004      -542.5375653       1323606.661      -1028.201780      -269.2942840       1327102.332    
   5.570000000       700.0000000       1284622.043      -518.1438071       1273077.836      -870.9265561      -242.0957632       1276802.857    
   5.580000000       300.0000000       1462845.617      -646.2733887       1451335.728      -1138.468618      -291.8799802       1455007.943    
   5.580000000       500.0000000       1401927.653      -575.9818224       1388550.183      -987.0246507      -252.4866012       1392659.017    
   5.580000000       700.0000000       1342025.474      -547.7763059       1329421.201      -850.7331946      -237.8375430       1333567.510    
   5.590000000       300.0000000       1534343.711      -674.4986648       1519180.988      -1047.345126      -247.0083058       1523910.610    
   5.590000000       500.0000000       1465689.789      -606.6935221       1450447.911      -938.4038945      -234.0992179       1455183.208    
   5.590000000       700.0000000       1397326.827      -576.5030287       1383692.385      -825.7776117      -233.0879247       1388260.642    
   5.600000000       300.0000000       1601113.544      -688.8568474       1581821.588      -949.1408633      -196.5574057       1587684.215    
   5.600000000       500.0000000       1526053.202      -634.8757417       1508982.862      -884.3557599      -215.4430139       1514338.841    
   5.600000000       700.0000000       1450226.995      -604.2571161       1435620.992      -796.8961983      -228.3212972       1440604.793    
   5.610000000       300.0000000       1662921.499      -691.6910671       1639377.868      -847.2560234      -143.3686949       1646364.671    
   5.610000000       500.0000000       1582682.083      -661.0874298       1563913.256      -826.9880333      -197.9442545       1569863.265    
   5.610000000       700.0000000       1500461.525      -631.0158586       1484971.557      -764.9790448      -224.0160811       1490357.493    
   5.620000000       300.0000000       1719577.594      -687.8524323       1692178.510      -745.6834523      -93.90088174       1700174.193    
   5.620000000       500.0000000       1635301.356      -686.1686927       1615060.585      -768.3983681      -183.0276308       1621557.472    
   5.620000000       700.0000000       1547803.321      -656.7809138       1531544.193      -730.9268375      -220.6231319       1537312.351    
   5.630000000       300.0000000       1770924.584      -684.1254212       1740622.394      -648.9460645      -56.63946538       1749414.858    
   5.630000000       500.0000000       1683692.777      -711.0919592       1662292.871      -710.5699982      -171.9608062       1669271.796    
   5.630000000       700.0000000       1592064.575      -681.5521108       1575174.413      -695.6086866      -218.5349025       1581299.318    
   5.640000000       300.0000000       1816921.536      -688.4169312       1785073.978      -561.7306338      -38.27657509       1794396.864    
   5.640000000       500.0000000       1727689.512      -736.7646540       1705506.716      -655.2671824      -165.6920186       1712890.100    
   5.640000000       700.0000000       1633098.112      -705.2983612       1615732.623      -659.8231694      -218.0587411       1622184.540    
   5.650000000       300.0000000       1857708.191      -707.4939264       1825786.525      -488.2047771      -40.64826930       1835374.427    
   5.650000000       500.0000000       1767170.031      -763.8263286       1744612.154      -603.9407615      -164.7277002       1752315.976    
   5.650000000       700.0000000       1670798.383      -727.9301036       1653123.738      -624.2646469      -219.3975224       1659870.255    
   5.660000000       300.0000000       1893481.568      -744.1526863       1862771.409      -430.6964404      -60.58744598       1872400.817    
   5.660000000       500.0000000       1802052.771      -792.4899001       1779524.090      -557.6599262      -169.0885930       1787464.476    
   5.660000000       700.0000000       1705102.293      -749.2777276       1687287.340      -589.4964913      -222.6399234       1694295.082    
   5.670000000       300.0000000       1924236.992      -796.1655759       1895651.804      -388.6367108      -92.09284072       1905155.696    
   5.670000000       500.0000000       1832293.723      -822.4670044       1810162.963      -517.0843582      -178.3536711       1818262.110    
   5.670000000       700.0000000       1735990.019      -769.0794912       1718198.591      -555.9322385      -227.7612078       1725434.919    
   5.680000000       300.0000000       1949651.489      -857.6557332       1923690.693      -359.3137738      -129.2488846       1932955.318    
   5.680000000       500.0000000       1857888.785      -852.9916840       1836465.125      -482.4797839      -191.7689275       1844655.912    
   5.680000000       700.0000000       1763485.868      -786.9808161       1745869.895      -523.8249242      -234.6337521       1753304.466    
   5.690000000       300.0000000       1969257.850      -921.5391295       1946067.137      -340.0248995      -168.5797500       1955025.264    
   5.690000000       500.0000000       1878881.107      -882.9245441       1858400.608      -453.7647336      -208.3815838       1866629.655    
   5.690000000       700.0000000       1787659.122      -802.5449742       1770353.101      -493.2641682      -243.0451582       1777959.173    
   5.700000000       300.0000000       1982751.240      -981.7118548       1962226.023      -329.3015717      -209.0611236       1970850.714    
   5.700000000       500.0000000       1895371.393      -910.8956550       1875993.682      -430.5662418      -227.1665064       1884222.913    
   5.700000000       700.0000000       1808624.698      -815.2735903       1791741.845      -464.1801058      -252.7209443       1799497.250    
   5.710000000       300.0000000       1990184.481      -1034.537114       1972075.898      -326.4912852      -249.5295193       1980370.930    
   5.710000000       500.0000000       1907528.008      -935.4392899       1889341.122      -412.2634157      -247.1314100       1897548.076    
   5.710000000       700.0000000       1826543.368      -824.6344594       1810173.544      -436.3531674      -263.3485766       1818061.302    
   5.720000000       300.0000000       1991928.952      -1079.435178       1975930.605      -331.3532373      -286.6441488       1983919.247    
   5.720000000       500.0000000       1915594.358      -955.0884989       1898624.815      -398.0082813      -267.4025161       1906802.009    
   5.720000000       700.0000000       1841621.263      -830.0939960       1825830.555      -409.4289528      -274.5999092       1833839.120    
   5.730000000       300.0000000       1988439.858      -1117.877050       1974244.463      -344.1696412      -316.1203069       1981965.197    
   5.730000000       500.0000000       1919892.892      -968.4255321       1904118.133      -386.7266135      -287.2903868       1912271.714    
   5.730000000       700.0000000       1854108.388      -831.1519904       1838940.074      -382.9378835      -286.1498120       1847063.231    
   5.740000000       300.0000000       1980054.911      -1150.506124       1967380.261      -364.9752270      -335.8197119       1974891.787    
   5.740000000       500.0000000       1920826.407      -974.1121448       1906187.366      -377.1123114      -306.3218175       1914335.205    
   5.740000000       700.0000000       1864295.893      -827.3768365       1849772.477      -356.3197313      -297.6897560       1858008.931    
   5.750000000       300.0000000       1967074.972      -1174.338055       1955669.009      -391.9429893      -347.9157200       1963055.999    
   5.750000000       500.0000000       1918877.044      -970.9367586       1905289.484      -367.6340303      -324.2166084       1913458.790    
   5.750000000       700.0000000       1872511.974      -818.4396487       1858637.914      -328.9532910      -308.9362980       1866990.641    
   5.760000000       300.0000000       1950049.182      -1182.711530       1939687.249      -420.9584209      -358.9655394       1947057.642    
   5.760000000       500.0000000       1914601.889      -957.9040422       1901965.889      -356.5699888      -340.8030203       1910190.417    
   5.760000000       700.0000000       1879116.294      -804.1455495       1865881.133      -300.1912746      -319.6355392       1874356.534    
   5.770000000       300.0000000       1929936.672      -1168.170968       1920417.614      -447.1809138      -376.9731266       1927888.733    
   5.770000000       500.0000000       1908622.897      -934.3617011       1896830.442      -342.0775446      -355.8999869       1905147.467    
   5.770000000       700.0000000       1884492.996      -784.4600238       1871874.613      -269.3999463      -329.5654165       1880481.569    
   5.780000000       300.0000000       1908044.001      -1126.289388       1899185.105      -466.6753185      -405.3322475       1906862.201    
   5.780000000       500.0000000       1901609.365      -900.1281468       1890550.306      -322.2951679      -369.2255842       1898997.613    
   5.780000000       700.0000000       1889042.484      -759.5279420       1877010.288      -236.0021760      -338.5377705       1885759.163    
   5.790000000       300.0000000       1885915.881      -1058.164811       1877547.524      -475.9585923      -438.0285663       1885506.647    
   5.790000000       500.0000000       1894253.363      -855.5743722       1883820.107      -295.4723580      -380.3914981       1892433.303    
   5.790000000       700.0000000       1893172.302      -729.6829752       1881690.211      -199.5216114      -346.4013930       1890591.891    
   5.800000000       300.0000000       1865193.754      -969.7235091       1857157.565      -470.2253466      -462.4998607       1865446.619    
   5.800000000       500.0000000       1887241.337      -801.6316265       1877332.616      -260.1256729      -389.0005474       1886142.973    
   5.800000000       700.0000000       1897287.543      -695.4457781       1886316.678      -159.6247327      -353.0459286       1895381.692    
   5.810000000       300.0000000       1847254.972      -867.9454639       1839406.626      -442.8876220      -469.2369305       1848061.466    
   5.810000000       500.0000000       1881227.200      -739.7313022       1871751.166      -215.2161211      -394.8007431       1880784.073    
   5.810000000       700.0000000       1901781.289      -657.5103379       1891282.304      -116.1568656      -358.4052056       1900520.081    
   5.820000000       300.0000000       1832774.003      -757.1648222       1824987.942      -386.9640991      -458.5267460       1834041.441    
   5.820000000       500.0000000       1876812.203      -671.7106380       1867688.951      -160.3271689      -397.8100925       1876962.926    
   5.820000000       700.0000000       1907025.508      -616.7189476       1896960.541      -69.16808161      -362.4579813       1906378.832    
   5.830000000       300.0000000       1821747.228      -638.6722942       1813922.350      -297.1994242      -438.0639369       1823394.334    
