# Written by the BoltzWann module of the Wannier90 code.
# [Seebeck coefficient in SI units, i.e. in V/K]
# Mu(eV) Temp(K) Seebeck_xx Seebeck_xy Seebeck_xz Seebeck_yx Seebeck_yy Seebeck_yz Seebeck_zx Seebeck_zy Seebeck_zz
   5.410000000       300.0000000     -0.1535828431E-03  0.6925764129E-08  0.3997985718E-07  0.6879873721E-08 -0.1533576574E-03  0.2217384692E-07  0.4020602760E-07  0.2234869045E-07 -0.1536777965E-03
   5.410000000       500.0000000     -0.1785090795E-03  0.1969105405E-07 -0.2221376285E-07  0.1960339821E-07 -0.1780145369E-03  0.1206153195E-08 -0.2243486109E-07  0.1368325051E-08 -0.1783844398E-03
   5.410000000       700.0000000     -0.1818806072E-03  0.1753772954E-07 -0.5116910531E-07  0.1742361064E-07 -0.1812755751E-03 -0.9465393004E-08 -0.5161306534E-07 -0.9313980040E-08 -0.1816465707E-03
   5.420000000       300.0000000     -0.1397613891E-03  0.1015187002E-07  0.3299322384E-07  0.1010744735E-07 -0.1395514634E-03  0.1998455611E-07  0.3319272644E-07  0.2015203931E-07 -0.1398470784E-03
   5.420000000       500.0000000     -0.1672935946E-03  0.2025312127E-07 -0.2749703496E-07  0.2016374137E-07 -0.1667877351E-03 -0.8156885853E-09 -0.2775594097E-07 -0.6541702161E-09 -0.1671509134E-03
   5.420000000       700.0000000     -0.1726963442E-03  0.1731963556E-07 -0.5345661937E-07  0.1720292023E-07 -0.1720868415E-03 -0.1040642720E-07 -0.5391875311E-07 -0.1025468551E-07 -0.1724536856E-03
   5.430000000       300.0000000     -0.1276667050E-03  0.1378453350E-07  0.2462139443E-07  0.1374100644E-07 -0.1274666332E-03  0.1744839906E-07  0.2478975991E-07  0.1761034080E-07 -0.1277416526E-03
   5.430000000       500.0000000     -0.1567712242E-03  0.2068017212E-07 -0.3299261446E-07  0.2058777785E-07 -0.1562509582E-03 -0.2972163657E-08 -0.3329257242E-07 -0.2810837797E-08 -0.1566083862E-03
   5.430000000       700.0000000     -0.1638553798E-03  0.1702632810E-07 -0.5570574031E-07  0.1690653833E-07 -0.1632413083E-03 -0.1134484312E-07 -0.5618609699E-07 -0.1119277777E-07 -0.1636040087E-03
   5.440000000       300.0000000     -0.1170781981E-03  0.1747009148E-07  0.1457181194E-07  0.1742680042E-07 -0.1168819682E-03  0.1448948936E-07  0.1470356710E-07  0.1464754182E-07 -0.1171406222E-03
   5.440000000       500.0000000     -0.1469008316E-03  0.2091629350E-07 -0.3858395198E-07  0.2081928397E-07 -0.1463629082E-03 -0.5231399983E-08 -0.3892792142E-07 -0.5069823856E-08 -0.1467156378E-03
   5.440000000       700.0000000     -0.1553501150E-03  0.1665152336E-07 -0.5787200075E-07  0.1652819897E-07 -0.1547316011E-03 -0.1226187838E-07 -0.5837026936E-07 -0.1210953867E-07 -0.1550901437E-03
   5.450000000       300.0000000     -0.1077737754E-03  0.2082765780E-07  0.3029923414E-08  0.2078377486E-07 -0.1075748610E-03  0.1102766193E-07  0.3119539925E-08  0.1118318525E-07 -0.1078215704E-03
   5.450000000       500.0000000     -0.1376350363E-03  0.2091372762E-07 -0.4413263797E-07  0.2081020156E-07 -0.1370761433E-03 -0.7551183265E-08 -0.4452314673E-07 -0.7388963098E-08 -0.1374252447E-03
   5.450000000       700.0000000     -0.1471708269E-03  0.1619177331E-07 -0.5990945147E-07  0.1606451063E-07 -0.1465482937E-03 -0.1313695043E-07 -0.6042490842E-07 -0.1298444033E-07 -0.1469026230E-03
   5.460000000       300.0000000     -0.9953771052E-04  0.2343977464E-07 -0.9291119894E-08  0.2339418008E-07 -0.9932898203E-04  0.6982883043E-08 -0.9248809607E-08  0.7136672709E-08 -0.9956805152E-04
   5.460000000       500.0000000     -0.1289231652E-03  0.2063990532E-07 -0.4948815534E-07  0.2052770540E-07 -0.1283400524E-03 -0.9879053301E-08 -0.4992714722E-07 -0.9715871717E-08 -0.1286865554E-03
   5.460000000       700.0000000     -0.1393062418E-03  0.1564700285E-07 -0.6177249051E-07  0.1551550249E-07 -0.1386804890E-03 -0.1394821637E-07 -0.6230395191E-07 -0.1379570455E-07 -0.1390304882E-03
   5.470000000       300.0000000     -0.9216832210E-04  0.2488571843E-07 -0.2143968848E-07  0.2483663230E-07 -0.9194182150E-04  0.2370218796E-08 -0.2144995051E-07  0.2522367348E-08 -0.9217707907E-04
   5.470000000       500.0000000     -0.1207140380E-03  0.2008270758E-07 -0.5450074131E-07  0.1995950637E-07 -0.1201036737E-03 -0.1215407894E-07 -0.5498942101E-07 -0.1198971868E-07 -0.1204485098E-03
   5.470000000       700.0000000     -0.1317441158E-03  0.1502077980E-07 -0.6341773867E-07  0.1488490221E-07 -0.1311164075E-03 -0.1467325956E-07 -0.6396351957E-07 -0.1452098834E-07 -0.1314618771E-03
   5.480000000       300.0000000     -0.8548343388E-04  0.2491325744E-07 -0.3261379817E-07  0.2485768497E-07 -0.8523016765E-04 -0.2579197036E-08 -0.3268278446E-07 -0.2428983669E-08 -0.8546476749E-04
   5.480000000       500.0000000     -0.1129584269E-03  0.1925244278E-07 -0.5903410606E-07  0.1911587388E-07 -0.1123181985E-03 -0.1431050727E-07 -0.5957277796E-07 -0.1414487285E-07 -0.1126621461E-03
   5.480000000       700.0000000     -0.1244717845E-03  0.1432027921E-07 -0.6480579052E-07  0.1418010644E-07 -0.1238439406E-03 -0.1528986203E-07 -0.6536367371E-07 -0.1513815489E-07 -0.1241845780E-03
   5.490000000       300.0000000     -0.7932149843E-04  0.2363980145E-07 -0.4235268522E-07  0.2357319075E-07 -0.7903119425E-04 -0.7439782063E-08 -0.4248784012E-07 -0.7291500316E-08 -0.7926777666E-04
   5.490000000       500.0000000     -0.1056110632E-03  0.1817966770E-07 -0.6297490697E-07  0.1802750048E-07 -0.1049390367E-03 -0.1628269197E-07 -0.6356279988E-07 -0.1611583215E-07 -0.1052826637E-03
   5.490000000       700.0000000     -0.1174766476E-03  0.1355595503E-07 -0.6590269551E-07  0.1341185554E-07 -0.1168511361E-03 -0.1577680889E-07 -0.6646991311E-07 -0.1562607604E-07 -0.1171865162E-03
   5.500000000       300.0000000     -0.7354516740E-04  0.2154050580E-07 -0.5049963235E-07  0.2145687399E-07 -0.7320589129E-04 -0.1180387929E-07 -0.5070955981E-07 -0.1165667452E-07 -0.7344705941E-04
   5.500000000       500.0000000     -0.9863207719E-04  0.1690932532E-07 -0.6623738507E-07  0.1673967760E-07 -0.9792733022E-04 -0.1800994759E-07 -0.6687245643E-07 -0.1784208177E-07 -0.9827093029E-04
   5.500000000       700.0000000     -0.1107465662E-03  0.1274097827E-07 -0.6668107735E-07  0.1259367122E-07 -0.1101265905E-03 -0.1611466898E-07 -0.6725430856E-07 -0.1596541048E-07 -0.1104561488E-03
   5.510000000       300.0000000     -0.6805325021E-04  0.1916143037E-07 -0.5708445615E-07  0.1905371319E-07 -0.6765108307E-04 -0.1550642023E-07 -0.5737853741E-07 -0.1535862019E-07 -0.6789981489E-04
   5.510000000       500.0000000     -0.9198778641E-04  0.1549317947E-07 -0.6876348203E-07  0.1530476272E-07 -0.9125082466E-04 -0.1943988929E-07 -0.6944220200E-07 -0.1927143859E-07 -0.9159434142E-04
   5.510000000       700.0000000     -0.1042701592E-03  0.1189052886E-07 -0.6712086378E-07  0.1174114292E-07 -0.1036597315E-03 -0.1628650843E-07 -0.6769625322E-07 -0.1613931421E-07 -0.1039827516E-03
   5.520000000       300.0000000     -0.6279208854E-04  0.1682947147E-07 -0.6221313504E-07  0.1668969871E-07 -0.6231122924E-04 -0.1862817031E-07 -0.6260104239E-07 -0.1847784274E-07 -0.6257085155E-04
   5.520000000       500.0000000     -0.8565080846E-04  0.1398325805E-07 -0.7052010724E-07  0.1377565341E-07 -0.8488406681E-04 -0.2052964206E-07 -0.7123723509E-07 -0.2036126290E-07 -0.8522700396E-04
   5.520000000       700.0000000     -0.9803699617E-04  0.1102102624E-07 -0.6720965583E-07  0.1087114704E-07 -0.9744098671E-04 -0.1627851490E-07 -0.6778285689E-07 -0.1613406108E-07 -0.9775659379E-04
   5.530000000       300.0000000     -0.5774925982E-04  0.1462191394E-07 -0.6596942720E-07  0.1444120163E-07 -0.5717277761E-04 -0.2126978335E-07 -0.6646024038E-07 -0.2111538209E-07 -0.5744654789E-04
   5.530000000       500.0000000     -0.7959958006E-04  0.1242845301E-07 -0.7149557338E-07  0.1220241893E-07 -0.7880798793E-04 -0.2124548456E-07 -0.7224395528E-07 -0.2107809853E-07 -0.7914931010E-04
   5.530000000       700.0000000     -0.9203769571E-04  0.1014935268E-07 -0.6694280030E-07  0.1000105213E-07 -0.9146184412E-04 -0.1608053353E-07 -0.6750904823E-07 -0.1593957430E-07 -0.9176900735E-04
   5.540000000       300.0000000     -0.5292884732E-04  0.1247825867E-07 -0.6834720867E-07  0.1224691050E-07 -0.5224024560E-04 -0.2336248402E-07 -0.6894768924E-07 -0.2320334211E-07 -0.5253086384E-04
   5.540000000       500.0000000     -0.7381746642E-04  0.1087493136E-07 -0.7169665456E-07  0.1063273909E-07 -0.7300902963E-04 -0.2156208330E-07 -0.7246708930E-07 -0.2139689513E-07 -0.7334706499E-04
   5.540000000       700.0000000     -0.8626394282E-04  0.9292075776E-08 -0.6632324064E-07  0.9147915109E-08 -0.8571481720E-04 -0.1568653194E-07 -0.6687745883E-07 -0.1554988645E-07 -0.8601236349E-04
   5.550000000       300.0000000     -0.4833153360E-04  0.1023062640E-07 -0.6926880438E-07  0.9938621919E-08 -0.4751745934E-04 -0.2473020144E-07 -0.6998078285E-07 -0.2456685846E-07 -0.4782663778E-04
   5.550000000       500.0000000     -0.6829168441E-04  0.9369402656E-08 -0.7114666188E-07  0.9115178362E-08 -0.6747799771E-04 -0.2146208147E-07 -0.7192789510E-07 -0.2130057714E-07 -0.6781036107E-04
   5.550000000       700.0000000     -0.8070844775E-04  0.8464630699E-08 -0.6536121393E-07  0.8327628940E-08 -0.8019333698E-04 -0.1509501619E-07 -0.6589815520E-07 -0.1496354998E-07 -0.8047997859E-04
   5.560000000       300.0000000     -0.4395657520E-04  0.7633724595E-08 -0.6870835250E-07  0.7272175606E-08 -0.4301112339E-04 -0.2529545229E-07 -0.6952582004E-07 -0.2512968776E-07 -0.4333896740E-04
   5.560000000       500.0000000     -0.6301221677E-04  0.7963117113E-08 -0.6988396915E-07  0.7703140017E-08 -0.6220877982E-04 -0.2093602910E-07 -0.7066288134E-07 -0.2077994906E-07 -0.6253234152E-04
   5.560000000       700.0000000     -0.7536486807E-04  0.7680401126E-08 -0.6407384676E-07  0.7553961005E-08 -0.7489159552E-04 -0.1430941210E-07 -0.6458826784E-07 -0.1418401291E-07 -0.7516597348E-04
   5.570000000       300.0000000     -0.3981195577E-04  0.4550709227E-08 -0.6681772584E-07  0.4115343589E-08 -0.3874281317E-04 -0.2517762185E-07 -0.6772442027E-07 -0.2501210336E-07 -0.3908667881E-04
   5.570000000       500.0000000     -0.5797081306E-04  0.6713944409E-08 -0.6796011299E-07  0.6456813063E-08 -0.5719698754E-04 -0.1998243493E-07 -0.6872215542E-07 -0.1983372118E-07 -0.5750791929E-04
   5.570000000       700.0000000     -0.7022771632E-04  0.6949653038E-08 -0.6248468841E-07  0.6837438419E-08 -0.6980436929E-04 -0.1333840784E-07 -0.6297155171E-07 -0.1321995613E-07 -0.7006511299E-04
   5.580000000       300.0000000     -0.3591215473E-04  0.1169765485E-08 -0.6391199394E-07  0.6668063009E-09 -0.3474810990E-04 -0.2458251590E-07 -0.6487990896E-07 -0.2442038097E-07 -0.3510099111E-04
   5.580000000       500.0000000     -0.5316012478E-04  0.5684224472E-08 -0.6543710924E-07  0.5440773443E-08 -0.5243856094E-04 -0.1860835205E-07 -0.6616701328E-07 -0.1846906977E-07 -0.5273248955E-04
   5.580000000       700.0000000     -0.6529227297E-04  0.6278329144E-08 -0.6062320838E-07  0.6184092308E-08 -0.6492685155E-04 -0.1219622573E-07 -0.6107789994E-07 -0.1208556068E-07 -0.6517265316E-04
   5.590000000       300.0000000     -0.3226609789E-04 -0.1990964037E-08 -0.6031222095E-07 -0.2538398829E-08 -0.3106395906E-04 -0.2356557476E-07 -0.6130134776E-07 -0.2341051548E-07 -0.3141311707E-04
   5.590000000       500.0000000     -0.4857302131E-04  0.4933446896E-08 -0.6238454656E-07  0.4716294899E-08 -0.4792842303E-04 -0.1683160447E-07 -0.6306728437E-07 -0.1670383825E-07 -0.4820071249E-04
   5.590000000       700.0000000     -0.6055452078E-04  0.5666790889E-08 -0.5852427437E-07  0.5594154346E-08 -0.6025452195E-04 -0.1090275733E-07 -0.5894282242E-07 -0.1080063975E-07 -0.6048422186E-04
   5.600000000       300.0000000     -0.2886924479E-04 -0.4312774766E-08 -0.5619183344E-07 -0.4861649399E-08 -0.2771602439E-04 -0.2186537271E-07 -0.5715212847E-07 -0.2172233971E-07 -0.2804309431E-04
   5.600000000       500.0000000     -0.4420213831E-04  0.4506833409E-08 -0.5887756292E-07  0.4329492168E-08 -0.4365934643E-04 -0.1468541398E-07 -0.5949947668E-07 -0.1457113768E-07 -0.4390550285E-04
   5.600000000       700.0000000     -0.5601111224E-04  0.5108675411E-08 -0.5622761285E-07  0.5060880827E-08 -0.5578307858E-04 -0.9483463821E-08 -0.5660688775E-07 -0.9390538001E-08 -0.5599575549E-04
   5.610000000       300.0000000     -0.2570430918E-04 -0.5313582551E-08 -0.5156338186E-07 -0.5804613715E-08 -0.2470910847E-04 -0.1901495015E-07 -0.5244061812E-07 -0.1889062308E-07 -0.2499278277E-04
   5.610000000       500.0000000     -0.4003968133E-04  0.4422655619E-08 -0.5499648355E-07  0.4298229936E-08 -0.3962123216E-04 -0.1222446731E-07 -0.5554643652E-07 -0.1212539010E-07 -0.3983738904E-04
   5.610000000       700.0000000     -0.5165937721E-04  0.4590088335E-08 -0.5377723578E-07  0.4569733251E-08 -0.5150845110E-04 -0.7968929005E-08 -0.5411511127E-07 -0.7885686078E-08 -0.5170350841E-04
   5.620000000       300.0000000     -0.2274927122E-04 -0.4718025480E-08 -0.4638708032E-07 -0.5086274281E-08 -0.2202185593E-04 -0.1472509546E-07 -0.4713284399E-07 -0.1462693323E-07 -0.2224300802E-04
   5.620000000       500.0000000     -0.3607745676E-04  0.4661849193E-08 -0.5082789033E-07  0.4601489239E-08 -0.3580097331E-04 -0.9529369575E-08 -0.5129824866E-07 -0.9446771166E-08 -0.3598437822E-04
   5.620000000       700.0000000     -0.4749737272E-04  0.4089357423E-08 -0.5122080083E-07  0.4098146780E-08 -0.4742690416E-04 -0.6393971704E-08 -0.5151625851E-07 -0.6320717632E-08 -0.4760414342E-04
   5.630000000       300.0000000     -0.1998869599E-04 -0.2469476787E-08 -0.4067164988E-07 -0.2659267844E-08 -0.1960990421E-04 -0.9240597990E-08 -0.4125410183E-07 -0.9174400212E-08 -0.1975711255E-04
   5.630000000       500.0000000     -0.3230707711E-04  0.5163099555E-08 -0.4646589909E-07  0.5174480070E-08 -0.3218299530E-04 -0.6705699112E-08 -0.4685315247E-07 -0.6640280891E-08 -0.3233240115E-04
   5.630000000       700.0000000     -0.4352397241E-04  0.3577517733E-08 -0.4860886624E-07  0.3616059805E-08 -0.4353522803E-04 -0.4796287962E-08 -0.4886203060E-07 -0.4733119108E-08 -0.4369490060E-04
   5.640000000       300.0000000     -0.1741572714E-04  0.1162665799E-08 -0.3452870830E-07  0.1182740047E-08 -0.1741323752E-04 -0.3338694718E-08 -0.3493891092E-07 -0.3306190586E-08 -0.1748575690E-04
   5.640000000       500.0000000     -0.2872032070E-04  0.5825401703E-08 -0.4201207471E-07  0.5911549008E-08 -0.2875045887E-04 -0.3875584916E-08 -0.4231696270E-07 -0.3827370983E-08 -0.2886633667E-04
   5.640000000       700.0000000     -0.3973898783E-04  0.3019594483E-08 -0.4599401170E-07  0.3087268326E-08 -0.3983099957E-04 -0.3214691489E-08 -0.4620611105E-07 -0.3161480410E-08 -0.3997382975E-04
   5.650000000       300.0000000     -0.1501576736E-04  0.5511234404E-08 -0.2822481772E-07  0.5739074002E-08 -0.1535812323E-04  0.2043445685E-08 -0.2847609913E-07  0.2045263954E-08 -0.1536476713E-04
   5.650000000       500.0000000     -0.2530969008E-04  0.6518336808E-08 -0.3757292727E-07  0.6677072546E-08 -0.2548700239E-04 -0.1163187058E-08 -0.3780004541E-07 -0.1131502229E-08 -0.2557153562E-04
   5.650000000       700.0000000     -0.3614330870E-04  0.2376619812E-08 -0.4342982294E-07  0.2471533629E-08 -0.3631288376E-04 -0.1687125522E-08 -0.4360308054E-07 -0.1643518602E-08 -0.3644005972E-04
   5.660000000       300.0000000     -0.1274792137E-04  0.9689492611E-08 -0.2217040457E-07  0.1009112917E-07 -0.1335883981E-04  0.6232717068E-08 -0.2229195457E-07  0.6210252265E-08 -0.1331399327E-04
   5.660000000       500.0000000     -0.2206922660E-04  0.7098115521E-08 -0.3325511028E-07  0.7322242419E-08 -0.2237878731E-04  0.1321445805E-08 -0.3341209084E-07  0.1337914407E-08 -0.2243566376E-04
   5.660000000       700.0000000     -0.3273904376E-04  0.1608198607E-08 -0.4096976847E-07  0.1727246759E-08 -0.3298093584E-04 -0.2486927878E-09 -0.4110723690E-07 -0.2141200379E-09 -0.3309406875E-04
   5.670000000       300.0000000     -0.1055215635E-04  0.1293635431E-07 -0.1674980486E-07  0.1345784933E-07 -0.1133569065E-04  0.9027377337E-08 -0.1677727483E-07  0.8988091110E-08 -0.1125518138E-04
   5.670000000       500.0000000     -0.1899554212E-04  0.7425445273E-08 -0.2915976920E-07  0.7703612568E-08 -0.1941650017E-04  0.3494918224E-08 -0.2925622143E-07  0.3497993534E-08 -0.1945056196E-04
   5.670000000       700.0000000     -0.2952963911E-04  0.6753608200E-09 -0.3866601769E-07  0.8143741337E-09 -0.2983685956E-04  0.1070035795E-08 -0.3877137534E-07  0.1096339847E-08 -0.2993791436E-04
   5.680000000       300.0000000     -0.8382156176E-05  0.1485591173E-07 -0.1210804910E-07  0.1543882426E-07 -0.9246191573E-05  0.1065926064E-07 -0.1207455996E-07  0.1060952693E-07 -0.9144825446E-05
   5.680000000       500.0000000     -0.1608886596E-04  0.7380537478E-08 -0.2537822042E-07  0.7698561621E-08 -0.1659690605E-04  0.5306187977E-08 -0.2542464485E-07  0.5298042332E-08 -0.1661373659E-04
   5.680000000       700.0000000     -0.2651994766E-04 -0.4565744803E-09 -0.3656824561E-07 -0.3026021285E-09 -0.2688417827E-04  0.2244224279E-08 -0.3664557675E-07  0.2263190799E-08 -0.2697538248E-04
   5.690000000       300.0000000     -0.6232238278E-05  0.1544071321E-07 -0.8138827206E-08  0.1603431167E-07 -0.7102918048E-05  0.1153666224E-07 -0.8069730271E-08  0.1148088779E-07 -0.6993509710E-05
   5.690000000       500.0000000     -0.1335381106E-04  0.6871708427E-08 -0.2199070231E-07  0.7214046058E-08 -0.1392361848E-04  0.6735518006E-08 -0.2199755922E-07  0.6718512611E-08 -0.1392913650E-04
   5.690000000       700.0000000     -0.2371622351E-04 -0.1815344054E-08 -0.3472243758E-07 -0.1651977765E-08 -0.2412828336E-04  0.3255374206E-08 -0.3477601624E-07  0.3268064247E-08 -0.2421202135E-04
   5.700000000       300.0000000     -0.4135385702E-05  0.1496190883E-07 -0.4668180001E-08  0.1552948834E-07 -0.4961978727E-05  0.1188878255E-07 -0.4580423909E-08  0.1183022096E-07 -0.4854886355E-05
   5.700000000       500.0000000     -0.1079964072E-04  0.5836627595E-08 -0.1906848588E-07  0.6187720222E-08 -0.1140697405E-04  0.7789322642E-08 -0.1904552220E-07  0.7765868110E-08 -0.1140708020E-04
   5.700000000       700.0000000     -0.2112601797E-04 -0.3419418635E-08 -0.3316965617E-07 -0.3252480777E-08 -0.2157633673E-04  0.4091324253E-08 -0.3320375004E-07  0.4098889921E-08 -0.2165503681E-04
   5.710000000       300.0000000     -0.2138433463E-05  0.1381692157E-07 -0.1576539685E-08  0.1433683386E-07 -0.2891672641E-05  0.1164422969E-07 -0.1480438354E-08  0.1158633583E-07 -0.2794673514E-05
   5.710000000       500.0000000     -0.8440026967E-05  0.4238171757E-08 -0.1667803785E-07  0.4583479866E-08 -0.9063185262E-05  0.8493824036E-08 -0.1663389264E-07  0.8466268727E-08 -0.9063478086E-05
   5.710000000       700.0000000     -0.1875795981E-04 -0.5276039877E-08 -0.3194468381E-07 -0.5111310348E-08 -0.1923701668E-04  0.4745740453E-08 -0.3196338857E-07  0.4749385699E-08 -0.1931303784E-04
   5.720000000       300.0000000     -0.2739174030E-06  0.1233869168E-07  0.1210600056E-08  0.1280140771E-07 -0.9409775941E-06  0.1069906914E-07  0.1309406603E-08  0.1064569236E-07 -0.8600205153E-06
   5.720000000       500.0000000     -0.6292473820E-05  0.2058893548E-08 -0.1488501679E-07  0.2385564004E-08 -0.6913125180E-05  0.8888642622E-08 -0.1482706134E-07  0.8859188728E-08 -0.6918680275E-05
   5.720000000       700.0000000     -0.1662140946E-04 -0.7379583810E-08 -0.3107443117E-07 -0.7222522674E-08 -0.1712010883E-04  0.5217258877E-08 -0.3108153988E-07  0.5218201887E-08 -0.1719563254E-04
   5.730000000       300.0000000      0.1449744090E-05  0.1056597968E-07  0.3681624347E-08  0.1096855150E-07  0.8711822466E-06  0.9253742277E-08  0.3780329783E-08  0.9207974214E-08  0.9306087166E-06
   5.730000000       500.0000000     -0.4377587659E-05 -0.7014619540E-09 -0.1375583956E-07 -0.4042439063E-09 -0.4981055260E-05  0.9019443603E-08 -0.1369017642E-07  0.8990093217E-08 -0.4996247615E-05
   5.730000000       700.0000000     -0.1472598389E-04 -0.9710228489E-08 -0.3057602235E-07 -0.9565734875E-08 -0.1523595210E-04  0.5508484491E-08 -0.3057493001E-07  0.5507922815E-08 -0.1531288356E-04
   5.740000000       300.0000000      0.3027287801E-05  0.8130145311E-08  0.5628849677E-08  0.8470500635E-08  0.2534032548E-05  0.7857866763E-08  0.5725643993E-08  0.7820735580E-08  0.2566183047E-05
   5.740000000       500.0000000     -0.2718209899E-05 -0.4022486326E-08 -0.1335516672E-07 -0.3763350434E-08 -0.3293373294E-05  0.8928619505E-08 -0.1328670913E-07  0.8901157026E-08 -0.3321722769E-05
   5.740000000       700.0000000     -0.1308095743E-04 -0.1223298089E-07 -0.3045453993E-07 -0.1210519601E-07 -0.1359475685E-04  0.5625066652E-08 -0.3044818020E-07  0.5624145309E-08 -0.1367463939E-04
   5.750000000       300.0000000      0.4424103835E-05  0.4448447858E-08  0.6675445757E-08  0.4722471159E-08  0.4010590532E-05  0.7171779456E-08  0.6768309325E-08  0.7141765206E-08  0.4010148188E-05
   5.750000000       500.0000000     -0.1338231504E-05 -0.7853925536E-08 -0.1373872649E-07 -0.7639263477E-08 -0.1877206835E-05  0.8645204314E-08 -0.1367129756E-07  0.8621217631E-08 -0.1921238266E-05
   5.750000000       700.0000000     -0.1169455341E-04 -0.1489723173E-07 -0.3070052858E-07 -0.1478938968E-07 -0.1220581889E-04  0.5575054986E-08 -0.3069133885E-07  0.5574837045E-08 -0.1228976494E-04
   5.760000000       300.0000000      0.5569346090E-05 -0.8675873842E-09  0.6481488790E-08 -0.6652591126E-09  0.5229224064E-05  0.7581540989E-08  0.6568107785E-08  0.7555413964E-08  0.5192900054E-05
   5.760000000       500.0000000     -0.2608682150E-06 -0.1210452441E-07 -0.1494214096E-07 -0.1193846026E-07 -0.7586018630E-06  0.8178156875E-08 -0.1487855910E-07  0.8159084296E-08 -0.8197286613E-06
   5.760000000       700.0000000     -0.1057315472E-04 -0.1763710610E-07 -0.3128749712E-07 -0.1755143382E-07 -0.1107666266E-04  0.5368673407E-08 -0.3127740835E-07  0.5370112084E-08 -0.1116530444E-04
   5.770000000       300.0000000      0.6379377007E-05 -0.7687682060E-08  0.4894381495E-08 -0.7560781445E-08  0.6106371766E-05  0.8767752963E-08  0.4972795767E-08  0.8743089159E-08  0.6034453872E-05
   5.770000000       500.0000000      0.4936441904E-06 -0.1663459016E-07 -0.1696729779E-07 -0.1651896143E-07  0.3977687448E-07  0.7518122115E-08 -0.1690944275E-07  0.7505291732E-08 -0.3867597399E-07
   5.770000000       700.0000000     -0.9720476026E-05 -0.2037291120E-07 -0.3216979896E-07 -0.2031057813E-07 -0.1021215796E-04  0.5018527574E-08 -0.3216024783E-07  0.5022439014E-08 -0.1030562098E-04
   5.780000000       300.0000000      0.6781901451E-05 -0.1532266223E-07  0.1854781947E-08 -0.1527056346E-07  0.6570258170E-05  0.9587864150E-08  0.1924073082E-08  0.9566352182E-08  0.6467067949E-05
   5.780000000       500.0000000      0.9106717131E-06 -0.2125704158E-07 -0.1976803144E-07 -0.2119142042E-07  0.5012139453E-06  0.6649863520E-08 -0.1971690563E-07  0.6644481852E-08  0.4063912985E-06
   5.780000000       700.0000000     -0.9136754268E-05 -0.2301392128E-07 -0.3328137845E-07 -0.2297503903E-07 -0.9613666039E-05  0.4540104429E-08 -0.3327334055E-07  0.4547141100E-08 -0.9711567884E-05
   5.790000000       300.0000000      0.6730920531E-05 -0.2281000883E-07 -0.2791834661E-08 -0.2282676739E-07  0.6575215096E-05  0.8727192831E-08 -0.2731140988E-08  0.8715792276E-08  0.6447672316E-05
   5.790000000       500.0000000      0.9836051014E-06 -0.2574822957E-07 -0.2323696741E-07 -0.2573002532E-07  0.6173004672E-06  0.5571398289E-08 -0.2319277640E-07  0.5574460288E-08  0.5081783906E-06
   5.790000000       700.0000000     -0.8818022936E-05 -0.2546258813E-07 -0.3453591191E-07 -0.2544625983E-07 -0.9278278230E-05  0.3952287879E-08 -0.3452995498E-07  0.3962913811E-08 -0.9379754071E-05
   5.800000000       300.0000000      0.6231268058E-05 -0.2938244353E-07 -0.9251475272E-08 -0.2945822996E-07  0.6125706346E-05  0.5811695813E-08 -0.9197411262E-08  0.5819199984E-08  0.5980804492E-05
   5.800000000       500.0000000      0.7155086367E-06 -0.2986580907E-07 -0.2719623659E-07 -0.2989047639E-07  0.3895331733E-06  0.4310236524E-08 -0.2715851157E-07  0.4322370304E-08  0.2691521932E-06
   5.800000000       700.0000000     -0.8755535224E-05 -0.2762005860E-07 -0.3582881223E-07 -0.2762447630E-07 -0.9198209817E-05  0.3277572315E-08 -0.3582516803E-07  0.3292042802E-08 -0.9301964542E-05
   5.810000000       300.0000000      0.5361275137E-05 -0.3476546533E-07 -0.1748919443E-07 -0.3488933327E-07  0.5299038473E-05  0.1836719269E-08 -0.1743889628E-07  0.1867701361E-08  0.5142676426E-05
   5.810000000       500.0000000      0.1196278720E-06 -0.3336890895E-07 -0.3139638237E-07 -0.3343025893E-07 -0.1701937000E-06  0.2926822233E-08 -0.3136415678E-07  0.2948128741E-08 -0.2980234835E-06
   5.810000000       700.0000000     -0.8935392008E-05 -0.2939266535E-07 -0.3704137823E-07 -0.2941525148E-07 -0.9360402990E-05  0.2541748412E-08 -0.3704003002E-07  0.2560097582E-08 -0.9464788032E-05
   5.820000000       300.0000000      0.4242033400E-05 -0.3903983585E-07 -0.2698458382E-07 -0.3920153976E-07  0.4214841316E-05 -0.1654966141E-08 -0.2693518638E-07 -0.1603451972E-08  0.4053081671E-05
   5.820000000       500.0000000     -0.7811693947E-06 -0.3603696531E-07 -0.3552868560E-07 -0.3612755875E-07 -0.1040123306E-05  0.1501782216E-08 -0.3550072259E-07  0.1531751157E-08 -0.1171067171E-05
   5.820000000       700.0000000     -0.9338414330E-05 -0.3069887117E-07 -0.3804705098E-07 -0.3073645716E-07 -0.9746377935E-05  0.1773044276E-08 -0.3804783163E-07  0.1795083570E-08 -0.9849488741E-05
   5.830000000       300.0000000      0.2952169286E-05 -0.4223002308E-07 -0.3660357275E-07 -0.4241958066E-07  0.2949777229E-05 -0.3720541464E-08 -0.3655302046E-07 -0.3656974379E-08  0.2790348433E-05
