# Written by the BoltzWann module of the Wannier90 code.
# [Seebeck coefficient in SI units, i.e. in V/K]
# Mu(eV) Temp(K) Seebeck_xx Seebeck_xy Seebeck_xz Seebeck_yx Seebeck_yy Seebeck_yz Seebeck_zx Seebeck_zy Seebeck_zz
   5.830000000       500.0000000     -0.1955493837E-05 -0.3768668362E-07 -0.3925429385E-07 -0.3779828491E-07 -0.2189679331E-05  0.1127545675E-09 -0.3922934281E-07  0.1503153884E-09 -0.2319160780E-05
   5.830000000       700.0000000     -0.9940281892E-05 -0.3147600936E-07 -0.3871933181E-07 -0.3152504129E-07 -0.1033235411E-04  0.1000945479E-08 -0.3872202511E-07  0.1026274321E-08 -0.1043214211E-04
   5.840000000       300.0000000      0.1479108693E-05 -0.4402488815E-07 -0.4452291096E-07 -0.4423086956E-07  0.1488989793E-05 -0.4310020549E-08 -0.4447072875E-07 -0.4244208290E-08  0.1340665340E-05
   5.840000000       500.0000000     -0.3364439567E-05 -0.3818891260E-07 -0.4224790189E-07 -0.3831299019E-07 -0.3580398775E-05 -0.1188135943E-08 -0.4222494710E-07 -0.1144423646E-08 -0.3703912341E-05
   5.840000000       700.0000000     -0.1071194263E-04 -0.3168607964E-07 -0.3894051783E-07 -0.3174283777E-07 -0.1108964845E-04  0.2550779059E-09 -0.3894495437E-07  0.2831052092E-09 -0.1118403958E-04
   5.850000000       300.0000000     -0.2264947821E-06 -0.4383188907E-07 -0.4866975175E-07 -0.4404045238E-07 -0.2182941474E-06 -0.3767577742E-08 -0.4861772422E-07 -0.3708225248E-08 -0.3475038129E-06
   5.850000000       500.0000000     -0.4962242705E-05 -0.3748656014E-07 -0.4424549926E-07 -0.3761482023E-07 -0.5166531792E-05 -0.2386523611E-08 -0.4422395909E-07 -0.2338191939E-08 -0.5279966318E-05
   5.850000000       700.0000000     -0.1162028448E-04 -0.3131984389E-07 -0.3861015454E-07 -0.3138066067E-07 -0.1198534369E-04 -0.4354653440E-09 -0.3861629317E-07 -0.4054929344E-09 -0.1207235421E-04
   5.860000000       300.0000000     -0.2157306075E-05 -0.4105906647E-07 -0.4810844365E-07 -0.4125484910E-07 -0.2163704844E-05 -0.2434245123E-08 -0.4805993631E-07 -0.2388354933E-08 -0.2267328122E-05
   5.860000000       500.0000000     -0.6696945628E-05 -0.3561123733E-07 -0.4507923656E-07 -0.3573616172E-07 -0.6895690260E-05 -0.3503534386E-08 -0.4505908399E-07 -0.3451926712E-08 -0.6995628132E-05
   5.860000000       700.0000000     -0.1262904614E-04 -0.3039854685E-07 -0.3765211024E-07 -0.3046000700E-07 -0.1298320531E-04 -0.1042151436E-08 -0.3766009736E-07 -0.1011120257E-08 -0.1306104540E-04
   5.870000000       300.0000000     -0.4226828861E-05 -0.3546063664E-07 -0.4432897248E-07 -0.3562922897E-07 -0.4256919476E-05 -0.7751993854E-09 -0.4428617734E-07 -0.7466961344E-09 -0.4330222896E-05
   5.870000000       500.0000000     -0.8511715194E-05 -0.3269255705E-07 -0.4468414218E-07 -0.3280789007E-07 -0.8710212198E-05 -0.4579774532E-08 -0.4466594416E-07 -0.4525854426E-08 -0.8794160210E-05
   5.870000000       700.0000000     -0.1369992611E-04 -0.2897279971E-07 -0.3601947549E-07 -0.2903190695E-07 -0.1404480702E-04 -0.1536483572E-08 -0.3602967696E-07 -0.1505388114E-08 -0.1411196352E-04
   5.880000000       300.0000000     -0.6321365441E-05 -0.2744366046E-07 -0.4052974795E-07 -0.2757472683E-07 -0.6379271468E-05  0.3604990660E-09 -0.4049140097E-07  0.3736948911E-09 -0.6420809984E-05
   5.880000000       500.0000000     -0.1034720645E-04 -0.2895298627E-07 -0.4307433445E-07 -0.2905409724E-07 -0.1054963067E-04 -0.5649528844E-08 -0.4305923235E-07 -0.5593851974E-08 -0.1061613902E-04
   5.880000000       700.0000000     -0.1479382744E-04 -0.2711852110E-07 -0.3369698692E-07 -0.2717281901E-07 -0.1513080114E-04 -0.1889321478E-08 -0.3370999053E-07 -0.1859247246E-08 -0.1518609316E-04
   5.890000000       300.0000000     -0.8337008538E-05 -0.1815223424E-07 -0.3896589261E-07 -0.1824201788E-07 -0.8422823785E-05 -0.1081786080E-09 -0.3892884676E-07 -0.1003763147E-09 -0.8436372132E-05
   5.890000000       500.0000000     -0.1214479233E-04 -0.2468443747E-07 -0.4030420425E-07 -0.2476849108E-07 -0.1235404239E-04 -0.6711751063E-08 -0.4029386069E-07 -0.6654632623E-08 -0.1240268340E-04
   5.890000000       700.0000000     -0.1587215518E-04 -0.2493028897E-07 -0.3070117222E-07 -0.2497792865E-07 -0.1620224856E-04 -0.2070634843E-08 -0.3071776171E-07 -0.2042748383E-08 -0.1624485328E-04
   5.900000000       300.0000000     -0.1017051654E-04 -0.9112053173E-08 -0.3906663576E-07 -0.9163755199E-08 -0.1028202058E-04 -0.2918659073E-08 -0.3903026219E-07 -0.2900775611E-08 -0.1027559482E-04
   5.900000000       500.0000000     -0.1385000184E-04 -0.2020930657E-07 -0.3643912433E-07 -0.2027520897E-07 -0.1406768252E-04 -0.7706992129E-08 -0.3643563957E-07 -0.7648841023E-08 -0.1409889042E-04
   5.900000000       700.0000000     -0.1689807113E-04 -0.2251291891E-07 -0.2707871136E-07 -0.2255267241E-07 -0.1722190946E-04 -0.2050270321E-08 -0.2709981570E-07 -0.2025811849E-08 -0.1725135920E-04
   5.910000000       300.0000000     -0.1173139862E-04 -0.1585411624E-08 -0.3833031747E-07 -0.1606949078E-08 -0.1186552609E-04 -0.7970309841E-08 -0.3829912200E-07 -0.7927174599E-08 -0.1184737377E-04
   5.910000000       500.0000000     -0.1541533703E-04 -0.1583504046E-07 -0.3155189983E-07 -0.1588318132E-07 -0.1564184577E-04 -0.8510078080E-08 -0.3155767668E-07 -0.8451803086E-08 -0.1565665422E-04
   5.910000000       700.0000000     -0.1783761324E-04 -0.1997241910E-07 -0.2290352283E-07 -0.2000364423E-07 -0.1815539857E-04 -0.1800075991E-08 -0.2293014665E-07 -0.1780347182E-08 -0.1817155447E-04
   5.920000000       300.0000000     -0.1300352620E-04  0.3814137913E-08 -0.3474225363E-07  0.3813391657E-08 -0.1315752132E-04 -0.1429714595E-07 -0.3472464365E-07 -0.1421968367E-07 -0.1313339576E-04
   5.920000000       500.0000000     -0.1680180303E-04 -0.1181392166E-07 -0.2574176831E-07 -0.1184578035E-07 -0.1703647565E-04 -0.8945054620E-08 -0.2575930339E-07 -0.8888404291E-08 -0.1703621343E-04
   5.920000000       700.0000000     -0.1866060663E-04 -0.1740757235E-07 -0.1827288654E-07 -0.1743013977E-07 -0.1897212884E-04 -0.1297308455E-08 -0.1830602897E-07 -0.1283647478E-08 -0.1897513876E-04
   5.930000000       300.0000000     -0.1407044184E-04  0.6988153634E-08 -0.2808169520E-07  0.6999587303E-08 -0.1424238216E-04 -0.2035822127E-07 -0.2808714953E-07 -0.2024666778E-07 -0.1421672655E-04
   5.930000000       500.0000000     -0.1797898273E-04 -0.8317347035E-08 -0.1915825101E-07 -0.8335054941E-08 -0.1822025996E-04 -0.8821942950E-08 -0.1918985808E-07 -0.8769642637E-08 -0.1820626771E-04
   5.930000000       700.0000000     -0.1934132366E-04 -0.1490322677E-07 -0.1330268789E-07 -0.1491742319E-07 -0.1964599895E-04 -0.5287678562E-09 -0.1334325843E-07 -0.5225061760E-09 -0.1963624885E-04
   5.940000000       300.0000000     -0.1503123654E-04  0.8101766674E-08 -0.1930654101E-07  0.8118560463E-08 -0.1521940427E-04 -0.2433264550E-07 -0.1934342998E-07 -0.2419781702E-07 -0.1519704558E-04
   5.940000000       500.0000000     -0.1892416772E-04 -0.5428397602E-08 -0.1201243604E-07 -0.5434342071E-08 -0.1916976221E-04 -0.7986773521E-08 -0.1205994379E-07 -0.7942373997E-08 -0.1914318117E-04
   5.940000000       700.0000000     -0.1985888389E-04 -0.1252598894E-07 -0.8121774786E-08 -0.1253241095E-07 -0.2015581435E-04  0.5052721488E-09 -0.8170514881E-08  0.5028718042E-09 -0.2013388113E-04
   5.950000000       300.0000000     -0.1587573935E-04  0.7615596499E-08 -0.9350937297E-08  0.7633624293E-08 -0.1607739657E-04 -0.2449279698E-07 -0.9424673021E-08 -0.2435584949E-07 -0.1606119434E-04
   5.950000000       500.0000000     -0.1962147930E-04 -0.3151037802E-08 -0.4569155162E-08 -0.3147565745E-08 -0.1986854135E-04 -0.6370142664E-08 -0.4633644413E-08 -0.6337581891E-08 -0.1983021118E-04
   5.950000000       700.0000000     -0.2019741007E-04 -0.1032252654E-07 -0.2865516886E-08 -0.1032197753E-07 -0.2048545782E-04  0.1788398955E-08 -0.2922935496E-08  0.1776218142E-08 -0.2045206995E-04
   5.960000000       300.0000000     -0.1646484079E-04  0.6354331014E-08  0.1222400953E-08  0.6372770548E-08 -0.1667573245E-04 -0.1992787643E-07  0.1111387043E-08 -0.1981615414E-07 -0.1666190052E-04
   5.960000000       500.0000000     -0.2006163490E-04 -0.1430512331E-08  0.2876026897E-08 -0.1419753921E-08 -0.2030692495E-04 -0.4017507542E-08  0.2794385444E-08 -0.4000485634E-08 -0.2025740997E-04
   5.960000000       700.0000000     -0.2034597201E-04 -0.8320233116E-08  0.2331120853E-08 -0.8313632195E-08 -0.2062384154E-04  0.3287516830E-08  0.2264791304E-08  0.3264660114E-08 -0.2057985018E-04
   5.970000000       300.0000000     -0.1665957122E-04  0.5169056122E-08  0.1175079719E-07  0.5189420825E-08 -0.1687437383E-04 -0.1135034947E-07  0.1160786054E-07 -0.1128787662E-07 -0.1685221711E-04
   5.970000000       500.0000000     -0.2024215279E-04 -0.1775638027E-09  0.1002722078E-07 -0.1613616906E-09 -0.2048222784E-04 -0.1088401102E-08  0.9929192641E-08 -0.1089745269E-08 -0.2042195876E-04
   5.970000000       700.0000000     -0.2029835599E-04 -0.6529691574E-08  0.7340453602E-08 -0.6517999600E-08 -0.2056467897E-04  0.4954783870E-08  0.7265277309E-08  0.4920647989E-08 -0.2051103946E-04
   5.980000000       300.0000000     -0.1647011151E-04  0.4363692840E-08  0.2119745000E-07  0.4387307898E-08 -0.1668263838E-04 -0.1144194224E-08  0.2103198651E-07 -0.1141211736E-08 -0.1664137782E-04
   5.980000000       500.0000000     -0.2016710071E-04  0.7106944797E-09  0.1661909630E-07  0.7307884490E-09 -0.2039851475E-04  0.2177958330E-08  0.1650627454E-07  0.2156743726E-08 -0.2032798879E-04
   5.980000000       700.0000000     -0.2005270197E-04 -0.4948237958E-08  0.1204824516E-07 -0.4932402171E-08 -0.2030611913E-04  0.6731747191E-08  0.1196457880E-07  0.6686069069E-08 -0.2024387986E-04
   5.990000000       300.0000000     -0.1606265907E-04  0.3530909012E-08  0.2854083447E-07  0.3556813668E-08 -0.1626547094E-04  0.7720478293E-08  0.2836301289E-07  0.7671520945E-08 -0.1620226513E-04
   5.990000000       500.0000000     -0.1984569169E-04  0.1337308164E-08  0.2244272297E-07  0.1360010516E-08 -0.2006520154E-04  0.5519742489E-08  0.2231731918E-07  0.5478606486E-08 -0.1998515719E-04
   5.990000000       700.0000000     -0.1961105471E-04 -0.3563953522E-08  0.1635854868E-07 -0.3544869689E-08 -0.1985029018E-04  0.8554818788E-08  0.1626701608E-07  0.8497695201E-08 -0.1978058501E-04
   6.000000000       300.0000000     -0.1561414643E-04  0.2112087310E-08  0.3334641408E-07  0.2137237232E-08 -0.1579912989E-04  0.1321225844E-07  0.3316465302E-07  0.1313118878E-07 -0.1572019678E-04
   6.000000000       500.0000000     -0.1929000129E-04  0.1798300239E-08  0.2736161862E-07  0.1822573697E-08 -0.1949475966E-04  0.8711351102E-08  0.2722620615E-07  0.8651494763E-08 -0.1940626103E-04
   6.000000000       700.0000000     -0.1897887891E-04 -0.2359536433E-08  0.2019677804E-07 -0.2338025978E-08 -0.1920280308E-04  0.1036092652E-07  0.2009822896E-07  0.1029280439E-07 -0.1912684340E-04
   6.010000000       300.0000000     -0.1516344667E-04  0.2308321012E-09  0.3589977295E-07  0.2523567137E-09 -0.1532439300E-04  0.1512109815E-07  0.3572007524E-07  0.1502888009E-07 -0.1523815660E-04
   6.010000000       500.0000000     -0.1851293447E-04  0.2176827372E-08  0.3131488367E-07  0.2201861270E-08 -0.1870064427E-04  0.1160259570E-07  0.3117214639E-07  0.1152605209E-07 -0.1860506692E-04
   6.010000000       700.0000000     -0.1816458512E-04 -0.1315653906E-08  0.2351084066E-07 -0.1292452869E-08 -0.1837226308E-04  0.1209223332E-07  0.2340630048E-07  0.1201387553E-07 -0.1829132683E-04
   6.020000000       300.0000000     -0.1460081543E-04 -0.1095568785E-08  0.3684117861E-07 -0.1078256844E-08 -0.1473601489E-04  0.1479656313E-07  0.3666769554E-07  0.1470581400E-07 -0.1464564994E-04
   6.020000000       500.0000000     -0.1752751178E-04  0.2534681239E-08  0.3430755532E-07  0.2559862337E-08 -0.1769651623E-04  0.1412661477E-07  0.3416008292E-07  0.1403579007E-07 -0.1759547874E-04
   6.020000000       700.0000000     -0.1717909958E-04 -0.4135072727E-09  0.2627045909E-07 -0.3892639048E-09 -0.1736982349E-04  0.1369920112E-07  0.2616107583E-07  0.1361163658E-07 -0.1728524023E-04
   6.030000000       300.0000000     -0.1378801867E-04 -0.7606063310E-09  0.3678672743E-07 -0.7457919285E-09 -0.1389972295E-04  0.1412633358E-07  0.3662210427E-07  0.1403855795E-07 -0.1380276522E-04
   6.030000000       500.0000000     -0.1634763712E-04  0.2902546795E-08  0.3639191202E-07  0.2927412047E-08 -0.1649693546E-04  0.1627954554E-07  0.3624206647E-07  0.1617687897E-07 -0.1639222953E-04
   6.030000000       700.0000000     -0.1603549022E-04  0.3635438964E-09  0.2846505958E-07  0.3882659058E-09 -0.1620879532E-04  0.1514182024E-07  0.2835205381E-07  0.1504628777E-07 -0.1612192743E-04
   6.040000000       300.0000000     -0.1267583702E-04  0.1353541067E-08  0.3629012413E-07  0.1368082540E-08 -0.1276671632E-04  0.1451481888E-07  0.3613487622E-07  0.1442418190E-07 -0.1266108991E-04
   6.040000000       500.0000000     -0.1498956439E-04  0.3275464209E-08  0.3764562192E-07  0.3299642522E-08 -0.1511876632E-04  0.1808644960E-07  0.3749548235E-07  0.1797426122E-07 -0.1501230536E-04
   6.040000000       700.0000000     -0.1474863877E-04  0.1029330926E-08  0.3010075659E-07  0.1054046196E-08 -0.1490430426E-04  0.1638932158E-07  0.2998537781E-07  0.1628721564E-07 -0.1481652531E-04
   6.050000000       300.0000000     -0.1131322375E-04  0.4157439479E-08  0.3584076736E-07  0.4172707937E-08 -0.1138362768E-04  0.1630806079E-07  0.3569291873E-07  0.1620797039E-07 -0.1127259733E-04
   6.050000000       500.0000000     -0.1347303342E-04  0.3619484485E-08  0.3815278854E-07  0.3642646414E-08 -0.1358228049E-04  0.1957085353E-07  0.3800416413E-07  0.1945134970E-07 -0.1347605057E-04
   6.050000000       700.0000000     -0.1333493571E-04  0.1595084132E-08  0.3119698747E-07  0.1619378390E-08 -0.1347297252E-04  0.1741897687E-07  0.3108047859E-07  0.1731179960E-07 -0.1338564407E-04
   6.060000000       300.0000000     -0.9775619170E-05  0.6198903207E-08  0.3555247293E-07  0.6214320134E-08 -0.9824481992E-05  0.1878914884E-07  0.3540927274E-07  0.1867753302E-07 -0.9715374875E-05
   6.060000000       500.0000000     -0.1182152226E-04  0.3889247554E-08  0.3799245212E-07  0.3911079856E-08 -0.1191139954E-04  0.2073939134E-07  0.3784693577E-07  0.2061474019E-07 -0.1180739185E-04
   6.060000000       700.0000000     -0.1181197183E-04  0.2070233185E-08  0.3178326008E-07  0.2093756517E-08 -0.1193260039E-04  0.1821461883E-07  0.3166682997E-07  0.1810394003E-07 -0.1184704858E-04
   6.070000000       300.0000000     -0.8111508528E-05  0.6683288787E-08  0.3493505798E-07  0.6697528617E-08 -0.8139512072E-05  0.2077794970E-07  0.3479596785E-07  0.2065846692E-07 -0.8038501949E-05
   6.070000000       500.0000000     -0.1006171232E-04  0.4049184617E-08  0.3723618686E-07  0.4069393151E-08 -0.1013315503E-04  0.2158282566E-07  0.3709521360E-07  0.2145521822E-07 -0.1003328253E-04
   6.070000000       700.0000000     -0.1019820756E-04  0.2463426152E-08  0.3189630988E-07  0.2485887349E-08 -0.1030182863E-04  0.1876534105E-07  0.3178111266E-07  0.1865276514E-07 -0.1021932174E-04
   6.080000000       300.0000000     -0.6350400362E-05  0.5773883215E-08  0.3327313477E-07  0.5785868195E-08 -0.6361680433E-05  0.2153247789E-07  0.3314102181E-07  0.2141155664E-07 -0.6270610243E-05
   6.080000000       500.0000000     -0.8222578309E-05  0.4088877156E-08  0.3595252858E-07  0.4107207702E-08 -0.8276765904E-05  0.2208621843E-07  0.3581740886E-07  0.2195787706E-07 -0.8182789096E-05
   6.080000000       700.0000000     -0.8512611519E-05  0.2783382625E-08  0.3157778241E-07  0.2804544618E-08 -0.8599773509E-05  0.1906458880E-07  0.3146490195E-07  0.1895172690E-07 -0.8521501468E-05
   6.090000000       300.0000000     -0.4530738505E-05  0.4154290597E-08  0.3033815528E-07  0.4163594305E-08 -0.4531256579E-05  0.2124449045E-07  0.3021731409E-07  0.2112713197E-07 -0.4449227224E-05
   6.090000000       500.0000000     -0.6334440705E-05  0.4026971810E-08  0.3421281971E-07  0.4043232998E-08 -0.6372675847E-05  0.2223862258E-07  0.3408473923E-07  0.2211176794E-07 -0.6286161006E-05
   6.090000000       700.0000000     -0.6774269510E-05  0.3039294739E-08  0.3087241944E-07  0.3058970714E-08 -0.6845635319E-05  0.1910964461E-07  0.3076285732E-07  0.1899808995E-07 -0.6772691835E-05
   6.100000000       300.0000000     -0.2697970274E-05  0.2465822875E-08  0.2667437706E-07  0.2472495671E-08 -0.2692295264E-05  0.2068592603E-07  0.2656737193E-07  0.2057379952E-07 -0.2619108083E-05
   6.100000000       500.0000000     -0.4428099785E-05  0.3904347984E-08  0.3209306277E-07  0.3918424435E-08 -0.4451685654E-05  0.2203672568E-07  0.3197306293E-07  0.2191353564E-07 -0.4373999592E-05
   6.100000000       700.0000000     -0.5001971109E-05  0.3240663185E-08  0.2982666392E-07  0.3258712808E-08 -0.5058287570E-05  0.1890140265E-07  0.2972132981E-07  0.1879270783E-07 -0.4991654821E-05
   6.110000000       300.0000000     -0.8832993752E-06  0.1081202181E-08  0.2314599644E-07  0.1085496488E-08 -0.8729811045E-06  0.2037512462E-07  0.2305230397E-07  0.2026790301E-07 -0.8100565055E-06
   6.110000000       500.0000000     -0.2534003597E-05  0.3771471813E-08  0.2967003901E-07  0.3783323376E-08 -0.2544142521E-05  0.2148351287E-07  0.2955900130E-07  0.2136609592E-07 -0.2476471385E-05
   6.110000000       700.0000000     -0.3213785047E-05  0.3396639544E-08  0.2848760461E-07  0.3412964907E-08 -0.3255857432E-05  0.1844430441E-07  0.2838730820E-07  0.1833995954E-07 -0.3196392789E-05
   6.120000000       300.0000000      0.8906795809E-06  0.1828113072E-09  0.2021114811E-07  0.1851134151E-09  0.9059890879E-06  0.2007327341E-07  0.2012854750E-07  0.1997132234E-07  0.9576852414E-06
   6.120000000       500.0000000     -0.6813078065E-06  0.3675330985E-08  0.2701463137E-07  0.3684980061E-08 -0.6790380445E-06  0.2058692715E-07  0.2691327904E-07  0.2047730731E-07 -0.6224155933E-06
   6.120000000       700.0000000     -0.1426637825E-05  0.3515082305E-08  0.2690221895E-07  0.3529623444E-08 -0.1455311377E-05  0.1774632758E-07  0.2680766292E-07  0.1764773874E-07 -0.1403735103E-05
   6.130000000       300.0000000      0.2572862755E-05 -0.1285110200E-09  0.1765366490E-07 -0.1276549199E-09  0.2593318340E-05  0.1905167081E-07  0.1758069323E-07  0.1895768093E-07  0.2634840921E-05
   6.130000000       500.0000000      0.1103339396E-05  0.3649381118E-08  0.2418727141E-07  0.3656892500E-08  0.1117167210E-05  0.1936208946E-07  0.2409618422E-07  0.1926218331E-07  0.1161831598E-05
   6.130000000       700.0000000      0.3440855348E-06  0.3601590984E-08  0.2511689783E-07  0.3614321131E-08  0.3279358426E-06  0.1681894066E-07  0.2502867148E-07  0.1672740839E-07  0.3710532077E-06
   6.140000000       300.0000000      0.4065858083E-05  0.1694010915E-09  0.1498331749E-07  0.1694105777E-09  0.4090771436E-05  0.1682985753E-07  0.1492044756E-07  0.1674841946E-07  0.4123620897E-05
   6.140000000       500.0000000      0.2797333877E-05  0.3707745810E-08  0.2123840802E-07  0.3713203617E-08  0.2822050212E-05  0.1783593398E-07  0.2115803422E-07  0.1774750471E-07  0.2853952998E-05
   6.140000000       700.0000000      0.2084894815E-05  0.3658763372E-08  0.2317722451E-07  0.3669684327E-08  0.2080365882E-05  0.1567694703E-07  0.2309579779E-07  0.1559364488E-07  0.2114617647E-05
   6.150000000       300.0000000      0.5268884598E-05  0.9921974446E-09  0.1199700702E-07  0.9917829123E-09  0.5297833246E-05  0.1367743769E-07  0.1194583630E-07  0.1361312423E-07  0.5320946917E-05
   6.150000000       500.0000000      0.4383727110E-05  0.3843627751E-08  0.1821312770E-07  0.3847113674E-08  0.4418816797E-05  0.1604973881E-07  0.1814378035E-07  0.1597433103E-07  0.4437263109E-05
   6.150000000       700.0000000      0.3784475036E-05  0.3685848528E-08  0.2112793599E-07  0.3694986625E-08  0.3790628879E-05  0.1433816046E-07  0.2105365376E-07  0.1426411416E-07  0.3815788725E-05
   6.160000000       300.0000000      0.6155418036E-05  0.2171039149E-08  0.8883248015E-08  0.2170293854E-08  0.6189260424E-05  0.1042437859E-07  0.8844957206E-08  0.1037963049E-07  0.6198617050E-05
   6.160000000       500.0000000      0.5852384330E-05  0.4031391547E-08  0.1515694319E-07  0.4032968254E-08  0.5897443868E-05  0.1405603286E-07  0.1509877846E-07  0.1399490881E-07  0.5901878879E-05
   6.160000000       700.0000000      0.5433868338E-05  0.3678871628E-08  0.1901294304E-07  0.3686274788E-08  0.5449717859E-05  0.1282289413E-07  0.1894602000E-07  0.1275896192E-07  0.5465759124E-05
   6.170000000       300.0000000      0.6804364016E-05  0.3494620983E-08  0.5849420490E-08  0.3493336448E-08  0.6844713256E-05  0.7784206213E-08  0.5824074727E-08  0.7758344261E-08  0.6836759386E-05
   6.170000000       500.0000000      0.7200194254E-05  0.4231563109E-08  0.1212050148E-07  0.4231265962E-08  0.7254874133E-05  0.1191067510E-07  0.1207348622E-07  0.1186477564E-07  0.7244935037E-05
   6.170000000       700.0000000      0.7026538788E-05  0.3631210886E-08  0.1687525275E-07  0.3636947084E-08  0.7051027365E-05  0.1115330029E-07  0.1681576951E-07  0.1110015540E-07  0.7058144930E-05
   6.180000000       300.0000000      0.7335422574E-05  0.4728339765E-08  0.2814433639E-08  0.4726107384E-08  0.7383410081E-05  0.5845023693E-08  0.2801424397E-08  0.5835184029E-08  0.7358603864E-05
   6.180000000       500.0000000      0.8430279744E-05  0.4397765670E-08  0.9162786751E-08  0.4395604616E-08  0.8494213766E-05  0.9664600797E-08  0.9126664123E-08  0.9634540530E-08  0.8469781933E-05
   6.180000000       700.0000000      0.8558312918E-05  0.3534528496E-08  0.1475663846E-07  0.3538685789E-08  0.8590289519E-05  0.9352644155E-08  0.1470453993E-07  0.9310760033E-08  0.8588923647E-05
   6.190000000       300.0000000      0.7806291225E-05  0.5631189598E-08 -0.4574154957E-09  0.5627422374E-08  0.7862426603E-05  0.4164060341E-08 -0.4586327968E-09  0.4167645961E-08  0.7824471247E-05
   6.190000000       500.0000000      0.9550705067E-05  0.4484328275E-08  0.6352943072E-08  0.4480300117E-08  0.9623429971E-05  0.7359676662E-08  0.6327202768E-08  0.7345762197E-08  0.9584668698E-05
   6.190000000       700.0000000      0.1002720041E-04  0.3379908152E-08  0.1269694043E-07  0.3382596168E-08  0.1006539221E-04  0.7444607156E-08  0.1265203772E-07  0.7414245824E-08  0.1005625340E-04
   6.200000000       300.0000000      0.8183047987E-05  0.6004828793E-08 -0.4002699303E-08  0.5998719680E-08  0.8248303543E-05  0.2277094242E-08 -0.3992384612E-08  0.2293942209E-08  0.8199589669E-05
   6.200000000       500.0000000      0.1057334456E-04  0.4453028401E-08  0.3769752067E-08  0.4447137649E-08  0.1065421260E-04  0.5029660444E-08  0.3753609619E-08  0.5031908140E-08  0.1060159790E-04
   6.200000000       700.0000000      0.1143310723E-04  0.3159037044E-08  0.1073295448E-07  0.3160389573E-08  0.1147609193E-04  0.5452687779E-08  0.1069493150E-07  0.5433891715E-08  0.1146018553E-04
   6.210000000       300.0000000      0.8413358579E-05  0.5791171162E-08 -0.7508921260E-08  0.5781828156E-08  0.8489627438E-05  0.1084925325E-09 -0.7487478100E-08  0.1407544751E-09  0.8428114889E-05
   6.210000000       500.0000000      0.1151320736E-04  0.4277383688E-08  0.1496742834E-08  0.4269667749E-08  0.1160129455E-04  0.2703632853E-08  0.1489135297E-08  0.2721766677E-08  0.1153566345E-04
   6.210000000       700.0000000      0.1277745609E-04  0.2865290267E-08  0.8896969857E-08  0.2865468436E-08  0.1282363654E-04  0.3399721934E-08  0.8865395592E-08  0.3392309742E-08  0.1280228544E-04
   6.220000000       300.0000000      0.8511862732E-05  0.5164312181E-08 -0.1043686435E-07  0.5151240932E-08  0.8600614860E-05 -0.2036338265E-08 -0.1040563019E-07 -0.1986674696E-08  0.8521810999E-05
   6.220000000       500.0000000      0.1238795672E-04  0.3943444696E-08 -0.3884693200E-09  0.3933996830E-08  0.1248197311E-04  0.4084252178E-09 -0.3888597694E-09  0.4418525902E-09  0.1240460784E-04
   6.220000000       700.0000000      0.1406272897E-04  0.2494622096E-08  0.7215140903E-08  0.2493817518E-08  0.1411031245E-04  0.1307504637E-08  0.7189487617E-08  0.1311071133E-08  0.1408517572E-04
   6.230000000       300.0000000      0.8563020728E-05  0.4458340896E-08 -0.1217694564E-07  0.4441948131E-08  0.8663641402E-05 -0.3814676334E-08 -0.1213899989E-07 -0.3748099456E-08  0.8565163244E-05
   6.230000000       500.0000000      0.1321713644E-04  0.3447351078E-08 -0.1829659307E-08  0.3436334142E-08  0.1331534833E-04 -0.1831302726E-08 -0.1824341651E-08 -0.1783523723E-08  0.1322809182E-04
   6.230000000       700.0000000      0.1529194593E-04  0.2046224320E-08  0.5705991069E-08  0.2044661646E-08  0.1533893097E-04 -0.8035235346E-09  0.5685657961E-08 -0.7896018720E-09  0.1531201527E-04
   6.240000000       300.0000000      0.8656051576E-05  0.3914249385E-08 -0.1216511984E-07  0.3895749045E-08  0.8766168082E-05 -0.5185904534E-08 -0.1212556391E-07 -0.5104885426E-08  0.8649365590E-05
   6.240000000       500.0000000      0.1402087322E-04  0.2791575087E-08 -0.2808415028E-08  0.2779222502E-08  0.1412104602E-04 -0.3993944070E-08 -0.2798980927E-08 -0.3933131274E-08  0.1402642527E-04
   6.240000000       700.0000000      0.1646809747E-04  0.1522954069E-08  0.4379413361E-08  0.1520892495E-08  0.1651227055E-04 -0.2914561978E-08  0.4363754027E-08 -0.2891114978E-08  0.1648593065E-04
   6.250000000       300.0000000      0.8836591704E-05  0.3501346572E-08 -0.1012338454E-07  0.3481987094E-08  0.8954105201E-05 -0.6446690303E-08 -0.1008840389E-07 -0.6352902251E-08  0.8821311575E-05
   6.250000000       500.0000000      0.1481824659E-04  0.1982759364E-08 -0.3355562829E-08  0.1969366520E-08  0.1491761064E-04 -0.6060596858E-08 -0.3343544723E-08 -0.5988459672E-08  0.1481894451E-04
   6.250000000       700.0000000      0.1759355174E-04  0.9315428188E-09  0.3236506128E-08  0.9292762674E-09  0.1763249626E-04 -0.5008738886E-08  0.3224857381E-08 -0.4976782741E-08  0.1760942031E-04
   6.260000000       300.0000000      0.9116132859E-05  0.2958135401E-08 -0.6414713130E-08  0.2938367979E-08  0.9240113164E-05 -0.7943301684E-08 -0.6389387909E-08 -0.7835992633E-08  0.9091909672E-05
