# Written by the BoltzWann module of the Wannier90 code.
# [(Electrical conductivity * Seebeck coefficient) in SI units, i.e. in Ampere/m/K]
# Mu(eV) Temp(K) (Sigma*S)_xx (Sigma*S)_xy (Sigma*S)_yy (Sigma*S)_xz (Sigma*S)_yz (Sigma*S)_zz
   5.620000000       700.0000000       73.51655629     -0.3748322643E-01   72.63640093      0.4448038022E-01 -0.7435658232E-03   73.18239880    
   5.630000000       300.0000000       35.39844454     -0.9048330515E-02   34.13343620      0.5919880247E-01  0.1493753499E-01   34.56335933    
   5.630000000       500.0000000       54.39516275     -0.3158286099E-01   53.49756620      0.5525509607E-01  0.5553888534E-02   53.97153118    
   5.630000000       700.0000000       69.29294311     -0.3537045821E-01   68.57557867      0.4699063263E-01 -0.2027000244E-02   69.09468166    
   5.640000000       300.0000000       31.64299089     -0.1410189725E-01   31.08391785      0.5291137000E-01  0.5266752029E-02   31.37636782    
   5.640000000       500.0000000       49.61977348     -0.3124931526E-01   49.03410433      0.5366580236E-01  0.1795961496E-02   49.44483415    
   5.640000000       700.0000000       64.89763768     -0.3302611879E-01   64.35624685      0.4873480730E-01 -0.3555000582E-02   64.84489757    
   5.650000000       300.0000000       27.89490417     -0.2110304569E-01   28.04065842      0.4493376806E-01 -0.4375415676E-02   28.20008698    
   5.650000000       500.0000000       44.72650807     -0.3098733628E-01   44.46493891      0.5095316987E-01 -0.2211729165E-02   44.80938752    
   5.650000000       700.0000000       60.38815631     -0.3040511977E-01   60.02969149      0.4981300881E-01 -0.5237445445E-02   60.48574375    
   5.660000000       300.0000000       24.13795206     -0.2828521745E-01   24.88447243      0.3624960099E-01 -0.1243328617E-01   24.92912270    
   5.660000000       500.0000000       39.76989813     -0.3052539557E-01   39.82359697      0.4741704028E-01 -0.6171513800E-02   40.10293366    
   5.660000000       700.0000000       55.82339566     -0.2745415002E-01   55.64831666      0.5034862243E-01 -0.6979142473E-02   56.07109371    
   5.670000000       300.0000000       20.30485379     -0.3391420508E-01   21.48853355      0.2786360474E-01 -0.1816262138E-01   21.44286724    
   5.670000000       500.0000000       34.80540380     -0.2957321873E-01   35.14703621      0.4337455516E-01 -0.9819433607E-02   35.36620538    
   5.670000000       700.0000000       51.26313783     -0.2411872693E-01   51.26565083      0.5048119197E-01 -0.8686966771E-02   51.65590159    
   5.680000000       300.0000000       16.34229217     -0.3689008748E-01   17.78682679      0.2032975618E-01 -0.2169746351E-01   17.67653601    
   5.680000000       500.0000000       29.89131793     -0.2786668445E-01   30.47964645      0.3913864521E-01 -0.1295227502E-01   30.64661619    
   5.680000000       700.0000000       46.76753347     -0.2035098439E-01   46.93627765      0.5035897282E-01 -0.1027623732E-01   47.29603997    
   5.690000000       300.0000000       12.27289619     -0.3694845883E-01   13.82277155      0.1366011342E-01 -0.2363758361E-01   13.67248734    
   5.690000000       500.0000000       25.09021970     -0.2520157901E-01   25.87566851      0.3500331114E-01 -0.1543928241E-01   26.00053070    
   5.690000000       700.0000000       42.39650482     -0.1611720417E-01   42.71558060      0.5013157230E-01 -0.1167564270E-01   43.04796912    
   5.700000000       300.0000000       8.199454864     -0.3453308091E-01   9.736540943      0.7668789335E-02 -0.2434802930E-01   9.568257190    
   5.700000000       500.0000000       20.46932751     -0.2144979636E-01   21.39941834      0.3123745426E-01 -0.1722139602E-01   21.49347544    
   5.700000000       700.0000000       38.20901981     -0.1140426989E-01   38.65922362      0.4994295765E-01 -0.1283032056E-01   38.96816481    
   5.710000000       300.0000000       4.255891440     -0.3048598270E-01   5.702615106      0.2237214654E-02 -0.2366228924E-01   5.534492578    
   5.710000000       500.0000000       16.09958526     -0.1655900058E-01   17.12345467      0.2808522935E-01 -0.1830320244E-01   17.19838062    
   5.710000000       700.0000000       34.26220893     -0.6224518797E-02   34.82233556      0.4992495862E-01 -0.1370301753E-01   35.11227404    
   5.720000000       300.0000000      0.5456382578     -0.2558999402E-01   1.859322797     -0.2684850932E-02 -0.2138583124E-01   1.706214721    
   5.720000000       500.0000000       12.05382372     -0.1054312518E-01   13.12543535      0.2576845158E-01 -0.1874048648E-01   13.19254990    
   5.720000000       700.0000000       30.61032237     -0.6187646072E-03   31.25841311      0.5019127419E-01 -0.1427354450E-01   31.53401236    
   5.730000000       300.0000000      -2.882715369     -0.2003277138E-01  -1.719912005     -0.6990056778E-02 -0.1797084954E-01  -1.844429896    
   5.730000000       500.0000000       8.404493748     -0.3473572562E-02   9.484519547      0.2448629134E-01 -0.1862278153E-01   9.554180264    
   5.730000000       700.0000000       27.30355059      0.5342533363E-02   28.01799639      0.5083195466E-01 -0.1453696495E-01   28.28385405    
   5.740000000       300.0000000      -5.994184243     -0.1317985981E-01  -4.985393636     -0.1019979768E-01 -0.1459116108E-01  -5.067929130    
   5.740000000       500.0000000       5.221200678      0.4521739769E-02   6.277785375      0.2440899183E-01 -0.1805014729E-01   6.358888537    
   5.740000000       700.0000000       24.38675435      0.1155991311E-01   25.14719860      0.5190838393E-01 -0.1450109092E-01   25.40759294    
   5.750000000       300.0000000      -8.702535730     -0.4037842200E-02  -7.843379903     -0.1155093072E-01 -0.1262259400E-01  -7.872140344    
   5.750000000       500.0000000       2.567889269      0.1325123775E-01   3.576617611      0.2566500826E-01 -0.1710785366E-01   3.676207999    
   5.750000000       700.0000000       21.89816909      0.1790735254E-01   22.68618729      0.5344891160E-01 -0.1418388958E-01   22.94486774    
   5.760000000       300.0000000      -10.86049681      0.7879682178E-02  -10.14305755     -0.1044426013E-01 -0.1283408048E-01  -10.11087029    
   5.760000000       500.0000000      0.4994420362      0.2245158680E-01   1.442826052      0.2832379457E-01 -0.1584825455E-01   1.565835293    
   5.760000000       700.0000000       19.86816382      0.2423653653E-01   20.66772341      0.5544543586E-01 -0.1361129422E-01   20.92775366    
   5.770000000       300.0000000      -12.31180024      0.2197393549E-01  -11.72678958     -0.6737111503E-02 -0.1455720281E-01  -11.63375014    
   5.770000000       500.0000000     -0.9422018239      0.3178889305E-01 -0.7546285799E-01  0.3237796752E-01 -0.1429022127E-01  0.7368030547E-01
   5.770000000       700.0000000       18.31814439      0.3038293182E-01   19.11586491      0.5785136392E-01 -0.1281566655E-01   19.37952330    
   5.780000000       300.0000000      -12.94018268      0.3664079018E-01  -12.47814983     -0.5101858631E-03 -0.1558572857E-01  -12.33180267    
   5.780000000       500.0000000      -1.731767288      0.4087588762E-01 -0.9475868585      0.3772803741E-01 -0.1243964521E-01 -0.7717400219    
   5.780000000       700.0000000       17.25969168      0.3617350018E-01   18.04493412      0.6058143502E-01 -0.1183483340E-01   18.31367181    
   5.790000000       300.0000000      -12.69397538      0.4997956751E-01  -12.34529914      0.8343225172E-02 -0.1356440885E-01  -12.15712651    
   5.790000000       500.0000000      -1.863226138      0.4930346402E-01  -1.162902941      0.4417162308E-01 -0.1032208633E-01 -0.9616984565    
   5.790000000       700.0000000       16.69401132      0.4143565561E-01   17.45882812      0.6351385212E-01 -0.1071134156E-01   17.73328146    
   5.800000000       300.0000000      -11.62255515      0.6074692794E-01  -11.37642768      0.2007375549E-01 -0.8036084971E-02  -11.15687318    
   5.800000000       500.0000000      -1.350368502      0.5667737591E-01 -0.7313055912      0.5139933051E-01 -0.8008848621E-02 -0.5076649156    
   5.800000000       700.0000000       16.61174299      0.4600686243E-01   17.35071854      0.6649501491E-01 -0.9491477027E-02   17.63076873    
   5.810000000       300.0000000      -9.903680158      0.6882078226E-01  -9.747115779      0.3458622326E-01 -0.9805195611E-03  -9.503989019    
   5.810000000       500.0000000     -0.2250786862      0.6264923603E-01  0.3185367364      0.5900175410E-01 -0.5619167708E-02  0.5605122198    
   5.810000000       700.0000000       16.99313769      0.4974415664E-01   17.70314613      0.6934687117E-01 -0.8223748183E-02   17.98801633    
   5.820000000       300.0000000      -7.774728641      0.7474190532E-01  -7.692064872      0.5102378772E-01  0.4858307824E-02  -7.433530949    
   5.820000000       500.0000000       1.466078294      0.6693619996E-01   1.942603208      0.6649392557E-01 -0.3294589386E-02   2.198044566    
   5.820000000       700.0000000       17.80857274      0.5253287860E-01   18.48847608      0.7187651995E-01 -0.6956885173E-02   18.77685485    
   5.830000000       300.0000000      -5.378144169      0.7881528163E-01  -5.350695418      0.6750937093E-01  0.7947746650E-02  -5.087918032    
   5.830000000       500.0000000       3.665613308      0.6933179295E-01   4.085256752      0.7336140609E-01 -0.1157725442E-02   4.348941647    
   5.830000000       700.0000000       19.01934636      0.5429399224E-01   19.66965356      0.7388726779E-01 -0.5737797781E-02   19.95983235    
   5.840000000       300.0000000      -2.683331540      0.8063062695E-01  -2.689440424      0.8100119685E-01  0.8319725800E-02  -2.434772850    
   5.840000000       500.0000000       6.307842190      0.6971517830E-01   6.681942740      0.7912413896E-01  0.7250151085E-03   6.948703616    
   5.840000000       700.0000000       20.57868581      0.5498946643E-01   21.20119127      0.7518997675E-01 -0.4610168402E-02   21.49120386    
   5.850000000       300.0000000      0.4100390092      0.7927142596E-01  0.3934314766      0.8810321827E-01  0.6633686137E-02  0.6298997547    
   5.850000000       500.0000000       9.320071023      0.6806446730E-01   9.660362652      0.8340200337E-01  0.2361528367E-02   9.925470252    
   5.850000000       700.0000000       22.43291187      0.5462526705E-01   23.03033049      0.7561340481E-01 -0.3614308075E-02   23.31808307    
   5.860000000       300.0000000       3.908270554      0.7382714030E-01   3.902157120      0.8742892664E-01  0.3500866889E-02   4.113097602    
   5.860000000       500.0000000       12.62288315      0.6447310741E-01   12.94079723      0.8595664467E-01  0.3827526756E-02   13.20028574    
   5.860000000       700.0000000       24.52271917      0.5325156660E-01   25.09833377      0.7501244981E-01 -0.2788564191E-02   25.38171569    
   5.870000000       300.0000000       7.686634154      0.6387795774E-01   7.706264299      0.8169119020E-01 -0.2752316657E-03   7.886124318    
   5.870000000       500.0000000       16.13076244      0.5916166783E-01   16.43682913      0.8668750008E-01  0.5237478615E-02   16.68772183    
   5.870000000       700.0000000       26.78454441      0.5095988737E-01   27.34187932      0.7327377009E-01 -0.2172041566E-02   27.61884691    
   5.880000000       300.0000000       11.57737440      0.4994213641E-01   11.63090594      0.7648553635E-01 -0.3214355196E-02   11.77792704    
   5.880000000       500.0000000       19.75394588      0.5247470949E-01   20.05734891      0.8558061623E-01  0.6698580637E-02   20.29774510    
   5.880000000       700.0000000       29.15199480      0.4787711893E-01   29.69452666      0.7031899579E-01 -0.1807847702E-02   29.96315580    
   5.890000000       300.0000000       15.42752510      0.3369674968E-01   15.51764596      0.7585234209E-01 -0.3334727403E-02   15.63747132    
   5.890000000       500.0000000       23.40154478      0.4485557303E-01   23.70985113      0.8263718078E-01  0.8256448777E-02   23.93884762    
   5.890000000       700.0000000       31.55729969      0.4415670869E-01   32.08821317      0.6610636242E-01 -0.1745670844E-02   32.34672021    
   5.900000000       300.0000000       19.07370968      0.1753057145E-01   19.20042661      0.7889963085E-01  0.9286965957E-03   19.30499359    
   5.900000000       500.0000000       26.98523187      0.3679961476E-01   27.30427655      0.7782365254E-01  0.9845766995E-02   27.52172430    
   5.900000000       700.0000000       33.93273661      0.3996775705E-01   34.45472902      0.6063180266E-01 -0.2042389408E-02   34.70146401    
   5.910000000       300.0000000       22.35447672      0.3552850217E-02   22.51727246      0.8100828279E-01  0.9808021826E-02   22.61831730    
   5.910000000       500.0000000       30.42243518      0.2879496078E-01   30.75631141      0.7107265486E-01  0.1126266871E-01   30.96244540    
   5.910000000       700.0000000       36.21197996      0.3548313873E-01   36.72711567      0.5393021867E-01 -0.2759679158E-02   36.96053593    
   5.920000000       300.0000000       25.22420217     -0.7062366444E-02   25.42323935      0.7799226363E-01  0.2193365438E-01   25.52818481    
   5.920000000       500.0000000       33.63804840      0.2126477269E-01   33.98914655      0.6233159320E-01  0.1217394888E-01   34.18415527    
   5.920000000       700.0000000       38.33133104      0.3086799074E-01   38.84094436      0.4607697799E-01 -0.3958226180E-02   39.05957934    
   5.930000000       300.0000000       27.82206480     -0.1391740659E-01   28.05836876      0.6880342027E-01  0.3461423279E-01   28.17354546    
   5.930000000       500.0000000       36.56427143      0.1452407510E-01   36.93332545      0.5162906787E-01  0.1216970126E-01   37.11693407    
   5.930000000       700.0000000       40.23080967      0.2626987177E-01   40.73545375      0.3718896792E-01 -0.5689051228E-02   40.93787340    
   5.940000000       300.0000000       30.33599645     -0.1703833795E-01   30.61036805      0.5477018951E-01  0.4426372776E-01   30.74477085    
   5.940000000       500.0000000       39.13928093      0.8758924461E-02   39.52540859      0.3912572888E-01  0.1085267717E-01   39.69654886    
   5.940000000       700.0000000       41.85511016      0.2181160542E-01   42.35454905      0.2742413398E-01 -0.7983376064E-02   42.53934724    
   5.950000000       300.0000000       32.75286401     -0.1702099036E-01   33.06430080      0.3727848233E-01  0.4704640479E-01   33.22403870    
   5.950000000       500.0000000       41.30633006      0.4029350877E-02   41.70708074      0.2513238138E-01  0.7943427869E-02   41.86372716    
   5.950000000       700.0000000       43.15443733      0.1758734815E-01   43.64767851      0.1697847841E-01 -0.1084312464E-01   43.81347979    
   5.960000000       300.0000000       34.77704100     -0.1526506848E-01   35.12202629      0.1689460828E-01  0.4022448379E-01   35.29832412    
   5.960000000       500.0000000       43.01462205      0.2917911391E-03   43.42606469      0.1009598511E-01  0.3369641468E-02   43.56531408    
   5.960000000       700.0000000       44.08523689      0.1366189877E-01   44.57060139      0.6079951051E-02 -0.1423428963E-01   44.71609462    
   5.970000000       300.0000000       36.05742259     -0.1342217287E-01   36.42979510     -0.5536290298E-02  0.2402806010E-01   36.59568935    
   5.970000000       500.0000000       44.22173251     -0.2568134286E-02   44.63862247     -0.5438431202E-02 -0.2693464982E-02   44.75704262    
   5.970000000       700.0000000       44.61082484      0.1007281991E-01   45.08605121     -0.5020666808E-02 -0.1808488263E-01   45.21004775    
   5.980000000       300.0000000       36.52033384     -0.1220375017E-01   36.90997577     -0.2785655318E-01  0.2544035709E-02   37.03462063    
   5.980000000       500.0000000       44.89570308     -0.4704103228E-02   45.31175955     -0.2088229473E-01 -0.9852275429E-02   45.40592597    
   5.980000000       700.0000000       44.70191388      0.6834660668E-02   45.16429065     -0.1606112797E-01 -0.2228811637E-01   45.26579950    
   5.990000000       300.0000000       36.45419729     -0.1080046192E-01   36.84506294     -0.4724861332E-01 -0.1786046155E-01   36.91460951    
   5.990000000       500.0000000       45.01485196     -0.6287289326E-02   45.42315569     -0.3566603691E-01 -0.1758807104E-01   45.49019717    
   5.990000000       700.0000000       44.33704073      0.3944468431E-02   44.78355984     -0.2678010673E-01 -0.2671015618E-01   44.86186867    
   6.000000000       300.0000000       36.23448757     -0.7885848431E-02   36.60603156     -0.6190172901E-01 -0.3194557533E-01   36.62993282    
   6.000000000       500.0000000       44.56519257     -0.7493604449E-02   44.95867486     -0.4929698334E-01 -0.2538055245E-01   44.99664879    
   6.000000000       700.0000000       43.50291214      0.1387801808E-02   43.93043378     -0.3692920524E-01 -0.3120067033E-01   43.98518417    
   6.010000000       300.0000000       35.96334796     -0.3551160751E-02   36.29748867     -0.7184419674E-01 -0.3825891461E-01   36.29330146    
   6.010000000       500.0000000       43.53757318     -0.8490357745E-02   43.90952408     -0.6139795849E-01 -0.3281301722E-01   43.91755724    
   6.010000000       700.0000000       42.19469622     -0.8554783421E-03   42.60011392     -0.4628332358E-01 -0.3560389838E-01   42.63136103    
   6.020000000       300.0000000       35.38355235     -0.1151184959E-03   35.67212543     -0.7823842714E-01 -0.3917338825E-01   35.64542554    
   6.020000000       500.0000000       41.92720241     -0.9412929802E-02   42.27170578     -0.7171750855E-01 -0.3962048406E-01   42.24997610    
   6.020000000       700.0000000       40.41627378     -0.2806306866E-02   40.79666875     -0.5464855589E-01 -0.3976820569E-01   40.80491883    
   6.030000000       300.0000000       34.12383792     -0.5016884463E-03   34.36854088     -0.8230901323E-01 -0.3884227605E-01   34.30938961    
   6.030000000       500.0000000       39.73657196     -0.1033390255E-01   40.04880078     -0.8011345314E-01 -0.4567160595E-01   39.99848497    
   6.030000000       700.0000000       38.18043057     -0.4482993143E-02   38.53320549     -0.6186733187E-01 -0.4355294784E-01   38.51942818    
   6.040000000       300.0000000       31.99830161     -0.5490084733E-02   32.20250783     -0.8513653330E-01 -0.4078506361E-01   32.10037089    
   6.040000000       500.0000000       36.98039644     -0.1124127345E-01   37.25676178     -0.8652093989E-01 -0.5090709947E-01   37.18000585    
   6.040000000       700.0000000       35.50892878     -0.5899693222E-02   35.83191383     -0.6782104469E-01 -0.4683253594E-01   35.79752893    
   6.050000000       300.0000000       29.07441767     -0.1266202479E-01   29.23588185     -0.8773167622E-01 -0.4617612176E-01   29.09460583    
   6.050000000       500.0000000       33.69002806     -0.1204488112E-01   33.92822401     -0.9092009360E-01 -0.5527394802E-01   33.82809439    
   6.050000000       700.0000000       32.43236645     -0.7066842056E-02   32.72389347     -0.7243073762E-01 -0.4949843110E-01   32.67073350    
   6.060000000       300.0000000       25.51911023     -0.1820604860E-01   25.63177762     -0.9028539922E-01 -0.5338395696E-01   25.46841250    
   6.060000000       500.0000000       29.91549972     -0.1261596975E-01   30.11448634     -0.9331659406E-01 -0.5868863838E-01   29.99483191    
   6.060000000       700.0000000       28.98973088     -0.7993144132E-02   29.24867451     -0.7565648689E-01 -0.5146012581E-01   29.17892614    
   6.070000000       300.0000000       21.45671040     -0.1969829988E-01   21.51924888     -0.9142474701E-01 -0.5924439530E-01   21.35029891    
   6.070000000       500.0000000       25.72489903     -0.1284411104E-01   25.88482538     -0.9374183385E-01 -0.6104019673E-01   25.75004100    
   6.070000000       700.0000000       25.22757898     -0.8688288930E-02   25.45336656     -0.7749594930E-01 -0.5264598513E-01   25.36949484    
   6.080000000       300.0000000       16.97754600     -0.1725897590E-01   16.99871547     -0.8906957375E-01 -0.6150670474E-01   16.83030622    
   6.080000000       500.0000000       21.20182709     -0.1268488212E-01   21.32386588     -0.9226874579E-01 -0.6221952760E-01   21.17862249    
   6.080000000       700.0000000       21.19882160     -0.9165356684E-02   21.39141589     -0.7798226615E-01 -0.5300434439E-01   21.29607633    
   6.090000000       300.0000000       12.20847620     -0.1261259919E-01   12.20324962     -0.8242287957E-01 -0.6045035989E-01   12.03442483    
   6.090000000       500.0000000       16.44180615     -0.1217827119E-01   16.52788893     -0.8902951123E-01 -0.6215033696E-01   16.37690956    
   6.090000000       700.0000000       16.96113728     -0.9442019206E-02   17.12099842     -0.7718128743E-01 -0.5250478309E-01   17.01694186    
   6.100000000       300.0000000       7.306883860     -0.7555472918E-02   7.287425636     -0.7293707522E-01 -0.5812080786E-01   7.119334559    
   6.100000000       500.0000000       11.54812204     -0.1143482298E-01   11.60061486     -0.8421965078E-01 -0.6080417831E-01   11.44853020    
   6.100000000       700.0000000       12.57508304     -0.9540075480E-02   12.70311733     -0.7518801380E-01 -0.5113921818E-01   12.59309204    
   6.110000000       300.0000000       2.397745978     -0.3216743256E-02   2.368373753     -0.6311690686E-01 -0.5599664936E-01   2.206746848    
   6.110000000       500.0000000       6.627225454     -0.1060098787E-01   6.648620794     -0.7808252081E-01 -0.5819968245E-01   6.499888728    
   6.110000000       700.0000000       8.102002736     -0.9483419222E-02   8.199506896     -0.7212225780E-01 -0.4892241382E-01   8.086160738    
   6.120000000       300.0000000      -2.416633152     -0.1911971941E-03  -2.456688112     -0.5440947149E-01 -0.5348513931E-01  -2.607371955    
   6.120000000       500.0000000       1.783591149     -0.9819542138E-02   1.776280692     -0.7088219722E-01 -0.5439826480E-01   1.635138928    
   6.120000000       700.0000000       3.601858953     -0.9295010491E-02   3.670467671     -0.6812371024E-01 -0.4589159987E-01   3.556252101    
   6.130000000       300.0000000      -6.958150476      0.1181797536E-02  -7.009065374     -0.4639437205E-01 -0.4868397367E-01  -7.149660872    
   6.130000000       500.0000000      -2.886113504     -0.9197076199E-02  -2.919964304     -0.6287960427E-01 -0.4950603272E-01  -3.049537341    
   6.130000000       700.0000000     -0.8688676095     -0.8993673790E-02 -0.8272244054     -0.6334673474E-01 -0.4210502095E-01 -0.9401480221    
   6.140000000       300.0000000      -10.93133876      0.8172382258E-03  -10.99104291     -0.3793022600E-01 -0.4052780440E-01  -11.12286046    
   6.140000000       500.0000000      -7.299350958     -0.8784327166E-02  -7.357841925     -0.5432160637E-01 -0.4367901157E-01  -7.472183924    
   6.140000000       700.0000000      -5.259058904     -0.8591534740E-02  -5.242184858     -0.5795521986E-01 -0.3763936256E-01  -5.352036234    
   6.150000000       300.0000000      -14.05286012     -0.1033419426E-02  -14.12020890     -0.2871399352E-01 -0.3012206490E-01  -14.23688005    
   6.150000000       500.0000000      -11.39353946     -0.8570503922E-02  -11.47501045     -0.4544196495E-01 -0.3711994610E-01  -11.57088081    
   6.150000000       700.0000000      -9.524475178     -0.8092689117E-02  -9.529920683     -0.5211769947E-01 -0.3258613998E-01  -9.635388258    
   6.160000000       300.0000000      -16.26487546     -0.3855361968E-02  -16.34225535     -0.1945122430E-01 -0.1996122933E-01  -16.42993414    
   6.160000000       500.0000000      -15.12973899     -0.8490165342E-02  -15.23269177     -0.3646686659E-01 -0.3005891951E-01  -15.30743811    
   6.160000000       700.0000000      -13.62878889     -0.7493368737E-02  -13.65384916     -0.4600277883E-01 -0.2704730804E-01  -13.75417289    
   6.170000000       300.0000000      -17.80083515     -0.7014242614E-02  -17.89238770     -0.1073951947E-01 -0.1191300197E-01  -17.94026857    
   6.170000000       500.0000000      -18.49287807     -0.8439674153E-02  -18.61585123     -0.2761964388E-01 -0.2272286241E-01  -18.66760372    
   6.170000000       700.0000000      -17.54406969     -0.6783527086E-02  -17.58577026     -0.3977475975E-01 -0.2113051792E-01  -17.68081711    
   6.180000000       300.0000000      -18.99095715     -0.9840792788E-02  -19.09915197     -0.2316230209E-02 -0.5998885035E-02  -19.10872561    
   6.180000000       500.0000000      -21.48865387     -0.8299154530E-02  -21.63006162     -0.1912392015E-01 -0.1530834178E-01  -21.65789226    
   6.180000000       700.0000000      -21.25071409     -0.5949492086E-02  -21.30578776     -0.3358929647E-01 -0.1494453496E-01  -21.39611703    
   6.190000000       300.0000000      -19.98880721     -0.1170600707E-01  -20.11427485      0.6429115133E-02 -0.9380718689E-03  -20.09582848    
   6.190000000       500.0000000      -24.13880220     -0.7955170928E-02  -24.29675138     -0.1120517446E-01 -0.7969526405E-02  -24.30076163    
   6.190000000       700.0000000      -24.73686941     -0.4977172981E-02  -24.80173010     -0.2758895206E-01 -0.8595280041E-02  -24.88864517    
   6.200000000       300.0000000      -20.71084576     -0.1216466823E-01  -20.85541601      0.1549160347E-01  0.4399333668E-02  -20.81499220    
   6.200000000       500.0000000      -26.47677205     -0.7319176412E-02  -26.64886877     -0.4087494690E-02 -0.8220365165E-03  -26.63023568    
   6.200000000       700.0000000      -27.99743960     -0.3855281506E-02  -28.06815906     -0.2189866140E-01 -0.2182781522E-02  -28.15374240    
   6.210000000       300.0000000      -21.03899278     -0.1117791243E-01  -21.20681198      0.2399116742E-01  0.1007220813E-01  -21.13858775    
   6.210000000       500.0000000      -28.54467375     -0.6337572771E-02  -28.72782948      0.2019802166E-02  0.6046182596E-02  -28.68888326    
   6.210000000       700.0000000      -31.03277483     -0.2578121473E-02  -31.10506912     -0.1662132262E-01  0.4200895493E-02  -31.19219649    
   6.220000000       300.0000000      -21.03153301     -0.9267509791E-02  -21.22547227      0.3062261374E-01  0.1530218773E-01  -21.11817752    
   6.220000000       500.0000000      -30.39083503     -0.4991575928E-02  -30.58108983      0.6948197821E-02  0.1256647584E-01  -30.52546967    
   6.220000000       700.0000000      -33.84714662     -0.1147672582E-02  -33.91637886     -0.1183399056E-01  0.1047285486E-01  -34.00870794    
   6.230000000       300.0000000      -20.91167902     -0.7267377274E-02  -21.12922850      0.3405543508E-01  0.1938778086E-01  -20.97824767    
   6.230000000       500.0000000      -32.06678032     -0.3288961845E-02  -32.25917025      0.1060460185E-01  0.1868636991E-01  -32.19203540    
   6.230000000       700.0000000      -36.44710468      0.4251217866E-03  -36.50831051     -0.7585350516E-02  0.1655991673E-01  -36.61023741    
   6.240000000       300.0000000      -20.89734999     -0.5710488984E-02  -21.13168186      0.3314712858E-01  0.2241061238E-01  -20.94248610    
   6.240000000       500.0000000      -33.62319552     -0.1253672515E-02  -33.81168653      0.1300395485E-01  0.2436782420E-01  -33.73991181    
   6.240000000       700.0000000      -38.83980976      0.2119825875E-02  -38.88775068     -0.3895203827E-02  0.2239873797E-01  -39.00432725    
   6.250000000       300.0000000      -21.08904507     -0.4462113925E-02  -21.33408162      0.2748197683E-01  0.2517818714E-01  -21.11470582    
   6.250000000       500.0000000      -35.10549587      0.1079338082E-02  -35.28299215      0.1428569476E-01  0.2958211506E-01  -35.21528128    
   6.250000000       700.0000000      -41.03143685      0.3906679698E-02  -41.06068525     -0.7565126444E-03  0.2793572772E-01  -41.19748982    
   6.260000000       300.0000000      -21.50221143     -0.2873028734E-02  -21.75460252      0.1818230688E-01  0.2850050550E-01  -21.50897126    
   6.260000000       500.0000000      -36.54999262      0.3659323188E-02  -36.70842242      0.1470169288E-01  0.3430139277E-01  -36.65529630    
   6.260000000       700.0000000      -43.02573967      0.5747474147E-02  -43.03079717      0.1859886570E-02  0.3312695535E-01  -43.19375330    
   6.270000000       300.0000000      -22.15091608     -0.6079025112E-04  -22.40533856      0.8099366892E-02  0.3245956028E-01  -22.13779196    
   6.270000000       500.0000000      -37.98126999      0.6406225329E-02  -38.11176889      0.1457149966E-01  0.3849207018E-01  -38.08538315    
   6.270000000       700.0000000      -44.82285529      0.7597252937E-02  -44.79830304      0.3998395527E-02  0.3793819742E-01  -44.99344467    
   6.280000000       300.0000000      -23.06632206      0.4793402019E-02  -23.30910271      0.7013083053E-03  0.3631139340E-01  -23.03602470    
   6.280000000       500.0000000      -39.41084119      0.9195955208E-02  -39.50407132      0.1421400212E-01  0.4211570325E-01  -39.51779349    
   6.280000000       700.0000000      -46.41840715      0.9407012636E-02  -46.35908345      0.5710679398E-02  0.4234517808E-01  -46.59227026    
   6.290000000       300.0000000      -24.24412903      0.1182346820E-01  -24.45270085     -0.1828698954E-02  0.3908057747E-01  -24.20787665    
   6.290000000       500.0000000      -40.83689670      0.1185569454E-01  -40.88352926      0.1387671329E-01  0.4513845874E-01  -40.95121207    
   6.290000000       700.0000000      -47.80293863      0.1112747847E-01  -47.70413532      0.7048060770E-02  0.4633393173E-01  -47.98072948    
   6.300000000       300.0000000      -25.60900308      0.1985599634E-01  -25.75834689      0.2718752186E-03  0.4031725275E-01  -25.58518162    
   6.300000000       500.0000000      -42.24490335      0.1417904777E-01  -42.23624270      0.1368685630E-01  0.4754467706E-01  -42.37120230    
   6.300000000       700.0000000      -48.96168525      0.1271376741E-01  -48.81935027      0.8055729312E-02  0.4990109631E-01  -49.14387309    
   6.310000000       300.0000000      -27.06228542      0.2662768500E-01  -27.13241895      0.5054083842E-02  0.4027813082E-01  -27.06973509    
   6.310000000       500.0000000      -43.60870939      0.1596356143E-01  -43.53737937      0.1363911418E-01  0.4934799970E-01  -43.75119520    
   6.310000000       700.0000000      -49.87467354      0.1413037290E-01  -49.68560421      0.8769802480E-02  0.5305388030E-01  -50.06139795    
   6.320000000       300.0000000      -28.57408025      0.2985603843E-01  -28.55275015      0.1057724269E-01  0.3938989838E-01  -28.62591930    
   6.320000000       500.0000000      -44.89171816      0.1706229932E-01  -44.75230389      0.1361925773E-01  0.5059598935E-01  -45.05363074    
   6.320000000       700.0000000      -50.51712263      0.1535555790E-01  -50.27913280      0.9217576867E-02  0.5580946501E-01  -50.70805679    
   6.330000000       300.0000000      -30.20030910      0.2827603316E-01  -30.08112032      0.1578691370E-01  0.3776752153E-01  -30.30270051    
   6.330000000       500.0000000      -46.04790395      0.1743223657E-01  -45.83745666      0.1345116055E-01  0.5136805114E-01  -46.23103625    
