# Written by the BoltzWann module of the Wannier90 code.
# [(Electrical conductivity * Seebeck coefficient) in SI units, i.e. in Ampere/m/K]
# Mu(eV) Temp(K) (Sigma*S)_xx (Sigma*S)_xy (Sigma*S)_yy (Sigma*S)_xz (Sigma*S)_yz (Sigma*S)_zz
   6.330000000       700.0000000      -50.86011769      0.1638409246E-01  -50.57216236      0.9420539556E-02  0.5819370185E-01  -51.05435296    
   6.340000000       300.0000000      -31.96642216      0.2209141116E-01  -31.74700956      0.1995467236E-01  0.3539878216E-01  -32.12117084    
   6.340000000       500.0000000      -47.02297154      0.1716042943E-01  -46.74131877      0.1295248654E-01  0.5176830364E-01  -47.22731752    
   6.340000000       700.0000000      -50.87151945      0.1722743841E-01  -50.53376363      0.9399076037E-02  0.6023910813E-01  -51.06748369    
   6.350000000       300.0000000      -33.73645833      0.1293437298E-01  -33.41952051      0.2185709226E-01  0.3260928313E-01  -33.94306095    
   6.350000000       500.0000000      -47.75630291      0.1645558777E-01  -47.40613491      0.1198810701E-01  0.5191457880E-01  -47.97986808    
   6.350000000       700.0000000      -50.51706805      0.1791097403E-01  -50.13089126      0.9177461484E-02  0.6198231504E-01  -50.71248736    
   6.360000000       300.0000000      -35.24759362      0.3366208389E-02  -34.84309966      0.2003802130E-01  0.3010437150E-01  -35.50219516    
   6.360000000       500.0000000      -48.18396336      0.1560476363E-01  -47.77068143      0.1051301460E-01  0.5192435703E-01  -48.42274337    
   6.360000000       700.0000000      -49.76163191      0.1846854678E-01  -49.32956590      0.8787712931E-02  0.6346124169E-01  -49.95354203    
   6.370000000       300.0000000      -36.30568771     -0.4039542933E-02  -35.83110975      0.1403006913E-01  0.2852277274E-01  -36.59877660    
   6.370000000       500.0000000      -48.24213560      0.1490712811E-01  -47.77346075      0.8595964498E-02  0.5189971457E-01  -48.49025604    
   6.370000000       700.0000000      -48.57054801      0.1893533142E-01  -48.09615200      0.8271194903E-02  0.6471233334E-01  -48.75535709    
   6.380000000       300.0000000      -36.92420083     -0.7511077479E-02  -36.40217479      0.5099058160E-02  0.2806192187E-01  -37.24075543    
   6.380000000       500.0000000      -47.86980296      0.1460444059E-01  -47.35516516      0.6415598632E-02  0.5191508087E-01  -48.11980147    
   6.380000000       700.0000000      -46.91100255      0.1934043414E-01  -46.39868712      0.7677437839E-02  0.6576819271E-01  -47.08460333    
   6.390000000       300.0000000      -37.24021728     -0.6418529684E-02  -36.69566107     -0.4374698277E-02  0.2854869804E-01  -37.56329055    
   6.390000000       500.0000000      -47.00998851      0.1482827943E-01  -46.45974529      0.4226806652E-02  0.5201164445E-01  -47.25319977    
   6.390000000       700.0000000      -44.75341342      0.1970077329E-01  -44.20823006      0.7060326387E-02  0.6665584817E-01  -44.91133926    
   6.400000000       300.0000000      -37.30526144     -0.1387309203E-02  -36.76345905     -0.1214138427E-01  0.2965921376E-01  -37.62021482    
   6.400000000       500.0000000      -45.60999810      0.1557776307E-01  -45.03455841      0.2304999282E-02  0.5220010742E-01  -45.83698502    
   6.400000000       700.0000000      -42.07279149      0.2001746158E-01  -41.50020959      0.6472484215E-02  0.6739576095E-01  -42.21040884    
   6.410000000       300.0000000      -36.99092738      0.5797764559E-02  -36.47571765     -0.1676259947E-01  0.3091392211E-01  -37.28703015    
   6.410000000       500.0000000      -43.62181401      0.1673090045E-01  -43.03076203      0.8837144224E-03  0.5247040098E-01  -43.82279081    
   6.410000000       700.0000000      -38.85007005      0.2027532254E-01  -38.25576518      0.5959155947E-02  0.6800151714E-01  -38.96279823    
   6.420000000       300.0000000      -36.10382130      0.1292842518E-01  -35.63451037     -0.1755372170E-01  0.3167689675E-01  -36.37257553    
   6.420000000       500.0000000      -41.00341759      0.1808154919E-01  -40.40474245      0.1022760475E-03  0.5280424858E-01  -41.16863822    
   6.420000000       700.0000000      -35.07339208      0.2044548651E-01  -34.46306929      0.5553037893E-02  0.6848003055E-01  -35.15694154    
   6.430000000       300.0000000      -34.56173489      0.1853195746E-01  -34.14941402     -0.1443914585E-01  0.3155785901E-01  -34.79397491    
   6.430000000       500.0000000      -37.72091405      0.1938649586E-01  -37.12045261     -0.2394911980E-04  0.5318494824E-01  -37.84103724    
   6.430000000       700.0000000      -30.73933471      0.2049042860E-01  -30.11860708      0.5271291643E-02  0.6883204010E-01  -30.78995455    
   6.440000000       300.0000000      -32.42394114      0.2246371181E-01  -32.06929919     -0.8052980283E-02  0.3094922124E-01  -32.60823502    
   6.440000000       500.0000000      -33.75092710      0.2040703734E-01  -33.15211336      0.3958171116E-03  0.5359955632E-01  -33.81739628    
   6.440000000       700.0000000      -25.85403127      0.2037046566E-01  -25.22836762      0.5115438804E-02  0.6905272994E-01  -25.86875663    
   6.450000000       300.0000000      -29.74217306      0.2539676510E-01  -29.43565754      0.1846942390E-03  0.3092847679E-01  -29.86527945    
   6.450000000       500.0000000      -29.08316450      0.2093685398E-01  -28.48714714      0.1156982136E-02  0.5403268537E-01  -29.08864555    
   6.450000000       700.0000000      -20.43412941      0.2005064669E-01  -19.80887629      0.5074112687E-02  0.6913239903E-01  -20.41101796    
   6.460000000       300.0000000      -26.40586394      0.2772543381E-01  -26.12921260      0.8188440351E-02  0.3232105386E-01  -26.45380671    
   6.460000000       500.0000000      -23.72359621      0.2081809241E-01  -23.12973986      0.2013526674E-02  0.5445691636E-01  -23.66250215    
   6.460000000       700.0000000      -14.50750266      0.1950708253E-01  -13.88797529      0.5127914181E-02  0.6905720122E-01  -14.44584739    
   6.470000000       300.0000000      -22.17013765      0.2887729919E-01  -21.89827652      0.1349985541E-01  0.3481132585E-01  -22.12823905    
   6.470000000       500.0000000      -17.69841320      0.1995328060E-01  -17.10514673      0.2744892146E-02  0.5482807273E-01  -17.56752130    
   6.470000000       700.0000000      -8.113618478      0.1873196026E-01  -7.505244772      0.5255076447E-02  0.6881001048E-01  -8.014120917    
   6.480000000       300.0000000      -16.85803971      0.2761209221E-01  -16.56159393      0.1403497618E-01  0.3711525564E-01  -16.71034817    
   6.480000000       500.0000000      -11.05784317      0.1831821739E-01  -10.46376628      0.3217647224E-02  0.5509067123E-01  -10.85697898    
   6.480000000       700.0000000      -1.303465697      0.1773669793E-01 -0.7119576646      0.5436447110E-02  0.6837142483E-01  -1.168350757    
   6.490000000       300.0000000      -10.54143265      0.2306538683E-01  -10.19071173      0.9347594450E-02  0.3805407596E-01  -10.27186644    
   6.490000000       500.0000000      -3.878006726      0.1597323685E-01  -3.283116034      0.3421166269E-02  0.5519109475E-01  -3.610725042    
   6.490000000       700.0000000       5.861034225      0.1655290233E-01   6.429513840      0.5658528092E-02  0.6772084438E-01   6.027981818    
   6.500000000       300.0000000      -3.532136407      0.1566474610E-01  -3.102860426      0.1420025932E-02  0.3744573986E-01  -3.129132595    
   6.500000000       500.0000000       3.740697015      0.1306446223E-01   4.333843581      0.3461989758E-02  0.5508951777E-01   4.066562033    
   6.500000000       700.0000000       13.30816089      0.1523102477E-01   13.84687168      0.5913929214E-02  0.6683751046E-01   13.50165758    
   6.510000000       300.0000000       3.793099846      0.7028154022E-02   4.313132967     -0.6095255463E-02  0.3612259990E-01   4.328953593    
   6.510000000       500.0000000       11.67873973      0.9808198233E-02   12.26412532      0.3516098184E-02  0.5476185930E-01   12.05083844    
   6.510000000       700.0000000       20.95803967      0.1383688803E-01   21.45960871      0.6199412346E-02  0.6570142262E-01   21.17147496    
   6.520000000       300.0000000       11.16497328     -0.1070810356E-02   11.77009007     -0.9836942658E-02  0.3527811336E-01   11.81298832    
   6.520000000       500.0000000       19.80470912      0.6459488493E-02   20.37242014      0.3756581975E-02  0.5419002063E-01   20.20645661    
   6.520000000       700.0000000       28.72469999      0.1244655258E-01   29.18116370      0.6512454282E-02  0.6429414688E-01   28.95042279    
   6.530000000       300.0000000       18.45503891     -0.7548274604E-02   19.11921346     -0.8448766925E-02  0.3570110283E-01   19.16978190    
   6.530000000       500.0000000       27.98272950      0.3273969761E-02   28.51911025      0.4286033962E-02  0.5334714722E-01   28.39425432    
   6.530000000       700.0000000       36.51840323      0.1114022417E-01   36.92135812      0.6847669376E-02  0.6259962503E-01   36.74811180    
   6.540000000       300.0000000       25.58267626     -0.1202225905E-01   26.26231169     -0.2953113243E-02  0.3730393444E-01   26.29613473    
   6.540000000       500.0000000       36.07880847      0.4748965725E-03   36.56723538      0.5100795329E-02  0.5218869864E-01   36.47858893    
   6.540000000       700.0000000       44.24807629      0.9995994718E-02   44.58893584      0.7194357799E-02  0.6060511256E-01   44.47328457    
   6.550000000       300.0000000       32.41703514     -0.1453575421E-01   33.05889571      0.4156822631E-02  0.3910749439E-01   33.04974117    
   6.550000000       500.0000000       43.96588828     -0.1766105184E-02   44.38806484      0.6098907464E-02  0.5065720406E-01   44.33290380    
   6.550000000       700.0000000       51.82369313      0.9084116244E-02   52.09403254      0.7535925034E-02  0.5830227600E-01   52.03623105    
   6.560000000       300.0000000       38.77383154     -0.1552490787E-01   39.32548434      0.1025083559E-01  0.3968997967E-01   39.25363624    
   6.560000000       500.0000000       51.52788631     -0.3332168194E-02   51.86545094      0.7124078285E-02  0.4870060835E-01   51.84392143    
   6.560000000       700.0000000       59.15847220      0.8462266837E-02   59.35042973      0.7851172534E-02  0.5568831096E-01   59.35096739    
   6.570000000       300.0000000       44.49501249     -0.1577672840E-01   44.91382727      0.1354878996E-01  0.3796096895E-01   44.77708791    
   6.570000000       500.0000000       58.66279161     -0.4151631235E-02   58.89897709      0.8024295800E-02  0.4629571761E-01   58.91442323    
   6.570000000       700.0000000       66.17079374      0.8171969348E-02   66.27748942      0.8116787147E-02  0.5276679700E-01   66.33708074    
   6.580000000       300.0000000       49.51960108     -0.1601798647E-01   49.77729563      0.1352698737E-01  0.3382253267E-01   49.59822490    
   6.580000000       500.0000000       65.28444353     -0.4183246066E-02   65.40554218      0.8701083486E-02  0.4346419159E-01   65.46427824    
   6.580000000       700.0000000       72.78578278      0.8236078324E-02   72.80171253      0.8310007029E-02  0.4954798514E-01   72.92119413    
   6.590000000       300.0000000       53.88491863     -0.1637911307E-01   53.96732850      0.1082872793E-01  0.2823208893E-01   53.79088256    
   6.590000000       500.0000000       71.32255234     -0.3404955170E-02   71.31901299      0.9132470740E-02  0.4027121461E-01   71.42946526    
   6.590000000       700.0000000       78.93654649      0.8657141780E-02   78.85791364      0.8410517579E-02  0.4604836056E-01   79.03805738    
   6.600000000       300.0000000       57.68148579     -0.1628361287E-01   57.58581422      0.6850662502E-02  0.2271964035E-01   57.46737732    
   6.600000000       500.0000000       76.72099510     -0.1812981186E-02   76.58806993      0.9364461194E-02  0.3680516302E-01   76.75938862    
   6.600000000       700.0000000       84.56509349      0.9416497685E-02   84.39004777      0.8401066022E-02  0.4228958707E-01   84.63131413    
   6.610000000       300.0000000       61.00736903     -0.1485623467E-01   60.73988270      0.3258738162E-02  0.1877064787E-01   60.72964869    
   6.610000000       500.0000000       81.43513631      0.5671294698E-03   81.17307358      0.9476945715E-02  0.3314617165E-01   81.41348146    
   6.610000000       700.0000000       89.62299014      0.1047413968E-01   89.35175540      0.8266886927E-02  0.3829719812E-01   89.65402212    
   6.620000000       300.0000000       63.92345011     -0.1138228785E-01   63.49903506      0.1584166226E-02  0.1725790576E-01   63.62970602    
   6.620000000       500.0000000       85.42945235      0.3661665505E-02   85.04327866      0.9537493925E-02  0.2933791619E-01   85.35850934    
   6.620000000       700.0000000       94.07181616      0.1176959250E-01   93.70670045      0.7994571996E-02  0.3409951100E-01   94.06900684    
   6.630000000       300.0000000       66.39622391     -0.5489718446E-02   65.83850320      0.2819894310E-02  0.1794223798E-01   66.11992250    
   6.630000000       500.0000000       88.67677063      0.7330015766E-02   88.17573124      0.9559279994E-02  0.2537720151E-01   88.56788214    
   6.630000000       700.0000000       97.88346608      0.1322417026E-01   97.42875890      0.7571306460E-02  0.2972712267E-01   97.84910431    
   6.640000000       300.0000000       68.26022499      0.2764673266E-02   67.59947778      0.6960204974E-02  0.1925337664E-01   68.02015654    
   6.640000000       500.0000000       91.15983352      0.1135446623E-01   90.55657679      0.9477621727E-02  0.2122938032E-01   91.02357965    
   6.640000000       700.0000000       101.0403084      0.1474496996E-01   100.5020797      0.6985340379E-02  0.2521302072E-01   100.9773053    
   6.650000000       300.0000000       69.26593389      0.1276815898E-01   68.53398955      0.1275108006E-01  0.1876547866E-01   69.06733448    
   6.650000000       500.0000000       92.87475673      0.1544487366E-01   92.18436556      0.9153591862E-02  0.1686595388E-01   92.72011549    
   6.650000000       700.0000000       103.5351751      0.1623074899E-01   102.9209977      0.6228191498E-02  0.2059294609E-01   103.4467666    
   6.660000000       300.0000000       69.22943727      0.2340595747E-01   68.45455699      0.1812840061E-01  0.1445950511E-01   69.06642220    
   6.660000000       500.0000000       93.83472135      0.1926105701E-01   93.07370067      0.8404147091E-02  0.1230838965E-01   93.66874122    
   6.660000000       700.0000000       105.3711292      0.1757947968E-01   104.6897496      0.5298510837E-02  0.1590537444E-01   105.2606248    
   6.670000000       300.0000000       68.18950725      0.3328557662E-01   67.39509030      0.2129622204E-01  0.6045011612E-02   68.04957048    
   6.670000000       500.0000000       94.07166523      0.2245171974E-01   93.25697965      0.7049418551E-02  0.7655587240E-02   93.89955112    
   6.670000000       700.0000000       106.5609602      0.1869694606E-01   105.8219446      0.4206958045E-02  0.1119050741E-01   106.4315497    
   6.680000000       300.0000000       66.43413604      0.4083312500E-01   65.64107934      0.2150351367E-01 -0.4628778079E-02   66.30397175    
   6.680000000       500.0000000       93.63441646      0.2470472132E-01   92.78263984      0.4963470992E-02  0.3076565059E-02   93.45986567    
   6.680000000       700.0000000       107.1263897      0.1950535793E-01   106.3397710      0.2980998403E-02  0.6488035105E-02   106.9810088    
   6.690000000       300.0000000       64.36083704      0.4442997089E-01   63.58937511      0.1875667896E-01 -0.1429780217E-01   64.23151767    
   6.690000000       500.0000000       92.58349754      0.2579988738E-01   91.71010731      0.2116816591E-02 -0.1235367478E-02   92.40910124    
   6.690000000       700.0000000       107.0970201      0.1995071952E-01   106.2729661      0.1668359121E-02  0.1834028023E-02   106.9382667    
   6.700000000       300.0000000       62.26894467      0.4296006311E-01   61.53686890      0.1295044273E-01 -0.1967230249E-01   62.13918608    
   6.700000000       500.0000000       90.98472871      0.2565281129E-01   90.10356949     -0.1395832965E-02 -0.5131814279E-02   90.81228082    
   6.700000000       700.0000000       106.5090990      0.2000769719E-01   105.6576207      0.3380071255E-03 -0.2742111345E-02   106.3391915    
   6.710000000       300.0000000       60.20572498      0.3642196153E-01   59.52430832      0.3528721895E-02 -0.1890292681E-01   60.08260846    
   6.710000000       500.0000000       88.90450424      0.2433753876E-01   88.02745305     -0.5346303644E-02 -0.8572955453E-02   88.73512710    
   6.710000000       700.0000000       105.4041923      0.1968102678E-01   104.5349017     -0.9220907743E-03 -0.7219448275E-02   105.2249591    
   6.720000000       300.0000000       57.94497596      0.2598887621E-01   57.31613355     -0.9670204905E-02 -0.1256323720E-01   57.84112727    
   6.720000000       500.0000000       86.40854176      0.2207912416E-01   85.54540595     -0.9387529741E-02 -0.1165527884E-01   86.24263097    
   6.720000000       700.0000000       103.8278404      0.1900306010E-01   102.9497642     -0.2010559453E-02 -0.1158511451E-01   103.6407354    
   6.730000000       300.0000000       55.15192476      0.1364439047E-01   54.56858125     -0.2480857841E-01 -0.3714129795E-02   55.07889791    
   6.730000000       500.0000000       83.56349194      0.1921389516E-01   82.72214113     -0.1309826087E-01 -0.1458556977E-01   83.40057422    
   6.730000000       700.0000000       101.8282464      0.1802776690E-01   100.9496939     -0.2820988964E-02 -0.1583146551E-01   101.6343875    
   6.740000000       300.0000000       51.70124246      0.1891394271E-02   51.15096860     -0.3749537899E-01  0.3108385509E-02   51.66156434    
   6.740000000       500.0000000       80.43855474      0.1612409490E-01   79.62522887     -0.1605671132E-01 -0.1760547227E-01   80.27720657    
   6.740000000       700.0000000       99.45502130      0.1682221520E-01   98.58350087     -0.3251874095E-02 -0.1995150148E-01   99.25524938    
   6.750000000       300.0000000       47.91756068     -0.6587779639E-02   47.38911578     -0.4295187732E-01  0.3864206938E-02   47.90009141    
   6.750000000       500.0000000       77.10389639      0.1316198119E-01   76.32356976     -0.1792510172E-01 -0.2089332442E-01   76.94185982    
   6.750000000       700.0000000       96.75801543      0.1545705609E-01   95.90019143     -0.3216509952E-02 -0.2393406071E-01   96.55297311    
   6.760000000       300.0000000       44.45175239     -0.9822247251E-02   43.94293876     -0.3971623698E-01 -0.2908735448E-02   44.43393895    
   6.760000000       500.0000000       73.62486860      0.1058403185E-01   72.88152117     -0.1851220064E-01 -0.2448207780E-01   73.45941978    
   6.760000000       700.0000000       93.78629462      0.1399768649E-01   92.94797551     -0.2651254504E-02 -0.2776060119E-01   93.57651855    
   6.770000000       300.0000000       41.81371439     -0.7786928692E-02   41.33597372     -0.3128692151E-01 -0.1544507229E-01   41.77018921    
   6.770000000       500.0000000       70.05453058      0.8515503548E-02   69.35121498     -0.1778447673E-01 -0.2822731874E-01   69.88303798    
   6.770000000       700.0000000       90.58734199      0.1249749906E-01   89.77349361     -0.1521029662E-02 -0.3140502195E-01   90.37336047    
   6.780000000       300.0000000       39.96532123     -0.2884840363E-02   39.53981357     -0.2367847234E-01 -0.3000200097E-01   39.87833249    
   6.780000000       500.0000000       66.42913275      0.6956179483E-02   65.76782856     -0.1582325673E-01 -0.3183956411E-01   66.24964139    
   6.780000000       700.0000000       87.20655773      0.1099404011E-01   86.42133875      0.1783506761E-03 -0.3483702775E-01   86.98898258    
   6.790000000       300.0000000       38.35234372      0.1207291725E-02   37.99755085     -0.2082864521E-01 -0.4256023918E-01   38.21855474    
   6.790000000       500.0000000       62.77008545      0.5820639645E-02   62.15146286     -0.1275970291E-01 -0.3497000781E-01   62.58173301    
   6.790000000       700.0000000       83.68707399      0.9508194506E-02   82.93389354      0.2420802265E-02 -0.3802833454E-01   83.46667580    
   6.800000000       300.0000000       36.32876632      0.1958705115E-02   36.04724200     -0.2170829791E-01 -0.4974634911E-01   36.15936427    
   6.800000000       500.0000000       59.09207433      0.4988871177E-02   58.51537502     -0.8735336568E-02 -0.3732010111E-01   58.89520056    
   6.800000000       700.0000000       80.06981656      0.8045959241E-02   79.35141480      0.5153073894E-02 -0.4095998151E-01   79.84757630    
   6.810000000       300.0000000       33.58778037     -0.2046280546E-05   33.36129945     -0.2120461507E-01 -0.4945586341E-01   33.40289077    
   6.810000000       500.0000000       55.41318157      0.4337726050E-02   54.87640692     -0.3918437758E-02 -0.3873859494E-01   55.20910914    
   6.810000000       700.0000000       76.39367083      0.6602132964E-02   75.71222013      0.8300077305E-02 -0.4362853613E-01   76.17080613    
   6.820000000       300.0000000       30.28393948     -0.1139954106E-02   30.07978926     -0.1363095314E-01 -0.4170890754E-01   30.10494554    
   6.820000000       500.0000000       51.76183598      0.3737761446E-02   51.26230604      0.1434459650E-02 -0.3927449239E-01   51.55242622    
   6.820000000       700.0000000       72.69558334      0.5165330042E-02   72.05280304      0.1177259914E-01 -0.4604923567E-01   72.47355391    
   6.830000000       300.0000000       26.84286901      0.2252131155E-02   26.62641798      0.3626019326E-02 -0.2902139407E-01   26.68533131    
   6.830000000       500.0000000       48.17762445      0.3027200547E-02   47.71279326      0.6920738300E-02 -0.3916792472E-01   47.96479513    
   6.830000000       700.0000000       69.01046857      0.3723927576E-02   68.40774038      0.1547770131E-01 -0.4825503252E-01   68.79096902    
   6.840000000       300.0000000       23.67167507      0.1083648445E-01   23.41888126      0.2794528337E-01 -0.1561269802E-01   23.53952623    
   6.840000000       500.0000000       44.70660604      0.1997019358E-02   44.27487669      0.1199627182E-01 -0.3878007550E-01   44.49201087    
   6.840000000       700.0000000       65.37087237      0.2272599349E-02   64.80934076      0.1933163760E-01 -0.5029180797E-01   65.15582111    
   6.850000000       300.0000000       20.97298385      0.2090178800E-01   20.67966109      0.5162080525E-01 -0.5892293159E-02   20.85540645    
   6.850000000       500.0000000       41.39432762      0.4205180058E-03   40.99557032      0.1607522651E-01 -0.3848315395E-01   41.17933325    
   6.850000000       700.0000000       61.80643209      0.8188285150E-03   61.28707565      0.2327399699E-01 -0.5221126481E-01   61.59796234    
   6.860000000       300.0000000       18.72811941      0.2585630212E-01   18.41387034      0.6471872930E-01 -0.3106769875E-02   18.60260802    
   6.860000000       500.0000000       38.27999064     -0.1866595261E-02   37.91555152      0.1870799778E-01 -0.3854567056E-01   38.06596451    
   6.860000000       700.0000000       58.34323147     -0.6116746490E-03   57.86689747      0.2728046611E-01 -0.5406378386E-01   58.14368460    
   6.870000000       300.0000000       16.80244848      0.2004572437E-01   16.50569326      0.5980239179E-01 -0.8438568151E-02   16.64557794    
   6.870000000       500.0000000       35.39362313     -0.4868278029E-02   35.06579247      0.1977127007E-01 -0.3905166200E-01   35.18240587    
   6.870000000       700.0000000       55.00315927     -0.1972051546E-02   54.57056381      0.3137078967E-01 -0.5589355672E-01   54.81507611    
   6.880000000       300.0000000       15.08434697      0.2964745914E-02   14.84728752      0.3627684481E-01 -0.2029729881E-01   14.88526045    
   6.880000000       500.0000000       32.75609228     -0.8369167710E-02   32.46721398      0.1958302163E-01 -0.3988327428E-01   32.55043012    
   6.880000000       700.0000000       51.80335443     -0.3195086105E-02   51.41505961      0.3560881520E-01 -0.5773754977E-01   51.62945695    
   6.890000000       300.0000000       13.56076061     -0.1931320205E-01   13.41058798      0.1821711054E-02 -0.3421921634E-01   13.32877136    
   6.890000000       500.0000000       30.38059178     -0.1196098918E-01   30.13215479      0.1887734996E-01 -0.4077596556E-01   30.18430324    
   6.890000000       700.0000000       48.75577798     -0.4198079730E-02   48.41216324      0.4009310085E-01 -0.5962854430E-01   48.59893481    
   6.900000000       300.0000000       12.27216859     -0.3728096409E-01   12.20912738     -0.3058707402E-01 -0.4441250907E-01   12.03413901    
   6.900000000       500.0000000       28.27418849     -0.1515729785E-01   28.06627128      0.1863312587E-01 -0.4142971753E-01   28.09194830    
   6.900000000       700.0000000       45.86691828     -0.4890930866E-02   45.56816193      0.4493900131E-01 -0.6160106350E-01   45.73009195    
   6.910000000       300.0000000       11.20951591     -0.4371725064E-01   11.20767530     -0.4920270275E-01 -0.4653353065E-01   10.99941089    
   6.910000000       500.0000000       26.43856684     -0.1754761438E-01   26.26988727      0.1981823886E-01 -0.4163729460E-01   26.27536739    
   6.910000000       700.0000000       43.13762493     -0.5185445285E-02   42.88370379      0.5025553428E-01 -0.6369792930E-01   43.02380391    
   6.920000000       300.0000000       10.30522888     -0.3779322202E-01   10.32302040     -0.4964152213E-01 -0.3971098832E-01   10.15064161    
   6.920000000       500.0000000       24.86951344     -0.1891515442E-01   24.73811567      0.2315023415E-01 -0.4138271050E-01   24.73002868    
   6.920000000       700.0000000       40.56307903     -0.5003551815E-02   40.35378183      0.5612172569E-01 -0.6597485439E-01   40.47520193    
   6.930000000       300.0000000       9.575520236     -0.2495383583E-01   9.569231278     -0.3594413687E-01 -0.2659713202E-01   9.485447189    
   6.930000000       500.0000000       23.55478487     -0.1925904977E-01   23.45916049      0.2896139110E-01 -0.4087537259E-01   23.44293520    
   6.930000000       700.0000000       38.13293600     -0.4282750623E-02   37.96787366      0.6256699941E-01 -0.6850096940E-01   38.07381540    
   6.940000000       300.0000000       9.255342786     -0.1330110421E-01   9.191446308     -0.1594872188E-01 -0.1174590284E-01   9.213925301    
   6.940000000       500.0000000       22.47039318     -0.1871236672E-01   22.41066802      0.3720053579E-01 -0.4051263677E-01   22.38935002    
   6.940000000       700.0000000       35.83170476     -0.2978529915E-02   35.71029218      0.6955863174E-01 -0.7135430643E-01   35.80395300    
   6.950000000       300.0000000       9.693567421     -0.9230441258E-02   9.559317145      0.4277095941E-02  0.6527561584E-03   9.664706230    
   6.950000000       500.0000000       21.57656181     -0.1740092759E-01   21.55532469      0.4754092165E-01 -0.4079169178E-01   21.52924892    
   6.950000000       700.0000000       33.63943390     -0.1064996023E-02   33.56081841      0.7699702432E-01 -0.7461258564E-01   33.64538583    
   6.960000000       300.0000000       11.00287871     -0.1475388935E-01   10.81449681      0.2205598004E-01  0.8292203941E-02   10.94660273    
   6.960000000       500.0000000       20.81609658     -0.1531546813E-01   20.83851074      0.5952890394E-01 -0.4220703854E-01   20.80600758    
   6.960000000       700.0000000       31.53274569      0.1464164631E-02   31.49566634      0.8471747751E-01 -0.7834072642E-01   31.57436547    
   6.970000000       300.0000000       12.78817942     -0.2724318873E-01   12.59336410      0.3621170851E-01  0.1068343153E-01   12.68179287    
   6.970000000       500.0000000       20.11813079     -0.1226004972E-01   20.19114009      0.7271100460E-01 -0.4516736714E-01   20.15009036    
   6.970000000       700.0000000       29.48618728      0.4592481638E-02   29.48876642      0.9249600028E-01 -0.8257701935E-01   29.56494316    
   6.980000000       300.0000000       14.28469795     -0.4086011276E-01   14.15481693      0.4598193794E-01  0.8268294688E-02   14.13722364    
   6.980000000       500.0000000       19.40807179     -0.7902634267E-02   19.53876253      0.8670013597E-01 -0.4995071575E-01   19.48851403    
   6.980000000       700.0000000       27.47377256      0.8274580399E-02   27.51326190      0.1000567640     -0.8731980126E-01   27.59046810    
   6.990000000       300.0000000       14.82833449     -0.4871293647E-01   14.83860794      0.5262852695E-01  0.2096297506E-02   14.68134121    
   6.990000000       500.0000000       18.62097797     -0.1909484888E-02   18.81442406      0.1011653945     -0.5669900578E-01   18.75743546    
   6.990000000       700.0000000       25.47050544      0.1242821798E-01   25.54302722      0.1070799130     -0.9251596655E-01   25.62506760    
   7.000000000       300.0000000       14.23450417     -0.4524912270E-01   14.43814319      0.6088751591E-01 -0.5916581865E-02   14.15125984    
   7.000000000       500.0000000       17.71300741      0.5887871908E-02   17.97012120      0.1157500435     -0.6543845407E-01   17.91275459    
   7.000000000       700.0000000       23.45364670      0.1692707482E-01   23.55398172      0.1132100658     -0.9805206099E-01   23.64488904    
   7.010000000       300.0000000       12.80188769     -0.2841299902E-01   13.21095174      0.7719737312E-01 -0.1356312572E-01   12.85109878    
   7.010000000       500.0000000       16.66599679      0.1535528952E-01   16.98194285      0.1299451351     -0.7610201489E-01   16.93407705    
   7.010000000       700.0000000       21.40353627      0.2159758413E-01   21.52501059      0.1180673134     -0.1037483758       21.62893348    
   7.020000000       300.0000000       11.05482381     -0.5912928972E-03   11.63828633      0.1056207453     -0.2039778304E-01   11.29378419    
   7.020000000       500.0000000       15.48343166      0.2599734320E-01   15.84700336      0.1429698074     -0.8852546097E-01   15.82052171    
   7.020000000       700.0000000       19.30390161      0.2622263900E-01   19.43841208      0.1212632256     -0.1093565843       19.55942426    
   7.030000000       300.0000000       9.490373136      0.3248749778E-01   10.18868625      0.1448214953     -0.2957540468E-01   9.949617443    
   7.030000000       500.0000000       14.17996408      0.3699574341E-01   14.57403305      0.1537193883     -0.1023959247       14.58063097    
   7.030000000       700.0000000       17.14172813      0.3055360213E-01   17.27992707      0.1224239221     -0.1145619979       17.42178853    
   7.040000000       300.0000000       8.435345122      0.6439834646E-01   9.180913030      0.1881632608     -0.4714309736E-01   9.106392221    
   7.040000000       500.0000000       12.76908167      0.4732822053E-01   13.17193390      0.1608266102     -0.1171557167       13.22094682    
   7.040000000       700.0000000       14.90688464      0.3433012924E-01   15.03852028      0.1212206277     -0.1189921482       15.20443433    
   7.050000000       300.0000000       7.970242722      0.9047723736E-01   8.702866369      0.2262199612     -0.7861148410E-01   8.800349644    
   7.050000000       500.0000000       11.25369747      0.5592777595E-01   11.64088938      0.1628430991     -0.1318991602       11.73784509    
   7.050000000       700.0000000       12.59174380      0.3730548929E-01   12.70613144      0.1174057047     -0.1222336376       12.89854075    
   7.060000000       300.0000000       7.902698170      0.1086845946       8.575666190      0.2496473034     -0.1247545655       8.801770897    
   7.060000000       500.0000000       9.622727112      0.6183990735E-01   9.969082188      0.1585057658     -0.1453270543       10.11541530    
